CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro2Anti1,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,TearGas,Source1,Source2,Source3,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,,,,,,,,
Sacramento,Cesar Chavez Plaza,,CA,US,2020-11-21,,,,,,,general protesters,"against President Trump, against racism",1,counter-protest,0,unknown,0,0,0,1,20201121-sacramento-stopthesteal,verbal clashes and brawling with protesters,,https://www.capradio.org/articles/2020/11/21/third-straight-weekend-of-protests-violence-as-trump-supporters-descend-on-californias-capitol/,https://www.bradenton.com/latest-news/article247371844.html,,https://sacramento.cbslocal.com/2020/11/21/1-arrested-as-trump-supporters-protesters-gather-at-state-capitol-in-downtown-sacramento/,https://www.dailydot.com/irl/proud-boys-beat-up-woman-video-sacramento-protest/,,,,,,,,,,,,,,
Saint Louis,from Fenton to KMOV building to KDSK building,,MO,US,2020-11-21,more than 125,125,,125,,,general protesters,"for President Trump, against election fraud, against new state restrictions due to coronavirus surge, against Governor Newsom",2,caravan,0,0,0,0,1,1,,Stop the Steal,,https://www.stltoday.com/news/local/govt-and-politics/supporters-rally-for-president-trump-downtown/collection_5f2ebc3b-d2e9-55d5-8e93-50c6ec1674da.html,,,,,,,,,,,,,,,,,,
Saint Paul,Governor's Mansion,,MN,US,2020-11-21,hundreds,200,,200,,,general protesters,"against state COVID-related restrictions, against Governor Tim Walz",2,protest,0,0,0,0,1,1,,,,https://minnesota.cbslocal.com/2020/11/21/protesters-gather-at-governors-residence-as-more-covid-restrictions-go-into-effect/,,,,,,,,,,,,,,,,,,
Saint Paul,Governor's Mansion,,MN,US,2020-11-21,hundreds,200,,200,,,general protesters,"against new state restrictions due to coronavirus surge, for President Trump",2,protest,0,0,0,0,1,1,,Stuff Your Mandate,,https://minnesota.cbslocal.com/2020/11/21/protesters-gather-at-governors-residence-as-more-covid-restrictions-go-into-effect/,https://www.kron4.com/news/national/anti-lockdown-protesters-rally-outside-minnesota-governors-home/,,,,,,,,,,,,,,,,,
Salem,Oregon State Capitol,,OR,US,2020-11-21,a couple hundred,200,,200,,,general protesters,"against two-week state emergency measures due to coronavirus surge, for President Trump, against election fraud",2,protest,0,0,0,0,1,1,,Stop the Steal,,https://www.kptv.com/news/group-gathers-in-salem-to-protest-gov-browns-two-week-freeze/article_204fbace-2c6b-11eb-8617-a7ff91042678.html,https://www.statesmanjournal.com/picture-gallery/news/2020/11/22/photos-protesters-oppose-oregon-gov-kate-browns-covid-19-restrictions/6378186002/,https://www.kptv.com/news/group-gathers-in-salem-to-protest-gov-browns-two-week-freeze/article_204fbace-2c6b-11eb-8617-a7ff91042678.html?block_id=994645,https://localnews8.com/news/2020/11/22/group-gathers-in-salem-to-protest-gov-browns-two-week-freeze/,https://www.oregonlive.com/coronavirus/2020/11/protesters-in-salem-declare-we-will-not-comply-with-governors-new-covid-restrictions.html,https://www.kptv.com/news/group-gathers-in-salem-to-protest-gov-browns-two-week-freeze/article_204fbace-2c6b-11eb-8617-a7ff91042678.html?block_id=689774,,,,,,,,,,,,,
Salem,Mahonia Hall,,OR,US,2020-11-21,dozens,24,,24,,,general protesters,"against two-week state emergency measures due to coronavirus surge, against Governor Brown",2,protest,0,0,0,0,0,1,,,,https://www.koin.com/news/oregon/photos-armed-protesters-gather-in-front-of-gov-browns-house/,,,,,,,,,,,,,,,,,,
San Antonio,San Antonio Housing Authority to Steel House Lofts,,TX,US,2020-11-21,roughly 80,80,,80,,,Coalition For Tenant Justice; Historic Westside Residents Association; Texas Organizing Project; San Antonio Tenants Union; Esperanza Peace and Justice Center,"against demolition and redevelopment of apartment complex, against gentrification",0,protest,0,0,0,0,1,1,,,,https://www.sacurrent.com/the-daily/archives/2020/11/23/housing-activists-take-their-protest-to-san-antonio-housing-authority-ceos-home,,,,,,,,,,,,,,,,,,
San Clemente,San Clemente Pier,,CA,US,2020-11-21,hundreds,200,,200,,,American Phoenix Project,"against state COVID-related restrictions, against Governor Gavin Newsom, against curfew, for President Trump",2,protest,0,0,0,0,1,1,,,,https://www.sanclementetimes.com/defiant-night-hundreds-gather-at-pier-bowl-for-mask-burning-rally/,https://www.foxla.com/news/conservative-group-plans-another-protest-outside-mayors-residence,https://www.foxnews.com/us/huntington-beach-protest-expected-against-californias-coronavirus-curfew,,,,,,,,,,,,,,,,
San Diego,,,CA,US,2020-11-21,,,,,,,general protesters,against state-mandated curfew for counties with high coronavirus case loads,2,protest,0,0,0,0,1,1,,,,https://californiaglobe.com/section-2/protests-against-gov-newsoms-curfew-throughout-california-and-at-newsoms-house/,,,,,,,,,,,,,,,,,,
San Diego,"Del Mar Heights Rd & El Camino Real, Carmel Valley",,CA,US,2020-11-21,,,,,,,Carmel Valley for Equal Justice,"against racism, against police violence, Black Lives Matter, equal justice for all now",1,demonstration,,,,,0,1,,,,https://www.delmartimes.net/news/story/2021-05-23/carmel-valley-floyd-rallies,,,,,,,,,,,,,,,,,,
San Francisco,3450 21st St,,CA,US,2020-11-21,around 20,20,,20,,,MediaJustice; SumOfUs; Media Alliance; Global Exchange; Diablo Rising Tide; Protest Facebook Coalition; CodePink Golden Gate; Indivisible SF Peninsula and CA-14; Raging Grannies Action League; Resistance SF; San Francisco Green Party,"against Facebook, against President Trump, for democracy, against disinformation on social media",1,rally,0,0,0,0,1,1,,Wake the Zuck Up! action outside Mark Zuckerberg’s Mission District home,,https://www.facebook.com/events/2047053912095785/,https://missionlocal.org/2020/11/activists-gather-outside-zuckerbergs-house-to-protest-against-misinformation/,https://www.sfexaminer.com/news/protesters-urge-zuckerberg-to-take-action-on-election-misinformation/,,,,,,,,,,,,,,,,
San Francisco,Castro St and Market St,,CA,US,2020-11-21,,,,,,,Refuse Fascism,"against President Trump, against fascism",1,rally,,,,,0,1,,,,https://www.facebook.com/events/215048583307879,,,,,,,,,,,,,,,,,,
Santa Fe,Roundhouse,,NM,US,2020-11-21,a few hundred,200,,200,,,general protesters,"against election fraud, for President Trump, against COVID-19 pandemic restrictions",2,protest,,,,,1,1,,,,https://www.santafenewmexican.com/news/local_news/trump-supporters-protest-election-outcome-at-roundhouse/article_f6b57c88-2c49-11eb-a29e-3704fda822ed.html,,,,,,,,,,,,,,,,,,
Savannah,Johnson Square to Savannah City Hall,,GA,US,2020-11-21,approximately 60,60,,60,,,general protesters,"for President Trump, against election fraud, for Republican candidates for U.S. Senate, stop the steal",2,rally; march,0,0,0,0,1,1,20201121-savannah-stopthesteal,,,https://www.savannahnow.com/news/20201121/trump-supporters-rally-in-savannahrsquos-johnson-square-in-push-for-republican-senate-candidates,,,,,,,,,,,,,,,,,,
Savannah,Johnson Square,,GA,US,2020-11-21,a handful,5,,5,,,general protesters,against President Trump,1,counter-protest,0,0,0,0,0,1,20201121-savannah-stopthesteal,,,https://www.savannahnow.com/news/20201121/trump-supporters-rally-in-savannahrsquos-johnson-square-in-push-for-republican-senate-candidates,,,,,,,,,,,,,,,,,,
Schaumburg,Golf Rd and Meacham,,IL,US,2020-11-21,,,,,,,general protesters,for President Trump,2,rally,,,,,1,1,20201121-schaumberg-trump,,,https://www.rallylist.com/trump-pence-out-now-counter-protest-maga-rally/,,,,,,,,,,,,,,,,,,
Schaumburg,Golf Rd and Meacham,,IL,US,2020-11-21,,,,,,,Refuse Fascism,"against President Trump, against fascism",1,counter-protest,,,,,0,1,20201121-schaumberg-trump,,,https://www.rallylist.com/trump-pence-out-now-counter-protest-maga-rally/,,,,,,,,,,,,,,,,,,
Seattle,Green Lake Park,,WA,US,2020-11-21,,,,,,,Refuse Fascism,"against President Trump, against fascism",1,protest,,,,,1,1,,,,https://www.facebook.com/events/704467317098556/,,,,,,,,,,,,,,,,,,
Seattle,Occidental Square,,WA,US,2020-11-21,,,,,,,Dexmaamxsgism Da Libaalx,"against racism, against police brutality, against qualified immunity for police, for protecting Black and indigenous lives",1,demonstration,,,,,1,1,,,,https://www.instagram.com/p/CHoZGW2jxsZ/,,,,,,,,,,,,,,,,,,
Seattle,Bigelow Park to Washington State Board of Education,,WA,US,2020-11-21,,,,,,,Black youth,"against racism, for education reform",1,march,,,,,0,1,,,,IG @seattleeveningmarch,,,,,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,CA,US,2020-11-21,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Springfield,home of Mayor Domenic Sarno,,MA,US,2020-11-21,48 cars,48,,48,,,Pioneer Valley Project,"for police reform, against racism",1,protest,0,0,0,0,1,1,,,,https://www.masslive.com/springfield/2020/11/pioneer-valley-project-organizes-protest-for-police-reform-outside-the-springfield-mayor-and-police-commissioners-homes.html,,,,,,,,,,,,,,,,,,
Sterling,Trump National Golf Club,,VA,US,2020-11-21,,,,,,,general protesters,against President Trump,1,protest,0,0,0,0,1,1,20201121-sterling-trump,verbal clashes with counter-protesters,,https://twitter.com/DougChristianDC/status/1330209018367926273,https://www.nbcwashington.com/news/local/trump-supporter-accused-of-breathing-on-protesters-charged-with-assault/2484259/,https://www.ky3.com/2020/11/23/man-seen-exhaling-on-protesters-outside-trump-golf-club-charged-with-assault/,,,,,,,,,,,,,,,,
Sterling,Trump National Golf Club,,VA,US,2020-11-21,,,,,,,general protesters,for President Trump,2,counter-protest,1,0,0,0,0,1,20201121-sterling-trump,verbal clashes with protesters; one counter-protester arrested for crossing street to confront protesters and deeply exhaling in their faces,,https://twitter.com/DougChristianDC/status/1330209018367926273,https://www.nbcwashington.com/news/local/trump-supporter-accused-of-breathing-on-protesters-charged-with-assault/2484259/,,,,,,,,,,,,,,,,,
Wagener,Wagener Fire Station,,SC,US,2020-11-21,count video,6,,6,,,general protesters,for reinstatement of fire chief,0,protest,0,0,0,0,1,1,,,,https://www.wrdw.com/2020/11/23/wagener-fire-department-shake-up-sparks-protest/,,,,,,,,,,,,,,,,,,
Warrenton,Courthouse Square,,VA,US,2020-11-21,,,,,,,"Fauquier NAACP; League of Women Voters of the Fauquier and Prince William Area; Virginia Interfaith Center for Public Policy, Northern Piedmont chapter; Afro-American Historical Association of Fauquier County; Piedmont Race Amity Project",Black Lives Matter,1,vigil,,,,,1,1,,,,https://www.fauquier.com/news/photos-saturdays-march-for-black-lives-marks-1-year-since-first-blm-protest-in-warrenton/article_cc400d8a-c657-11eb-abaf-5356e970b69f.html,,,,,,,,,,,,,,,,,,1
Washington,Hancock Park,,DC,US,2020-11-21,count video,60,,80,,,Total Liberation Collective; Resistencia VA,"against racism, for abolishing ICE, for abolishing police",1,march,0,0,0,0,1,1,,Abolish Police/ICE: Black & Brown Unity,,https://twitter.com/dcylf/status/1330184807985328134,https://twitter.com/ChuckModi1/status/1330263719666987012,https://twitter.com/ChuckModi1/status/1330320373708185605,https://twitter.com/ChuckModi1/status/1330276568040677376,https://twitter.com/ChuckModi1/status/1330283545219264513,,,,,,,,,,,,,,
Washington,Dupont Circle; Black Lives Matter Plaza,,DC,US,2020-11-21,,,,,,,They/Them Collective,"for transgender people's rights, against racism, against police brutality, for abolishing police",1,march,0,0,0,0,0,1,,,,https://twitter.com/dcylf/status/1330184807985328134,https://twitter.com/ChuckModi1/status/1330372548081672195,https://twitter.com/blackhousenew/status/1330329879305457665,https://twitter.com/ChuckModi1/status/1330334281663737857,,,,,,,,,,,,,,,
Wauwatosa,Mayfair Mall,,WI,US,2020-11-21,hundreds; about 200; 500-600; about 600,200,,600,,,general protesters,"for President Trump, against election fraud",2,rally,1,2,0,0,1,1,,Stop the Steal,,https://www.cbs58.com/news/hundreds-gather-for-maga-rally-near-mayfair-mall,https://patch.com/wisconsin/wauwatosa/hundreds-gather-maga-freedom-rally-wauwatosa,https://www.fox6now.com/news/2-hurt-in-hit-and-run-during-pro-trump-rally-in-wauwatosa,https://heavy.com/news/proud-boys-mayfair-mall-wauwatosa-rally/,https://heavy.com/news/man-wears-swastika-mask-maga-rally-wauwatosa/,https://news.yahoo.com/weekend-justice-rally-peaceful-wauwatosa-145917762.html,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-11-21,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,,,,,,,,,,,,,
Akron,,,OH,US,2020-11-22,a dozen,12,,12,,,Akronites for Freedom,"against city mask mandate and restriction on gathering sizes due to coronavirus surge, for President Trump",2,protest,0,0,0,0,1,1,,outside home of Mayor Dan Horrigan,,https://www.beaconjournal.com/story/news/2020/11/26/covid-protesters-target-akron-leaders-homes-over-gathering-ban/6427786002/,,,,,,,,,,,,,,,,,,
Appleton,,,WI,US,2020-11-22,count pic,40,,60,,,Republican Party of Outagamie County,"for President Trump, against election fraud",2,rally,0,0,0,0,1,1,,Stop the Steal,,https://www.wearegreenbay.com/news/local-news/stop-the-steal-rally-held-in-appleton-in-support-of-president-trumps-legal-battle/,,,,,,,,,,,,,,,,,,
Baldwin,,,LA,US,2020-11-22,,,,,,,The Village 337,"against racism, for resignation of police chief, for justice for Quawan Charles",1,protest,0,0,0,0,1,1,,,,https://www.klfy.com/local/protests-continue-in-the-streets-of-baldwin-asking-for-the-recall-of-police-chief/,,,,,,,,,,,,,,,,,,
Baltimore,,,MD,US,2020-11-22,,,,,,,GoodKids MadCity,"against police, against racism",1,march,,,,,1,1,,ACAB March,,IG @gkmcbmore18,,,,,,,,,,,,,,,,,,
Belfast,High St and Main St,,ME,US,2020-11-22,,,,,,,Mainers Against Mask Mandates,against state coronavirus mandates and shutdowns,2,demonstration,,,,,1,1,,,,https://bangordailynews.com/2021/02/04/news/midcoast/belfast-officials-call-for-civility-on-protest-corner-after-anti-mask-tensions-escalate/,https://mainernews.com/anti-maskers-waging-spiritual-war-statewide/,,,,,,,,,,,,,,,,,
Buffalo,Delevan and Delaware,,NY,US,2020-11-22,about 150,150,,150,,,general protesters,"against closures of businesses and schools during coronavirus pandemic, against Governor Cuomo",0,protest,0,0,0,0,1,1,,,,https://www.wgrz.com/article/news/health/coronavirus/protesters-target-erie-county-executive-mark-poloncarz-home-amid-tighter-covid-19-restrictions/71-0020e979-c128-4f9b-8147-0f0fc6aa8094,https://buffalonews.com/news/local/protesters-target-poloncarzs-home-to-protest-covid-19-restrictions/article_4760782a-2cdd-11eb-9714-c71166faf052.html,https://www.wivb.com/news/top-stories/protesters-against-new-coronavirus-restrictions-gather-outside-poloncarzs-home/,https://www.syracuse.com/coronavirus/2020/11/buffalo-protests-orange-zone-shutdown-let-us-open-or-we-will-have-to-close-forever.html,https://www.nytimes.com/2020/11/26/nyregion/buffalo-covid-rates.html,,,,,,,,,,,,,,
Charlotte,Marshall Park,,NC,US,2020-11-22,count video,40,,50,,,general protesters,"for President Trump, against election fraud",2,rally,0,0,0,0,1,1,,Stop the Steal,,https://www.wsoctv.com/news/local/president-donald-trump-supporters-rally-charlotte-protest-election-results/VY5UECFKU5DC3EUV2OLLJULVUE/,,,,,,,,,,,,,,,,,,
Chico,Chico City Hall,,CA,US,2020-11-22,100+,100,,100,,,general protesters,"against state coronavirus curfew, for recalling Governor Newsom",2,protest,0,0,0,0,1,1,,,,https://www.actionnewsnow.com/content/news/Covid-19-Curfew-protested-in-Downtown-Chico--573159211.html,,,,,,,,,,,,,,,,,,
Draper,Utah Department of Corrections,,UT,US,2020-11-22,dozens,24,,24,,,general protesters,against inhumane conditions in Utah prisons during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,,https://www.fox13now.com/news/coronavirus/local-coronavirus-news/we-have-to-be-their-voice-dozens-protest-utah-dept-of-corrections-as-covid-19-cases-grow-at-draper-prison,,,,,,,,,,,,,,,,,,
Encinitas,Encinitas Sign,,CA,US,2020-11-22,count video,5,,10,,,general protesters,against state-mandated curfew due to coronavirus surge,2,protest,0,0,0,0,1,1,,,,https://www.kusi.com/small-group-protest-statewide-curfew-in-encinitas/,,,,,,,,,,,,,,,,,,
Fresno,Fresno County Sportsmen's Club,,CA,US,2020-11-22,FB: 203,203,,203,,,general protesters,"for President Trump, against election fraud",2,parade; rally,,,,,1,1,,,,https://www.facebook.com/events/365808631391598/,,,,,,,,,,,,,,,,,,
Kennewick,,,WA,US,2020-11-22,about a dozen,12,,12,,,Patriot Prayer,against restrictions on indoor dining due to coronavirus surge,2,protest,0,0,0,0,1,1,,outside home of liquor license officer,,https://www.tri-cityherald.com/news/coronavirus/article247375014.html,https://www.tri-cityherald.com/news/coronavirus/article247436050.html,,https://lmtribune.com/northwest/tri-cities-liquor-agent-s-home-target-of-protest-rally/article_1e2226f9-92af-5539-902c-f08befa27108.html,,,,,,,,,,,,,,,
Lewes,Savannah Rd,,DE,US,2020-11-22,over 40,40,,40,,,Southern Delaware Alliance for Racial Justice,"against racism, against attack on anti-racism activist",1,demonstration,0,0,0,0,1,1,,,,http://www.wboc.com/story/42947476/sussex-countians-stand-up-to-hate-during-silent-protest,https://www.sussexcountian.com/story/news/local/2020/11/18/lewes-car-caravan-virtual-rally-hosted-sdarj/3763890001/,,,,,,,,,,,,,,,,,
Los Angeles,Getty House,,CA,US,2020-11-22,,,,,,,Save California,against state-mandated restrictions on businesses and gatherings due to COVID-19,2,protest,0,0,0,0,1,1,,,,https://www.foxla.com/news/conservative-group-plans-another-protest-outside-mayors-residence,,,,,,,,,,,,,,,,,,
