CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),Women's?,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,
Farmington,Farmington Hills Manor Restaurant,MI,US,2018-01-21,FB: 177,177,,177,,,Progressive Women's Caucus PAC,Empower Voters to Support Women's Rights,1,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/2057505937829307/,,,,,
Fort Sumner,Dallas Park,NM,US,2018-01-21,,,,,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-anniversary-power-to-the-polls-7,https://act.myngp.com/Forms/3899257028587096064,,,,
Fort Wayne,Allen County Courthouse,IN,US,2018-01-21,about 500 ,500,,500,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.news-sentinel.com/news/local-news/2018/01/21/about-500-people-gather-for-local-womens-march-event-in-fort-wayne/,,,,,
Frederick,Corner of North Market and Patrick Streets,MD,US,2018-01-21,Hundreds,200,,200,,,Frederick's Women's March 2.0,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.fredericknewspost.com/news/politics_and_government/hundreds-march-on-downtown-frederick-to-rally-for-women-equality/article_32e2a8ee-4a3a-589c-b74e-c59aa06cb5de.html,,,,,
Gainesville,Bo Diddley Plaza,FL,US,2018-01-21,,,,,,,General protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.gainesville.com/news/20180121/gainesville-march-celebrates-women-solidarity,,,,,
Grand Rapids,Rosa Parks Circle,MI,US,2018-01-21,Hundreds,200,,200,,,General protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.mlive.com/news/index.ssf/2018/01/michigans_largest_womens_march.html,http://www.mlive.com/news/kalamazoo/index.ssf/2018/01/thousands_rally_at_womens_marc.html,,,,
Hancock,Portage Lake Lift Bridge between Hancock and Houghton,MI,US,2018-01-21,,,,,,,General protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/sister-march-7,https://womensmarchmichigan.org/,,"also Houghton, MI",,
Houghton,Portage Lake Lift Bridge,MI,US,2018-01-21,estimated crowd of 500,500,,500,,,General protestors,Empower Voters to Support Women's Rights,1,1,march,,0,0,0,1,1,http://www.mininggazette.com/news/2018/01/refreshed-resistance-local-womens-march-ii-shows-resolve-for-change/,,,,,
Indiana,IRMC Park,PA,US,2018-01-21,over 150,150,,150,,,Refugee Working Group of Indiana PA,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/391118247995428/,https://www.indianagazette.com/multimedia/women-s-march-held-in-downtown-indiana/image_4dd6feb4-ff03-11e7-be68-1babb55847a0.html,,,,
Jackson,covered bridge to Jackson Grammar School,NH,US,2018-01-21,around 500,500,,500,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/jackson-nh-power-to-the-polls,http://conwaymagic.com/?p=20148,,,,
Jacksonville,Jacksonville Landing,FL,US,2018-01-21,thousands; estimated 1000,1000,,2000,,,Women's March Florida-St. Augustine Chapter,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1713590272016548/,https://www.news4jax.com/news/thousands-gather-downtown-for-women-s-empowerment,http://jacksonville.com/news/metro/2018-01-21/hundreds-take-part-women-s-march-jacksonville-landing-day-action,,,
Kailua Kona,Hale Halawai Park,HI,US,2018-01-21,thousands ,2000,,2000,,,Women's March - Kalamazoo,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/wahine-power-womens-march-anniversary-2018,http://www.westhawaiitoday.com/2018/01/22/hawaii-news/thousands-take-part-in-konas-2018-womens-march/,,,,
Kalamazoo,Western Michigan University,MI,US,2018-01-21,nearly 3000,3000,,3000,,,Women's March - Kalamazoo,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://www.facebook.com/events/1526806507385506/,http://www.mlive.com/news/kalamazoo/index.ssf/2018/01/thousands_fill_streets_for_kal.html,,,,
Knoxville,downtown,TN,US,2018-01-21,more than 14000,14000,,14000,,,Women's March Coalition of East TN,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1956492024602240/,https://www.knoxnews.com/story/news/politics/2018/01/21/womens-march-pro-life-demonstration-could-crowd-downtown-knoxville-sunday/1048352001/,,,,
Lansing,State Capitol,MI,US,2018-01-21,FB: 7300; thousands,2000,,7300,,,Women's March Michigan,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://www.facebook.com/events/193884877838229/,http://www.mlive.com/news/kalamazoo/index.ssf/2018/01/thousands_rally_at_womens_marc.html,https://www.freep.com/story/news/local/michigan/2018/01/21/womens-march-2018-lansing/1045341001/,,,
Las Cruces,Plaza de Las Cruces,NM,US,2018-01-21,estimated roughly 1500,1500,,1500,,,General Protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/las-cruces-womens-march,http://nmpolitics.net/index/2017/01/womens-march-draws-1500-people-in-las-cruces/,,,,
Las Vegas,Sam Boyd Stadium,NV,US,2018-01-21,around 8000,8000,,8000,,,General Protestors,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.jsonline.com/story/news/2017/12/14/2018-womens-march-las-vegas/953592001/,https://www.facebook.com/events/402968803470834/,https://www.freep.com/story/news/politics/2018/01/12/2018-womens-march-las-vegas/1029503001/,https://www.azcentral.com/story/news/nation/2018/01/21/2018-womens-march-las-vegas-nevada-draws-thousands/1052368001/,,
Lewes,Lewes Public Library,DE,US,2018-01-21,about 200; over 200,200,,200,,,Women's March,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.wkyc.com/article/news/nation-now/the-real-march-is-on-election-day-women-march-around-the-world-for-a-second-day/465-9c7f9fb8-21d3-41c7-8768-f553eb0a9a2b,http://www.delmarvanow.com/story/news/2018/01/21/real-march-election-day-lewes/1052211001/,,,,
Louisville,Ali Center,KY,US,2018-01-21,thousands,2000,,2000,,,general protestors,Empower Voters to Support Women's Rights,1,1,rally,0,0,0,0,1,1,https://www.courier-journal.com/picture-gallery/news/2018/01/21/thousands-rally-in-louisville-for-women-and-equality/109687736/,,,,,
Lowell,Outside UMass Lowell Inn and Conference Center,MA,US,2018-01-21,around 120,120,,120,,,Solidarity Lowell,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/lowell-solidarity-march-and-ddd,http://www.lowellsun.com/news/ci_31610596/i-dont-want-be-one-those-people-standing,,,,
Madison,Corner of Main and Elm,IN,US,2018-01-21,,,,,,,Ohio Valley Indivisible,Empower Voters to Support Women's Rights,1,1,March,,,,,,,https://actionnetwork.org/events/powertothepollsinmadisonin,,,,,
Manchester,The Large Roundabout; Routes 11/30 and 7A,VT,US,2018-01-21,Photo: dozens,24,,24,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/womens-and-all-peoples-rally,https://mng-nenivt.smugmug.com/Manchester-Womens-March-0121/,,,,
Marion,The Field,SC,US,2018-01-21,,,,,,,general protestors,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/marion-womens-march-2018,,,,,
Marquette,S. 3rd St; U.S. Post Office,MI,US,2018-01-21,thousands,2000,,2000,,,Women's March Michigan-Marquette,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1984984658443283/,http://www.miningjournal.net/news/front-page-news/2018/01/marching-for-a-purpose/,,,,
Melbourne,Eau Gallie CausewayState Road 518,FL,US,2018-01-21,FB: 767,767,,767,,,Brevard March and Rally Group,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/2049869348372766/,http://www.wftv.com/news/local/thousands-attend-womens-marches-in-orlando-melbourne/687119424,,,,
Miami,Mana Wynwood Convention Center,FL,US,2018-01-21,more than 1000,1000,,1000,,,Women's March Florida Keys,Empower Voters to Support Women's Rights,1,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1256072497832630/,https://www.nbcmiami.com/news/local/Womens-March-In-Wynwood-Brings-Crowd-of-More-Than-1000-470391953.html,,,,
Midland,Corner of Eastlawn and Saginaw,MI,US,2018-01-21,estimated 425,425,,425,,,Women of Michigan Action Network (WOMAN),Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/midland-mi-power-to-the-polls,http://www.ourmidland.com/news/article/400-plus-rally-nbsp-in-Midland-Women-s-March-12513675.php,http://www.ourmidland.com/news/article/400-plus-rally-nbsp-in-Midland-Women-s-March-12513675.php,,,
Millheim,Millheim Post Office,PA,US,2018-01-21,,,,,,,Women's March Millheim,Empower Voters to Support Women's Rights,1,1,Protest,0,0,0,0,1,1,https://actionnetwork.org/events/millheim-womens-march,,,,,
Morgantown,WVU Montainlair Student Union,WV,US,2018-01-21,hundreds,200,,200,,,Mountaineers for Progress; Morgantown NOW; PPSAT,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://www.facebook.com/events/125359838107968/,http://www.thedaonline.com/news/marchers-take-to-morgantown-to-advocate-for-women-s-rights/article_66a95bdc-fef2-11e7-9217-ff1115e47446.html,,,,
Morris,,MN,US,2018-01-21,about 170,170,,170,,,General Protestors,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.stevenscountytimes.com/news/government-and-politics/4391533-womens-march-2018-held-morris,https://actionnetwork.org/events/womens-march-morris-power-to-the-polls,,,,
Ocean City,Boardwalk Inlet,MD,US,2018-01-21,hundreds,200,,200,,,Women's Democratic Club of Worcester County MD and Indivisible Worcester MD,Empower Voters to Support Womens's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/162840934311642/,http://www.wboc.com/story/37314670/womens-march-in-ocean-city,,,,
Orlando,Walt Disney Amphitheatre at Lake Eola Park,FL,US,2018-01-21,thousands,2000,,2000,,,Women's March-Florida Chapter,Empower Voters to Support Womens's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/864975127001077/,http://www.orlandosentinel.com/os-women-s-march-2018-20180121-photogallery.html,,,,
Paducah,Robert Cherry Civic Center,KY,US,2018-01-21,30,30,,30,,,General protestors,Empower Voters to Support Womens's Rights,1,1,Rally,0,0,0,0,1,1,http://wkms.org/post/west-kentucky-residents-demonstrate-womens-march-anniversary-paducah,,,,,
Palm Beach,,FL,US,2018-01-21,several hundred,200,,300,,,Democratic Women's Club of St. Lucie's County,Empower Voters to Support Womens's Rights,1,1,March,0,0,0,0,1,1,https://marchonthepolls.org/event/democratic-womens-club-of-st-lucies-county/,https://www.nytimes.com/2018/01/20/us/womens-march.html,,,,
Peterborough,Peterborough Town House,NH,US,2018-01-21,hundreds,200,,200,,,General Protestors,Empower Voters to Support Womens's Rights,1,1,Rally,0,0,0,0,1,1,https://actionnetwork.org/events/we-are-still-here-powertothepolls,https://www.facebook.com/events/1859565477388042,http://www.ledgertranscript.com/People-flood-downtown-Peterborough-for-Women-s-March-15054733,,,
Phoenix,Arizona Capitol Museum,AZ,US,2018-01-21,at least 20000; about 25000,20000,,25000,,,Women's March to the Polls: Phoenix,Empower Voters to Support Womens's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/201276180422292/,https://www.eventbrite.com/e/womens-march-to-the-polls-phoenix-registration-41411980348,https://www.azcentral.com/story/news/local/phoenix/2018/01/21/2018-womens-march-arizona-phoenix/1050148001/,http://www.12news.com/article/news/local/valley/phoenix-womens-march-draws-thousands/75-509979380,,
Pikeville,Pikeville City Park,KY,US,2018-01-21,FB: 76,76,,76,,,Progress Pike,Empower Voters to Support Womens's Rights,1,1,March,,,,,,,https://www.facebook.com/events/1848128938733724/,http://ekbtv.com/womens-march-commemorated-in-pikeville/,,,,
Pittsburgh,City County Building,PA,US,2018-01-21,Estimated at 50000; Estimated at 30000,30000,,50000,,,Progress 18 PA,Empower Voters to Support Womens's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/149410312429487/,http://www.post-gazette.com/local/city/2018/01/21/Pittsburgh-Womens-March-Donald-Trump-rights-politics-Marke-Square/stories/201801210127,http://triblive.com/local/allegheny/13207644-74/downtown-marchers-denounce-trump-urge-women-to-vote-and-run-for-office,http://triblive.com/local/allegheny/13207644-74/estimated-crowd-of-30000-marches-downtown-urges-women-to-vote-and-seek,,
Portland,Terry D. Schrunk Plaza,OR,US,2018-01-21,hundreds,200,,200,,,Two Spirit Nation,Empower Voters to Support Womens's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/138649436801613/,http://www.kgw.com/article/news/politics/protesters-march-in-portland-for-indigenous-womens-rights/283-510311052,http://katu.com/news/local/indigenous-womxns-march-and-rally-in-downtown-portland-to-be-seen-and-heard,,,
Pottsville,Union Station,PA,US,2018-01-21,na,40,,40,,,Schuylkill County Democratic Women's League; Schuylkill County Indivisible,Empower Voters to Support Womens's Rights,1,1,march,0,0,0,0,1,1,https://twitter.com/lisa_hollenbach/status/956045448783040513,http://wnep.com/2018/01/22/vigil-in-pottsville-observes-anniversary-of-womens-march/,,,,
Redding,city hall ,CA,US,2018-01-21,estimate 1000; more than 600,600,,1000,,,General Protestors,Empower Voters to Support Womens's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/redding-womens-march-for-justice,http://www.actionnewsnow.com/content/news/Womens-March-takes-over-Redding-470426143.html,http://www.redding.com/story/news/2018/01/21/hundreds-march-womens-rights-redding/1052570001/,,,
Richland,John Dam Plaza,WA,US,2018-01-21,estimate nearly 1000,1000,,1000,,,General Protestors,Empower Voters to Support Womens's Rights,1,1,Rally; march,0,0,0,0,1,1,http://keprtv.com/news/local/rain-didnt-deter-large-crowds-from-attending-second-annual-womens-march-in-richland,,,,,
Ridgecrest,Petroglyph Park,CA,US,2018-01-21,more than a hundred,100,,100,,,Ridecrest United,Empower Voters to Support Womens's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-on-ridgecrest,http://www.ridgecrestca.com/news/20180123/ridgecrest-united-leads-second-annual-womens-march-sunday-with-extensive-photo-gallery,,,,
Saipan,Minachom Atdao Pavillion to Quartermaster Road,CA,US,2018-01-21,FB:62,62,,62,,,General Protestors,Empower Voters to Support Womens's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/139876786700682/,,,,,
Salem,State Capitol Steps,OR,US,2018-01-21,roughly 1000,1000,,1000,,,Salem Womxn,Empower Voters to Support Womens's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/267368463788979/,http://www.statesmanjournal.com/story/news/2018/01/21/salem-womens-march-2018/1042874001/,,,,
Santa Fe,State Capitol,NM,US,2018-01-21,between 4000 and 5000,4000,,5000,,,Santa Fe Women's March,Empower Voters to Support Womens's Rights,1,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/186859508722711/,http://www.santafenewmexican.com/news/local_news/santa-fe-women-s-march-turns-out-thousands-on-plaza/article_344d095e-fefc-11e7-86fa-47d760cefaf2.html,,,,
Saugatuck,See Douglas,MI,US,2018-01-21,,,,,,,,,,,,,,,,1,0,"(see Douglas, MI)",,,,,
Spokane,Spokane Convention Center,WA,US,2018-01-21,estimate 6000; estimated 6500,6000,,6500,,,Women's March Spokane,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://marchonthepolls.org/event/womens-march-spokane/,http://www.spokesman.com/stories/2018/jan/21/6000-strong-spokane-womens-march-exceeds-expectati/#/0,https://www.gonzagabulletin.com/article_e4a2d7b8-ff4a-11e7-b058-ebdd29c2b16d.html,,,
St. Joseph,The Bluff; 200 Broad Street,MI,US,2018-01-21,,,,,,,General Protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-power-to-the-polls-3,,,,,
St. Paul,Union Depot,MN,US,2018-01-21,hundreds,200,,2500,,,Women's March Minnesota,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/2066121933607368/,http://www.startribune.com/new-year-brings-new-focus-for-minnesota-women-s-march/470438043/,,,,
St. Petersburg,Williams Park,FL,US,2018-01-21,thousands; some 5000,2000,,5000,,,Women's March Central Gulf Coast Florida,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1527046680716939/,http://floridapolitics.com/archives/254133-thousands-gather-st-petersburg-womens-march,http://www.tampabay.com/news/At-second-St-Petersburg-Women-s-March-5-000-focus-on-what-we-can-do-_164720760,,,
Statesboro,Bulloch County Annex,GA,US,2018-01-21,some 200 or more,200,,200,,,General Protestors,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/statesboros-2018-womens-march-power-to-the-polls?referrer=&source=widget&email_referrer=&can_id,http://www.thegeorgeanne.com/news/article_26fa0e5c-2795-5ec8-b0f9-a65b33e8f2b9.html,http://www.statesboroherald.com/section/1/article/83626/,,,
Steamboat Springs,Bud Werner Memorial Library,CO,US,2018-01-21,about 500,500,,500,,,Women's March Steamboat Springs,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/145324506126134/?active_tab=about,https://coloradopolitics.com/steamboat-today-steamboat-womens-march-hopeful/,,,,
Toledo,Toledo Loves Love Wall,OH,US,2018-01-21,about 600,600,,600,,,YWCA of Northwest Ohio,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/ywca-of-northwest-ohio-unity-march,http://www.toledoblade.com/local/2018/01/21/Hundreds-rally-for-unity-downtown.html,http://www.wtol.com/story/37315039/women-take-to-the-streets-of-toledo-for-i-rise-unity-march,,,
Topeka,State Capitol,KS,US,2018-01-21,thousands,2000,,2000,,,Women's March on Washington-Kansas and Women's March on Kansas,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/180075369250428/,https://www.nbcnews.com/news/us-news/demonstrators-rally-worldwide-second-day-women-s-marches-n839626,,,,
Unalaska,Eagle's View Elementary School,AK,US,2018-01-21,55,55,,55,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/unalaska-womens-march-power-to-the-polls,https://www.alaskapublic.org/2018/01/22/alaskans-march-for-women-call-for-power-to-the-polls/,http://kucb.org/post/unalaskas-womens-march-focuses-youth-and-midterm-elections,,,
Westminster,42 W Main Street,MD,US,2018-01-21,over 300,300,,300,,,Carroll Community Action Network,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://www.facebook.com/events/1881025205272239/,http://www.baltimoresun.com/news/maryland/carroll/cc-carroll-can-womens-mar-20180119-story.html,http://www.carrollcountytimes.com/news/local/cc-womens-march-westminster-20180119-story.html,,,
Abuja,Millenium Pack Maitama,,Nigeria,2018-01-21,,,,,,,Women's March Network Africa,Empower Voters to Support Women's Rights,1,1,Rally,0,0,0,0,1,1,https://actionnetwork.org/events/power-to-the-polls-4?referrer=&source=widget&email_referrer=&can_id=,,,,,
Accra,US Embassy Ghana,,Ghana,2018-01-20,,,,,,,Women's March Ghana,Empower Voters to Support Women's Rights,1,1,Rally,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-ghana-gender-equity-economic-environmental-justice-global-solidarity?referrer=&source=widget&email_referrer=&can_id=,,,,,
Adelaide,,,Australia,2018-01-21,FB: 30,30,,30,,,Women's March,Empower Voters to Support Women's Rights,1,1,Rally,0,0,0,0,1,1,https://www.facebook.com/events/197594107475717/,,,,,
Ahmedabad,,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,1,March,0,0,0,0,1,1,https://mashable.com/2017/01/23/i-will-go-out-marches-women-safety-india/#rJUZM4s_Nmqg,,,,,
Ajijic,Ajijic Plaza,Jalisco,Mexico,2018-01-20,FB: 117,117,,117,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/2064668933803951/,,,,,
Athens,Syntagma Square,,Greece,2018-01-21,FB: 139,139,,139,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/151235142197674/,,,,,
Auvillar,Halle ua grains,,France,2018-01-21,FB: 5,5,,5,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/277009106159006/,,,,,
Ballarat,Lake Wendouree,NSW,Australia,2018-01-21,,,,,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.thecourier.com.au/story/5172843/ballarat-standing-together-on-the-first-womens-march-anniversary/,,,,,
Bangalore,"Central Library, Cubbon Park",,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,0,March,0,0,0,0,1,1,https://www.facebook.com/events/332146977288991/,,,,,
Bangkok,Roadhouse BBQ Bangkok,,Thailan,2018-01-21,,,,,,,Women's March,Empower Voters to Support Women's Rights,1,1,Rally,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-anniversary-bangkok?referrer=&source=&email_referrer=&can_id=,,,,,
Barcelona,,Catalonia,Spain,2018-01-21,thousands,2000,,2000,,,Women's March,Empower Voters to Support Women's Rights,1,1,Rally,0,0,0,0,1,1,https://www.facebook.com/events/166850063923019/,https://www.euroweeklynews.com/3.0.15/news/on-euro-weekly-news/spain-news-in-english/1471270-spanish-demonstrators-mark-global-anti-trump-women%E2%80%99s-march-2-0,,,,
Beijing,Bookworks,,China,2018-01-21,FB: 5,5,,5,,,Democrats Abroad China,Empower Voters to Support Women's Rights,1,1,Rally & Voter Drive,0,0,0,0,1,1,https://www.facebook.com/events/2049222891981233/,,,,,
Berlin,Brandenburger Tor,,Germany,2018-01-21,around 450,450,,450,,,Democrats Abroad ,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.laht.com/article.asp?ArticleId=2449448&CategoryId=36641,https://www.facebook.com/events/528551367524765/,,,,
Bhopal,,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,1,March,0,0,0,0,1,1,https://mashable.com/2017/01/23/i-will-go-out-marches-women-safety-india/#rJUZM4s_Nmqg,,,,,
Bogota,,,Colombia,2018-01-20,,,,,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.cfr.org/blog/assessing-2018-womens-march,,,,,
Brisbane,King George Square,Queensland,Australia,2018-01-21,FB: 418,418,,418,,,Women's March,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.morganton.com/news/world/ap/the-latest-thousands-rally-across-australia-for-women/article_29445bbc-2e8b-5cfe-8c65-23e114840cc3.html,https://www.facebook.com/events/322674474901142/,,,,
Bristol,Castle Park to College Green,England,UK,2018-01-21,dozens,24,,24,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/210341202867278/?active_tab=discussion,http://www.bristolpost.co.uk/news/bristol-news/bristol-women-stop-traffic-march-1096406,,,,
Brussels,Bourse,,Belgium,2018-01-21,,21,,21,,,Lights for Rights,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/lights-for-rights-brussels-womens-march-anniversary,https://www.democratsabroad.org/paulinemanos/lights_for_rights_brussels_women_s_march,,,,
Buenos Aires,Av. Colombia 4300,,Argentina,2018-01-20,FB: 98,98,,98,,,Democrats Abroad Quito,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/2108145162742547/,,,,,
Cassis,Camargo Foundation,,France,2018-01-21,,,,,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/cassis-womens-march-2018?referrer=&source=widget&email_referrer=&can_id=,,,,,
Calgary,Stephen Avenue Mall to City Hall,Alberta,Canada,2018-01-20,estimated 3500,3500,,3500,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://globalnews.ca/news/3977844/thousands-take-part-in-calgarys-womens-march/,https://www.facebook.com/events/492625471131036/,,,,
Chandigarh,,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,1,March,0,0,0,0,1,1,https://mashable.com/2017/01/23/i-will-go-out-marches-women-safety-india/#rJUZM4s_Nmqg,,,,,
Chennai,,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,1,March,0,0,0,0,1,1,https://mashable.com/2017/01/23/i-will-go-out-marches-women-safety-india/#rJUZM4s_Nmqg,,,,,
Chilliwack,Ann Davis Transition Society; city hall,BC,Canada,2018-01-20,dozens; about 150,24,,193,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/316030018885024/,http://vancouversun.com/news/local-news/thousands-rally-in-downtown-vancouver-for-womens-march,https://www.theprogress.com/news/video-inaugural-fraser-valley-womens-march/,http://www.womensmarchcanada.com/women_s_march_canada_chilliwack_2018,,
Christiansted,Sunday Market/Times Square,US Virgin Islands,US,2018-01-20,hundreds,200,,200,,,St. Croix Political Action Network,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-on-st-croix-gathering,https://stjohnsource.com/2018/01/23/hundreds-rally-in-st-croix-womens-march/,,,,
Cologne,Deutz Technische Hochschule,,Germany,2018-01-21,,,,,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/cologne-keep-marching-to-the-ballot-box,,,,,
Connor,Adjala,Ontario,Canada,2018-01-20,,6,,6,,,Women's March Canada,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.womensmarchcanada.com/ccurtis/women_s_march_connor,,,,,
Edmonton,Alberta Legislature,Alberta,Canada,2018-01-20,about a thousand,1000,,1000,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.cbc.ca/news/canada/edmonton/2018-edmonton-womens-march-1.4496882,,,,,
Erbil,,,Iraq,2018-01-20,,1,,1,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://twitter.com/Capeck732Reed/status/954732164859465728?ref_src=twsrc%5Etfw&ref_url=http%3A%2F%2Fwww.thelovepost.global%2Fidentity%2Farticles%2Fwomens-march-2018-protest-and-they-will-listen,,,,,
Florence,Piazza San Lorenzo,,Italy,2018-01-21,FB:108,108,,108,,,Indivisble Tuscany & Women's March Florence Italy,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-florence-italy?source=facebook,https://www.facebook.com/events/409572949472807/,,,,
Frankfurt,Hauptwache,,Germany,2018-01-20,,,,,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/307416716438443,,,,,
Frankfurt,Yours Australian Bar,,Germany,2018-01-21,,,,,,,Women's March,Empower Voters to Support Women's Rights,1,1,Gathering,0,0,0,0,0,1,https://actionnetwork.org/events/march-to-the-ballot-box-frankfurt?referrer=&source=&email_referrer=&can_id=,,,,,
Fredericton,397 Queen St.,New Brunswick,Canada,2018-01-20,,250,,250,,,Women's March Canada,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.womensmarchcanada.com/womens-march-canada-fredericton-march-2018,,,,,
