CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,Source5,Source6,Source7
Madison,from State Street to the Capitol,WI,US,2018-08-19,FB: 688,688,,688,,,OutReach LGBTQ+ Community Center,Pro-LGBTQ+,1,march; parade,,,,,1,1,https://www.facebook.com/events/264060620795125/,,,,,,,
Nashville,outside the J.W. Marriott,TN,US,2018-08-19,,,,,,,general protestors,protesting unpaid wages of Marriott construction workers,1,protest,0,0,0,0,1,1,https://www.wsmv.com/news/construction-workers-rally-for-unpaid-wages-outside-marriott/article_b045190a-a3ea-11e8-9c70-9fd83245cab5.html,,,,,,,
Phoenix,The Unexpected Venue,AZ,US,2018-08-19,about 100,100,,100,,,Rise Up for Roe Tour,rallying against Supreme Court nominee Brett Kavanaugh; pro-choice,1,rally,0,0,0,0,1,1,https://www.riseupforroe.com/phoenix/,https://www.azcentral.com/story/news/local/phoenix/2018/08/19/actress-alyssa-milano-headlines-phoenix-anti-brett-kavanaugh-event/1038725002/,,,,,,
Richmond,Jefferson Davis Monument,VA,US,2018-08-19,about 16,16,,16,,,CSA II: The New Confederate States of America; the Virginia Task Force of Three Percenters,protest removal of Confederate monument,2,rally; protest,0,0,0,0,1,1,https://www.dailyprogress.com/news/state/confederate-groups-planning-richmond-rally-on-aug/article_99868889-9d13-5a11-a2df-fcd45d3209ac.html,https://wtkr.com/2018/08/19/no-arrests-of-injuries-at-richmonds-jefferson-davis-monument-protest/,,,,,,
Richmond,Jefferson Davis Monument,VA,US,2018-08-19,dozens,24,,24,,,a coalition of democratic socialists and other anti-Confederate groups,counter-protest; anti-Confederate monuments,1,protest,0,0,0,0,0,1,https://wtvr.com/2018/08/19/no-arrests-or-injuries-at-jefferson-davis-monument-protest/,,,,,,,
Watsonville,along Main Street,CA,US,2018-08-19,hundreds,200,,200,,,general,pride; pro-LGBTQ,1,parade; rally,0,0,0,0,1,1,https://register-pajaronian.com/article/pajaro-valley-pride-holds-third-annual-march-and-celebration,,,,,,,
Anchorage,,AK,US,2018-08-20,,,,,,,teachers,protesting for fair contracts,0,protest,0,0,0,0,1,1,https://www.ktuu.com/content/news/ASD-teachers-plan-protest-for-first-day-of-school-491162591.html,,,,,,,
Chapel Hill,UNC Chapel Hill,NC,US,2018-08-20,na,250,,250,,,general protestors,protesting Confederate monument,1,protest,1,0,0,1,1,1,https://www.newsobserver.com/news/local/education/article217035815.html,,,,,,,
Daytona Beach,Bethune-Cookman University ,FL,US,2018-08-20,about 30,30,,30,,,faculty members,protesting direction of the university,0,protest,0,0,0,0,1,1,http://www.news-journalonline.com/news/20180820/b-cu-faculty-march-on-presidents-office,,,,,,,
El Paso,El Paso Independent School District board meeting,TX,US,2018-08-20,more than a dozen,12,,12,,,"students, parents and grandparents",calling for return of former principal,0,protest,0,0,0,0,1,1,https://www.elpasotimes.com/story/news/2018/08/20/students-families-protest-episd-removal-paul-moreno-elementary-principal/1049613002/,,,,,,,
Harrisburg,Sci-Tech high school,PA,US,2018-08-20,,,,,,,students,protesting loss of full-time principal,0,protest; walkout,0,0,0,0,1,1,https://www.pennlive.com/news/2018/08/harrisburg_school_district_sci.html,,,,,,,
Kalamazoo,in front of the Kalamazoo City Hall,MI,US,2018-08-20,,,,,,,Occupy Kalamazoo,protesting ordinance that unfairly targets the homeless,1,protest,0,0,0,0,1,1,https://wwmt.com/news/local/occupy-kalamazoo-protesters-stage-sit-in-outside-city-hall-over-proposed-parks-changes,,,,,,,
Las Vegas,888 W Bonneville Ave,NV,US,2018-08-20,,,,,,,Rise Up for Roe Tour,rallying against Supreme Court nominee Brett Kavanaugh; pro-choice,1,rally,,,,,1,1,https://www.riseupforroe.com/lasvegas/,,,,,,,
Lordstown,the UAW 1714 Union Hall,OH,US,2018-08-20,,,,,,,general,rallying in favor of rezoning residential land to industrial so a TJX facility can be built,0,rally,,,,,1,1,http://www.wfmj.com/story/38915143/lordstown-rally-set-to-support-tjx-re-zone,,,,,,,
Philadelphia,Mazzoni Center,PA,US,2018-08-20,nearly 50,50,,50,,,Mazzoni Center staffers,"protesting firing of the organization's director of diversity, equity, and inclusion",0,protest; walkout,0,0,0,0,1,1,http://www2.philly.com/philly/news/pennsylvania/philadelphia/mazzoni-center-protest-racism-diversity-position-kay-martinez-20180820.html,,,,,,,
Sacramento,outside State Capitol building,CA,US,2018-08-20,about 1500,1500,,1500,,,general protestors,Protesting use of water for salmon restoration plan,0,rally,0,0,0,0,1,1,https://www.modbee.com/latest-news/article217046535.html,,,,,,,
South Portland,Southern Maine Community College,ME,US,2018-08-20,a handful,5,,5,,,students,protesting school's response to mold in dorms,0,protest,0,0,0,0,1,1,http://www.theforecaster.net/college-officials-defend-response-to-mold-problem-as-smcc-students-rally/,,,,,,,
Saint George,Dixie State University,UT,US,2018-08-20,about 100,100,,100,,,"Students, alumni, teachers and community members ",protesting firing of professor,0,protest,0,0,0,0,1,1,https://www.stgeorgeutah.com/news/archive/2018/08/20/jcw-on-first-day-of-school-campus-protesters-tell-dsu-administration-shame-on-you/#.W7z6yZNKjeQ,,,,,,,
Staten Island,outside the Volunteers of America Early Learning Center on Jolene Avenue,NY,US,2018-08-20,dozens,24,,24,,,general protestors,rallying for cameras inside special-needs classrooms,1,rally,0,0,0,0,1,1,https://www.silive.com/news/2018/08/dozens_rally_in_tottenville_to.html,,,,,,,
Topeka,Highland Park High School,KS,US,2018-08-20,about 50,50,,50,,,students,protesting new school policy that prevents students from bringing backpacks to class,0,protest,0,0,0,0,1,1,https://www.cjonline.com/news/20180820/highland-park-students-protest-backpack-ban,,,,,,,
Winter Park,Winter Park Farmers Market,FL,US,2018-08-20,,,,,,,Chris King campaign,FL democratic gubernatorial candidate rally,1,rally,0,0,0,0,1,1,https://www.orlandosentinel.com/news/politics/political-pulse/os-chris-king-winter-park-rally-20180820-story.html,,,,,,,
Youngstown,Northeast Ohio Corrections Center,OH,US,2018-08-20,,,,,,,"Radial Church, Interreligious Task Force on Central America and Colombia, America's Voice Ohio and allies of all faiths",rallying in support of migrants; anti-ICE,1,protest,5,0,0,0,1,1,http://www.wfmj.com/story/38922422/five-people-arrested-in-demonstration-outside-youngstown-corrections-center,,,civil dis,,,,
Bakersfield,,CA,US,2018-08-20,,,,,,,Kern Law Enforcement Association,rallying for higher pay,0,rally,0,0,0,0,1,1,https://bakersfieldnow.com/news/local/kern-law-enforcement-association-rallies-for-higher-pay,,,,,,,
Carson City,Bella Fiore Wines,NV,US,2018-08-21,na,200,,200,,,general ralliers,Democratic rally,1,rally,0,0,0,0,1,1,https://www.nevadaappeal.com/news/government/overflow-crowd-turns-up-for-democrat-rally-in-carson-city/,,,,,,,
Charleston,Charleston Civic Center,WV,US,2018-08-21,"more than 10,000",10000,,10000,,,Donald Trump Campaign,"Rallying for Trump; support Patrick Morrisey, Republican Senate candidate (WV)",2,rally,,,,,1,1,https://www.donaldjtrump.com/rallies/wv-aug-2018/,https://www.washingtontimes.com/news/2018/aug/21/donald-trump-cheered-charleston-west-virginia-rall/,https://www.wvpublic.org/news/2016-05-05/trump-digs-coal-at-charleston-rally,feat. President Trump,,,,
Charleston,Charleston Civic Center,WV ,US,2018-08-21,,,,,,,general protestors,protesting Trump appearance,1,protest,0,0,0,0,0,1,http://www.thenewscenter.tv/content/news/Demonstrators-on-hand-at-Trump-rally-in-West-Virginia-491396991.html,,,,,,,
Chillicothe,Union Hall,OH,US,2018-08-21,about 40,40,,40,,,union members,Rallying for Democrats,1,rally,0,0,0,0,1,1,https://www.chillicothegazette.com/story/news/politics/elections/2018/08/23/democrats-look-energize-base-rally-chillicothe-union-hall/1063263002/,,,,,,,
East St. Louis,East St. Louis Higher Education Campus,IL,US,2018-08-21,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/united-congregations-of-metro-east-rise-for-climate-justice-and-jobs,,,,,,
Erie,St. Mark Catholic Center,PA,US,2018-08-21,,,,,,,Survivors Network of those Abused by Priests,protesting sexual abuse in Catholic church,1,protest,0,0,0,0,1,1,http://www.goerie.com/news/20180821/eries-persico-in-first-greets-protesters,,,,,,,
Hartford,outside ICE office,CT,US,2018-08-21,na,9,,9,,,general protestors,protesting planned deportation of CT woman,1,protest,0,0,0,0,1,1,http://www.courant.com/breaking-news/hc-news-immigration-hunger-strike-salma-sikandar-20180821-story.html,,,,,,,
Pearisburg,,VA,US,2018-08-21,about two dozen,24,,24,,,general protestors,protesting Mountain Valley Pipeline,1,protest,0,0,0,0,1,1,https://www.roanoke.com/news/local/giles_county/northam-unveils-giles-county-sculpture-pipeline-protesters-demonstrate/article_6631a397-df06-549b-8721-3c54f3ee3fcd.html,,,,,,,
Pittsburgh,outside the David L. Lawrence Convention Center,PA,US,2018-08-21,more than 2000,2000,,2000,,,postal workers,protesting the potential privatization of the Postal Service,1,protest,0,0,0,0,1,1,https://triblive.com/local/allegheny/13997317-74/postal-workers-rally-to-fight-privatization,,,,,,,
Plains Township,The Woodlands Inn ,PA,US,2018-08-21,,,,,,,The Luzerne County Democratic Committee ,Democratic rally,1,rally,0,0,0,0,1,1,https://www.timesleader.com/news/715723/get-people-out-to-vote-wolf-rallies-luzerne-county-democrats,,,,,,,
Racine,Racine County Law Enforcement Center,WI,US,2018-08-21,FB: 45,45,,45,,,general protestors,Protesting ICE and immigrant family separation,1,protest; march,0,0,0,0,1,1,https://www.facebook.com/events/433143100424935/,,,,,,,
Rocky Mountain,Nash Community College Brown Auditorium,NC,US,2018-08-21,,,,,,,general protestors,rally for Nash County Republican Party,2,rally,0,0,0,0,1,1,"http://www.wilsontimes.com/stories/former-congressman-allen-west-to-speak-at-nash-gop-rally,137020",,,,,,,
Tacoma,Northwest detention center,WA,US,2018-08-21,over 200,200,,200,,,prisoners,"protesting prison labor/conditions, deaths in custody",1,protest,0,0,0,0,1,1,https://www.theguardian.com/us-news/2018/aug/23/prison-strike-us-canada-forced-labor-protest-activism,https://www.democracynow.org/2018/8/22/headlines/hundreds_of_detained_immigrants_join_national_prison_strike_in_tacoma_wa,,beginning of planned 19-day strike,,,,
Denver,Space Gallery,CO,US,2018-08-22,,,,,,,Rise Up for Roe Tour,rallying against Supreme Court nominee Brett Kavanaugh; pro-choice,1,rally,,,,,1,1,https://www.riseupforroe.com/denver/,,,,,,,
Durango,Durango Public Library,CO,US,2018-08-22,,,,,,,League of Women Voters,rallying for fair redistricting amendments,1,rally,0,0,0,0,1,1,https://durangoherald.com/articles/236986-league-of-women-voters-rally-to-support-fair-redistricting-amendments,,,,,,,
Los Angeles,Hall of Justice,CA,US,2018-08-22,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,,,
New York,Columbus Circle,NY,US,2018-08-22,,,,,,,general protestors,protesting Columbus statue; in solidarity with prison strikers; in solidarity with protestors who tore down confederate statue at UNC,1,protest,0,0,0,0,1,1,https://twitter.com/AshAgony/status/1032419173736099840?s=03,,,,,,,
New York,NFL headquarters,NY,US,2018-08-22,,,,,,,Count Me In,protesting Miami Dolphins owner Stephen Ross’ seat on the NFL’s social justice committee,1,protest,37,0,0,0,0,1,https://sports.yahoo.com/union-workers-arrested-protesting-dolphins-owner-stephen-ross-nyc-demonstration-234811448.html,https://www.dezeen.com/2018/08/24/new-york-construction-workers-protest-against-hudson-yards-developer-related-companies/,,arrest cause unclear,,,,
Sacramento,in front of the district attorney’s downtown headquarters,CA,US,2018-08-22,na,2,,2,,,Black Lives Matter Sacramento,protesting anti-Black police violence; anti-racism,1,protest,2,0,0,0,1,1,http://www.capradio.org/articles/2018/08/24/police-arrest-two-demonstrators-in-front-of-sacramento-das-office-as-stephon-clark-protest-continues/,,,civil dis - part of ongoing protests at this location,,,,
Seattle,Amazon headquarters,WA,US,2018-08-22,count pic: 14,14,,14,,,"Atlas Air, Southern Air and Abx Air pilots","protesting Amazon Prime Air; rallying for increased working standards, benefits and wages",1,protest,0,0,0,0,1,1,https://airlinegeeks.com/2018/08/24/amazon-prime-air-pilots-head-to-seattle-for-protest-outside-headquarters/,,,,,,,
Spokane,Downtown,WA,US,2018-08-22,hundreds,200,,200,,,teachers,Rallying for higher pay,0,rally,0,0,0,0,1,1,https://www.kxly.com/news/sps-teachers-rally-for-higher-pay-1/785062893,,,,,,,
Yorktown,Tiger Drive bridge,IN,US,2018-08-22,about 30,30,,30,,,Yorkville United,Marching against downtown redevelopment; eminent domain,0,march,0,0,0,0,1,1,https://www.thestarpress.com/story/news/local/2018/08/23/yorktown-faces-divide-over-downtown-redevelopment-project/1066996002/,,,,,,,
West Palm Beach,Yesteryear Village,FL,US,2018-08-22,several hundred,300,,300,,,general protestors,rally for gubernatorial candidate Adam Putnam,1,rally,,,,,1,1,http://www.sun-sentinel.com/news/politics/fl-reg-putnam-palm-rally-20180822-story.html,,,,,,,
Helena,outside State Capitol building,MT,US,2018-08-23,around two dozen; nearly 25,24,,25,,,Montana Child Protection Alliance,Rallying against child separation,1,rally,0,0,0,0,1,1,https://billingsgazette.com/news/state-and-regional/helena-rally-decries-family-separation-by-children-and-family-services/article_6a555b8d-df05-5bef-9911-9f9f7f6a3ee4.html,https://www.greatfallstribune.com/story/news/2018/08/23/montana-rally-calls-changes-child-protection-system/1072416002/,,,,,,
Fort Wayne,Intersection of Lake Avenue and Randallia Drive,IN,US,2018-08-23,dozens,24,,24,,,union members,Protesting staff levels at VA,0,protest,0,0,0,0,1,1,http://www.journalgazette.net/news/local/20180823/dozens-protest-staff-levels-at-va,,,,,,,
Lexington,Hopkinsville High School,KY,US,2018-08-23,na,1,,1,,,student protestor,protesting school dress code,0,protest,1,0,0,0,1,1,https://www.foxnews.com/lifestyle/kentucky-student-jailed-for-fight-over-dress-code-protest-t-shirt,,,,,,,
Pasadena,Pasadena Hastings Ranch Library,CA,US,2018-08-23,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/pasadena-water-and-power-integrated-resource-plan-community-meeting,,,,,,
Phoenix,Maricopa County Jail,AZ,US,2018-08-23,roughly 150,150,,150,,,Puente Human Rights Movement,protest against Sheriff Paul Penzone and his department's collaboration with federal immigration authorities,1,protest,4,0,0,0,1,1,https://www.phoenixnewtimes.com/news/lucha-latino-activists-arpaio-penzone-maricopa-jail-ice-10745786,,,civil dis,,,,
San Diego,federal courthouse,CA,US,2018-08-23,dozens,24,,24,,,Indivisible San Diego,Protesting Rep Duncan Hunter; political corruption,0,protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/courts/sd-me-hunter-protests-20180823-story.html,,,,,,,
San Francisco,Unitarian Universalist Center,CA,US,2018-08-23,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/why-we-must-march-on-98-and-beyond-3-activists-and-their-perspectives#,,,,,,
San Francisco,Castro District,CA,US,2018-08-23,about 40,,,,,,teamsters,rallying for pension plan,0,rally;protest,0,0,0,0,0,1,https://www.sfchronicle.com/business/article/Teamsters-target-tech-buses-in-Castro-District-13177065.php,,,,,,,
Washington,Hart Senate Building,DC,US,2018-08-23,,,,,,,general protestors,Protesting Supreme Court nominee,1,protest,0,0,0,0,1,1,https://foxillinois.com/news/connect-to-congress/activists-gather-in-senate-office-buildings-to-protest-kavanaugh-nomination,,,,,,,
Worcester,Worcester City Hall,MA,US,2018-08-23,about 40,40,,40,,,50 Miles More; students,calling for gun-law reform,1,protest,0,0,0,0,1,1,http://www.wbur.org/news/2018/08/23/students-start-50-mile-trek-to-smith-wesson-for-gun-control,,,First day of four day march,,,,
Columbus,,OH,US,2018-08-24,dozens,24,,24,,,general protestors,against Trump,1,protest,0,0,0,0,1,1,https://www.cleveland.com/open/index.ssf/2018/08/watch_anti-trump_protestors_po.html,,,outside Trump fundraiser,,,,
Des Moines,Curate,IA,US,2018-08-24,,,,,,,Rise Up for Roe Tour,rallying against Supreme Court nominee Brett Kavanaugh; pro-choice,1,rally,,,,,1,1,https://www.riseupforroe.com/desmoines/,,,,,,,
El Cajon,124 W Main St.,CA,US,2018-08-24,,,,,,,Together We Will: San Diego,calling for resignation of recently-indicted US Rep Duncan Hunter ,1,protest,,,,,1,1,https://www.facebook.com/events/441810172994470/?active_tab=about,,,,,,,
Oakland,City Hall,CA,US,2018-08-24,about 60,60,,60,,,Rich City RIDES,protesting frequent police stops of bikers of color,1,protest,0,0,0,0,1,1,https://sf.streetsblog.org/2018/08/24/rich-city-rides-rally-against-police-misconduct/,,,,,,,
Chapel Hill,McCorkle Park,NC,US,2018-08-25,,,,,,,general protestors,protesting Confederate monument,1,protest,7,0,0,0,1,1,https://myfox8.com/2018/08/25/protests-for-and-against-the-removal-of-silent-sam-get-heated-at-unc-chapel-hill/,,,,,,,
Chapel Hill,McCorkle Park,NC,US,2018-08-25,about 100,100,,100,,,general protestors,protesting removal of Confederate monument,2,counter-protest,see above,0,0,0,0,1,https://myfox8.com/2018/08/25/protests-for-and-against-the-removal-of-silent-sam-get-heated-at-unc-chapel-hill/,https://www.cbsnews.com/news/unc-chapel-hill-protesters-today-confederate-statue-silent-sam-2018-08-25/,,,,,,
Dallas,outside Petland Dallas Highland Park,TX,US,2018-08-25,,,,,,,general protestors,protesting puppy and kitten sales at Petland stores,0,protest,,,,,1,1,https://www.facebook.com/events/282047985682230/,,,,,,,
Idaho Falls,Tautphaus Park Hockey Shelter,ID,US,2018-08-25,,,,,,,general protestors,rally for Region 7 Republicans,2,rally,0,0,0,0,1,1,https://www.eastidahonews.com/2018/08/region-7-republicans-holding-rally-bbq/,,,,,,,
Lake Jackson,MacLean Park,TX,US,2018-08-25,,,,,,,STOP,rallying for suicide awareness,0,rally,0,0,0,0,1,1,http://thefacts.com/news/collection_a33b5d98-effc-5e56-83b8-9e3b71302472.html#1,,,,,,,
Miami Gardens,Hard Rock Stadium,FL,US,2018-08-25,na,3,,3,,,Miami Dolphins football players,protesting police brutality,1,protest,0,0,0,0,1,1,"http://www.sun-sentinel.com/sports/miami-dolphins/fl-sp-dolphins-anthem-ravens-20180825-story,amp.html?__twitter_impression=true",,,,,,,
Michigan City,Uptown Art District to Indiana State Prison,IN,US,2018-08-25,about 80,80,,80,,,general protestors,protesting the Indiana Department of Corrections,1,protest; march,0,0,0,0,1,1,https://www.thenewsdispatch.com/news/article_5116ea64-c48a-5976-9cb6-554a74409204.html,,,,,,,
Philadelphia,Independence Hall through Center City,PA,US,2018-08-25,about 20,20,,20,,,general protestors,support police; Blue Lives Matter,0,march,0,0,0,0,1,1,https://www.yorkdispatch.com/story/news/local/pennsylvania/2018/08/27/arrested-counter-protest-march-support-police/37618563/,,,,,,,
Philadelphia,near city hall,PA,US,2018-08-25,about 75,75,,75,,,antifa; general protestors,counter-protest to Blue Lives Matter,0,protest,16,0,0,0,0,1,https://www.yorkdispatch.com/story/news/local/pennsylvania/2018/08/27/arrested-counter-protest-march-support-police/37618563/,,,not civil dis,,,,
Ventura,,CA,US,2018-08-25,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/art-making-concert-with-david-the-peace-poets-on-tour,,,,,,
Walnut Creek,Walnut Creek Civic Park,CA,US,2018-08-25,,,,,,,general protestors,"protesting gun violence, rallying for gun control",1,rally,,,,,1,1,https://www.standupforchange.info/,,,,,,,
Acton,Acton Common,MA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21556/signup/?source=&akid=&zip=,,,,,,,
Albuquerque,Hoffman Park,NM,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21342/signup/?source=&akid=&zip=,,,,,,,
Allentown,Soldiers and Sailors Monument,PA,US,2018-08-26,about 100,100,,100,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/unite-for-justice/21316/signup/?source=&akid=&zip=,http://www.mcall.com/news/breaking/mc-nws-pa-trump-supreme-court-pick-rally-20180826-story.html,,,,,,
Alexandria,Market Square,VA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21347/signup/?source=&akid=&zip=,,,,,,,
Amagansett,AMA Square,NY,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://twitter.com/slandersonwdc/status/1033858587850883073,,,,,,,
Anchorage,Delaney Park Strip,AK,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21182/signup/?source=&akid=&zip=,,,,,,,
Annapolis,State Circle area,MD,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21290/signup/?source=&akid=&zip=,,,,,,,
Asheville,,NC,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21278/signup/?source=&akid=&zip=,,,,,,,
Asheville,downtown,NC,US,2018-08-26,,,,,,,general protestors,promote gender equality,0,protest,0,0,0,0,0,1,https://www.cbs17.com/news/check-this-out/topless-women-hold-rally-in-nc-mountain-town/1399672289,,,,,,,
Arlington,Home of June and Bill Rowe,MA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21467/signup/?source=&akid=&zip=,,,,,,,
Atlanta,Hurt Park,GA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21234/signup/?source=&akid=&zip=,,,,,,,
Auburn,Longley Bridge,ME,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21222/signup/?source=&akid=&zip=,,,,,,,
Austin,State Capitol building,TX,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21336/signup/?source=&akid=&zip=,,,,,,,
Baltimore,Senator Van Hollen's office,MD,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21413/signup/?source=&akid=&zip=,,,,,,,
Bangor,Federal Building,ME,US,2018-08-26,between 80 and 100,80,,100,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/unite-for-justice/21204/signup/?source=&akid=&zip=,https://bangordailynews.com/2018/08/27/news/portland/maine-residents-protest-trumps-supreme-court-nominee/,,,,,,
Birmingham,Railroad Park,AL,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21187/signup/?source=&akid=&zip=,,,,,,,
Beaver Falls,Beaver Falls High School,PA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21251/signup/?source=&akid=&zip=,,,,,,,
Boise,The Grove Center,ID,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21473/signup/?source=&akid=&zip=,,,,,,,
Boston,Render Cafe Anchor Event Room,MA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21335/signup/?source=&akid=&zip=,,,,,,,
Boston,Home of Jeff Ross,MA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,0,1,https://act.moveon.org/event/unite-for-justice/21489/signup/?source=&akid=&zip=,,,,,,,
Burbank,,CA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://twitter.com/cpodwrites/status/1033788213624631296,,,,,,,
Cedar Rapids,Raygun,IA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21295/signup/?source=&akid=&zip=,,,,,,,
Coos Bay,Boardwalk,OR,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21324/signup/?source=&akid=&zip=,,,,,,,
Colorado Springs,City Hall,CO,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21474/signup/?source=&akid=&zip=,,,,,,,
Columbia,South Carolina Statehouse,SC,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21390/signup/?source=&akid=&zip=,,,,,,,
OH,outside Portman's office,OH,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21270/signup/?source=&akid=&zip=,,,,,,,
Charlotte,Tyndale Ave,NC,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21403/signup/?source=&akid=&zip=,,,,,,,
Charleston,Davis Park,WV,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21190/signup/?source=&akid=&zip=,,,,,,,
Cheyenne,Paramount Cafe,WY,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21339/signup/?source=&akid=&zip=,,,,,,,
Cleveland,Public Square,OH,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21425/signup/?source=&akid=&zip=,,,,,,,
