CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro2Anti1,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,TearGas,Source1,Source2,Source3,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,,,,,,,
Albany,online,,NY,US,2020-12-09,,,,,,,general protesters,against proposed cuts in state programs and services for people with intellectual and developmental disabilities,0,virtual rally,,,,,0,1,,,,https://www.silive.com/news/2020/12/virtual-rally-sends-sos-to-cuomo-about-lack-of-funding-for-individuals-with-developmental-disabilities.html,,,,,,,,,,,,,,,,,,
Asheville,Vance Memorial,,NC,US,2020-12-09,count video,20,,30,,,Veterans for Peace,"against county tax incentives for Pratt & Whitney, for reparations to African Americans, for investment in clean energy and health and education, against war crimes",1,demonstration,0,0,0,0,1,1,,Reject Raytheon,,https://mountainx.com/blogwire/reject-raytheon-to-stage-demonstration-on-dec-9/,http://my40.tv/news/local/demonstrators-push-back-against-buncombe-county-incentives-for-pratt-whitney,,,,,,,,,,,,,,,,,
Belton,Bell County Justice Center,,TX,US,2020-12-09,count video,15,,25,,,general protesters,"for ban on no-knock warrants, for justice for Marvin Guy",1,protest,0,0,0,0,1,1,,,,https://www.fox44news.com/news/local-news/marvin-guy-supporters-protest-at-bell-county-justice-center/,,,,,,,,,,,,,,,,,,
Boise,"Central District Health, 707 N Armstrong Pl",,ID,US,2020-12-09,hundreds,200,,200,,,general protesters,against county COVID mandates,2,protest,0,0,0,0,1,1,,meeting was disrupted and cancelled,,https://www.idahostatesman.com/news/local/crime/article247753695.html,https://www.ktvb.com/article/news/crime/boise-protest-disturbing-the-peace-arrest-lang/277-f6de3fd4-0057-40a3-951d-2b96f11b29e0,,,,,,,,,,,,,,,,,
Boise,,,ID,US,2020-12-09,at least 3,3,,3,,,People's Rights - Idaho,"against county COVID mandates, against lockdown",2,demonstration,1,0,0,0,0,1,,outside home  of county health board members,,https://www.ktvb.com/article/news/crime/boise-protest-disturbing-the-peace-arrest-lang/277-f6de3fd4-0057-40a3-951d-2b96f11b29e0,https://www.ktvb.com/article/news/crime/woman-sentenced-disturbing-peace-after-protest-health-officials-home-2020/277-3c23e646-b9dc-4614-8425-b80eccc21629,,,,,,,,,,,,,,,,,
Bozeman,outside home of Gallatin City-County Health Officer Matt Kelley,,MT,US,2020-12-09,,,,,,,general protesters,against county public health restrictions in response to coronavirus pandemic,2,protest,0,0,0,0,1,1,,,,https://www.fairfieldsuntimes.com/news/state/protests-quiet-outside-health-officers-home-in-bozeman/article_25b4a286-bd36-553c-b5dd-9f6f8950725c.html,,,,,,,,,,,,,,,,,,
Charleston,West Virginia State Capitol,,WV,US,2020-12-09,,,,,,,Women for America First,"for President Trump, against election fraud",2,rally,0,0,0,0,1,1,,March for Trump Bus Tour,,https://trumpmarch.com/?fbclid=IwAR0mErtG_V5M0UlzUAyT_oNCVzmEGGdTGKsW-PsksnBVgdVygPuwF4B17SM,https://youtube.com/Lke9pfhuXqw,,,,,,,,,,,,,,,,,
Denver,1999 Broadway,,CO,US,2020-12-09,,,,,,,SEIU,in celebration of reinstatement of janitors' work hours cut during coronavirus pandemic,0,car rally,0,0,0,0,1,1,,,,https://www.coloradopolitics.com/denver/denver-janitors-rally-downtown-to-celebrate-reinstatement-of-hours/article_3e89c583-cb79-524a-8807-c7b869ca975e.html,,,,,,,,,,,,,,,,,,
Hackensack,Bergen County Jail,,NJ,US,2020-12-09,,,,,,,Ridgewood for Black Liberation,"for release of ICE detainees during coronavirus pandemic, for abolishing ICE, against racism, against fascism",0,protest,,,,,1,1,,,,https://twitter.com/protest_nyc/status/1336679493684113409,,,,,,,,,,,,,,,,,,
Lakewood,Jefferson County Public Schools administrative offices to Jefferson County Education Association and Jefferson County Public Health,,CO,US,2020-12-09,,,,,,,JeffCo: Choice for In-Person Learning,for resuming in-person schooling during coronavirus pandemic,0,car rally; caravan,0,0,0,0,1,1,,,,https://www.9news.com/article/news/education/jeffco-families-hold-car-rally-to-call-for-return-to-in-person-learning/73-853e6e62-af06-4596-bb8c-8d2db2e0f03b,https://denver.cbslocal.com/2020/12/09/jefferson-county-parents-schools-covid/,,,,,,,,,,,,,,,,,
Lincolnton,,,GA,US,2020-12-09,count video,30,,40,,,general protesters,for David Purdue for U.S. Senate,2,rally,0,0,0,0,1,1,,,,https://www.wfxg.com/story/43034944/sen-david-purdue-stops-in-lincolnton-to-rally-voters,,,,,,,,,,,,,,,,,,
Los Angeles,Getty House,,CA,US,2020-12-09,count video,100,,100,,,Black Lives Matter-LA; Ground Game LA,"against appointment of LA Mayor Eric Garcetti to any position in Biden administration, against racism, for defunding police, for housing rights",1,protest,0,0,0,0,1,1,,,,https://laist.com/2020/12/09/mayor_responds_lapd_block_garcetti_protests_getty_house_los_angeles.php,https://twitter.com/garcettiville/status/1336735953386307584,,,,,,,,,,,,,,,,,
Louisville,Portland neighborhood,,KY,US,2020-12-09,dozens,24,,24,,,general protesters,for renters' rights and moratorium on evictions during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,,https://www.whas11.com/article/news/local/rally-calls-for-end-to-evictions-during-pandemic/417-f118b0e4-ff48-4349-a715-82a29891ddb9,,,,,,,,,,,,,,,,,,
Marietta,,,OH,US,2020-12-09,,,,,,,teachers,"for higher pay for public school teachers, for solidarity during contract negotiations with teachers",0,demonstration,0,0,0,0,1,1,,,,https://www.wtap.com/2020/12/11/marietta-teachers-peacefully-demonstrate-displeasure-with-contract-negotiations/,,,,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-12-09,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police violence",1,vigil; march,,,,,0,1,,,,https://www.instagram.com/p/CIlONuAlD8k/,,,,,,,,,,,,,,,,,,
New York,"Columbus Circle, Manhattan",,NY,US,2020-12-09,,,,,,,New York Communities for Change; Make the Road NY; Strong Economy for All Coalition; Street Vendor Project; Jews for Racial and Economic Justice,"for taxing the rich, for cancelling rent and providing emergency financial relief during the coronavirus pandemic",1,demonstration,0,0,0,0,1,1,,,,https://twitter.com/nychange/status/1336727318992199680,https://twitter.com/ruttabega/status/1336705134051684357,,,,,,,,,,,,,,,,,
New York,"Lowe's Shopping Center, Staten Island",,NY,US,2020-12-09,few dozen,36,,36,,,general protesters,"against state restrictions on restaurants and small businesses during coronavirus pandemic, end the lockdowns",2,rally; caravan,0,0,0,0,0,1,,Save Small Businesses Rally,,https://www.silive.com/news/2020/12/save-small-business-demonstrators-rally-on-outerbridge-crossing.html,https://www.silive.com/togethersi/2020/12/watch-hot-zone-police-are-there-to-meet-small-business-demonstrators-ahead-of-outerbridge-protest.html,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-12-09,,,,,,,general protesters,"against racism, against police violence",1,gathering,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1336679493684113409,,,,,,,,,,,,,,,,,,
New York,"Queens Criminal Court, Queens",,NY,US,2020-12-09,,,,,,,general protesters,for freeing Prakash Churaman from prison,0,rally,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1336679493684113409,,,,,,,,,,,,,,,,,,
New York,"Willowbrook State School, Staten Island",,NY,US,2020-12-09,count pic ,29,,29,,,general protesters,against cuts to funding for programs for the developmentally disabled,0,protest,0,0,0,0,0,1,,,,https://www.silive.com/news/2020/12/virtual-rally-sends-sos-to-cuomo-about-lack-of-funding-for-individuals-with-developmental-disabilities.html,,,,,,,,,,,,,,,,,,
Olympia,Washington State Capitol,,WA,US,2020-12-09,count video,25,,35,,,Washington Community Action Network,"in mourning for victims of COVID-19 in prisons, for safer prisons and releasing vulnerable prisoners during coronavirus pandemic",0,demonstration,0,0,0,0,1,1,,,,https://www.theolympian.com/news/local/article247740645.html,,,,,,,,,,,,,,,,,,
Palm Desert,El Paseo,,CA,US,2020-12-09,more than 60,60,,60,,,general protesters,"against stay-at-home order and restrictions on businesses due to coronavirus pandemic, against Governor Newsom",2,march,0,0,0,0,1,1,,,,https://kesq.com/news/coronavirus/2020/12/09/protestors-march-in-palm-desert-against-closed-businesses-stay-at-home-order/,https://www.desertsun.com/story/news/local/palm-desert/2020/12/08/el-paseo-business-owner-organizing-protest-southern-california-closures/6492941002/,,,,,,,,,,,,,,,,,
Portland,"Red House on Mississippi, 4406 N Mississippi Ave",,OR,US,2020-12-09,,,,,,,general protesters,"against forced eviction during coronavirus pandemic, against gentrification, against racism, for native peoples' rights",1,occupation,0,0,0,0,1,1,,,,https://twitter.com/MrOlmos/status/1336720969256161280,https://newsadvance.com/news/national/portland-barricades-still-up-in-anti-gentrification-protest/article_95118689-6f4a-5b74-bdc5-bd68a86f8e5c.html,https://nypost.com/2020/12/10/portland-protesters-fighting-gentrification-take-over-streets/,https://www.idahostatejournal.com/news/local/portland-barricades-still-up-in-anti-gentrification-protest/article_6d553468-8e42-5973-a841-6ef9b1a8c567.html,https://www.foxnews.com/us/portland-autonomous-zone-eviction-black-indigenous-family,https://www.oregonlive.com/portland/2020/12/north-mississippi-ave-occupation-launched-spontaneously-now-prepared-for-long-haul-with-barricades-shields.html,https://www.columbian.com/news/2020/dec/09/portland-eviction-protest-fueled-by-history-of-gentrification/,https://pamplinmedia.com/pt/9-news/490474-394437-portland-mayor-vows-to-clear-protesters-eviction-blockade-,https://www.peninsuladailynews.com/news/large-oregon-eviction-protest-stretches-into-third-day/,,,,,,,,,,
Racine,Renaissance Lutheran-Villa School to Monument Square,,WI,US,2020-12-09,several dozen,36,,36,,,"Renaissance Lutheran School-Villa parents, staff and students",for in-person schooling during coronavirus pandemic,0,protest; march,0,0,0,0,1,1,,,,https://www.cbs58.com/news/wanting-to-be-in-person-renaissance-lutheran-parents-students-and-staff-protest-racine-school-ordinance,https://www.wisn.com/article/students-parents-and-teachers-hold-empty-desk-protest-at-racine-school/34922554,https://journaltimes.com/news/local/watch-now-racine-school-protests-closure-ordinance-bars-are-optional-but-school-you-need-that/article_4dd4e9ea-c61b-5f68-b66a-e949e95443f3.html,https://www.fox6now.com/news/educators-families-protest-and-petition-for-in-person-learning,,,,,,,,,,,,,,,
Rockford,Rockford City Hall,,IL,US,2020-12-09,,,,,,,May 30th Alliance,"against racism, against police violence, for justice for Tyris Jones, for dropping charges against protesters",1,occupation,,,,,1,1,,no social media traces available in Sept 2021 again until June 2021,,https://twitter.com/OccupyRKFD/status/1329884344480112651,,,,,,,,,,,,,,,,,,
San Pedro,Omelette and Waffle Shop,,CA,US,2020-12-09,,,,,,,Lawn Chair Restaurant Supporters,against restrictions on restaurants during COVID-19 pandemic,0,protest,0,0,0,0,1,1,,,,https://www.dailybreeze.com/2020/12/09/residents-dine-along-sidewalk-near-san-pedro-restaurant-to-protest-outdoor-dining-ban/,,,,,,,,,,,,,,,,,,
Sandusky,5918 Milan Rd,,OH,US,2020-12-09,,,,,,,Women for America First,"for President Trump, against election fraud",2,rally,0,0,0,0,1,1,,March for Trump Bus Tour,,https://trumpmarch.com/?fbclid=IwAR0mErtG_V5M0UlzUAyT_oNCVzmEGGdTGKsW-PsksnBVgdVygPuwF4B17SM,https://youtube.com/7sqm-sqVfpg,,,,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",CA,CA,US,2020-12-09,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Springdale,Jones Center,,AR,US,2020-12-09,,,,,,,general protesters,against Governor Hutchinson's handling of the coronavirus pandemic,0,demonstration,0,0,0,0,1,1,,,,https://www.4029tv.com/article/tomorrow-governor-hutchinson-meets-with-mayors-and-health-officials-in-springdale/34910296,,,,,,,,,,,,,,,,,,
Tamarac,City Hall,,FL,US,2020-12-09,,,,,,,general protesters,against proposed contruction of hotel in community,0,protest,,,,,1,1,,,,https://wsvn.com/news/local/tamarac-community-plans-to-protest-construction-of-new-hotel/,,,,,,,,,,,,,,,,,,
Terre Haute,Vigo County Jail,,IN,US,2020-12-09,more than two dozen,24,,24,,,general protesters,against inhumane conditions in jails and prisons during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,,https://www.tribstar.com/news/local_news/after-inmate-dies-protesters-question-covid-measures/article_01273e6e-63a4-5c30-8161-a4e09ee863cc.html,https://wibqam.com/2020/12/09/demonstration-held-following-the-death-of-a-vigo-county-inmate/,,,,,,,,,,,,,,,,,
Washington,"Woodner Apartments, 3636 16th St NW",,DC,US,2020-12-09,count pic,10,,10,,,Woodner Tenants' Union,"for cancelling rent during coronavirus pandemic, for collective bargaining rights for tenants",0,demonstration,0,0,0,0,0,1,,,,https://twitter.com/woodnerunion/status/1336764857077690369,,,,,,,,,,,,,,,,,,
Washington,,,DC,US,2020-12-09,,,,,,,Chinese-Americans,"against racist tweet by Senator Marsha Blackburn, against scapegoating of Asian Americans",1,protest,0,0,0,0,1,1,,,,https://www.scmp.com/news/china/article/3113280/chinese-americans-protest-us-senator-marsha-blackburns-tweets-over,,,,,,,,,,,,,,,,,,
Willimantic,Jillson Park,,CT,US,2020-12-09,count video,15,,25,,,Connecticut Education Association,for making schools safer or closing them during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,,https://www.wfsb.com/news/teachers-to-take-their-covid-safety-protests-to-the-state-capitol-today/article_e080cb38-3acd-11eb-b24f-2fc8925e8faa.html,https://www.wfsb.com/video-teachers-rally-to-make-classrooms-safer-or-shut-down-schools/video_3d640843-a634-5d95-8dba-412ac8172229.html,https://www.courant.com/coronavirus/hc-news-coronavirus-teacher-rally-20201209-opnm7q7pmzgincomyi23bgto24-story.html,,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-12-09,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,,,,,,,,,,,,,
Alexandria,Southern Towers Apartments,,VA,US,2020-12-10,,,,,,,African Communities Together,for canceling rent and evictions during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,,https://www.alxnow.com/2020/12/10/southern-towers-residents-protest-eviction-amid-pandemic/,,,,,,,,,,,,,,,,,,
Augusta,Augusta Regional Airport,,GA,US,2020-12-10,about 400,400,,400,,,general protesters,"for Republican candidates for U.S. Senate, for President Trump, against election fraud",2,rally,0,0,0,0,1,1,,Feat. Mike Pence,,https://www.thegardenisland.com/2020/12/10/hawaii-news/politics/in-georgia-pence-calls-senate-gops-last-line-of-defense/,https://www.postandcourier.com/aikenstandard/news/vice-president-pence-urges-georgians-to-hold-the-line-in-upcoming-senate-runoffs/article_ac3e4dec-3b35-11eb-9cc5-17cdf2f44ac9.html,https://www.augustachronicle.com/story/news/politics/2020/12/10/vp-mike-pence-rallied-perdue-loeffler-augusta-thursday/6482454002/,,,,,,,,,,,,,,,,
Bozeman,outside home of Gallatin City-County Health Officer Matt Kelley,,MT,US,2020-12-10,,,,,,,general protesters,against county public health restrictions in response to coronavirus pandemic,2,protest,0,0,0,0,1,1,,,,https://www.fairfieldsuntimes.com/news/state/protests-quiet-outside-health-officers-home-in-bozeman/article_25b4a286-bd36-553c-b5dd-9f6f8950725c.html,,,,,,,,,,,,,,,,,,
Chicago,Provident Hospital,,IL,US,2020-12-10,,,,,,,National Nurses United,"against hospital closures and staffing cuts in predominantly Black neighborhoods, against racial inequality in healthcare access",1,protest,0,0,0,0,1,1,,,,https://www.hpherald.com/news/local/union-alleges-provident-staffing-is-imperiling-patient-health/article_f7adbfea-3b37-11eb-8b0b-673d10a19d21.html,,,,,,,,,,,,,,,,,,
Hackensack,Bergen County Jail,,NJ,US,2020-12-10,,,,,,,Ridgewood for Black Liberation,"for release of ICE detainees during coronavirus pandemic, for abolishing ICE, against racism, against fascism",1,protest,,,,,1,1,,,,https://twitter.com/protest_nyc/status/1337078017949102080,,,,,,,,,,,,,,,,,,
Hartford,Connecticut State Capitol,,CT,US,2020-12-10,,,,,,,Connecticut Education Association,for making schools safer or closing them during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,,https://www.wfsb.com/news/teachers-take-their-covid-safety-protests-to-the-state-capitol/article_e080cb38-3acd-11eb-b24f-2fc8925e8faa.html?block_id=994091,https://www.courant.com/coronavirus/hc-news-coronavirus-teacher-rally-20201209-opnm7q7pmzgincomyi23bgto24-story.html,,,,,,,,,,,,,,,,,
Henrico,New Bridge Learning Auditorium,,VA,US,2020-12-10,count video,30,,40,,,students; parents,against cancellation of winter season of school sports due to coronavirus pandemic,0,rally,0,0,0,0,1,1,,,,https://www.nbc12.com/2020/12/10/henrico-student-athletes-rally-bring-winter-sports-back/,,,,,,,,,,,,,,,,,,
Kansas City,Kansas City City Hall,,MO,US,2020-12-10,dozens,24,,24,,,business owners,"against city restrictions on businesses in response to COVID-19, for federal financial relief from coronavirus pandemic",0,protest,0,0,0,0,1,1,,,,https://www.kshb.com/news/coronavirus/kansas-city-business-owners-protest-covid-19-restrictions-demand-relief,,,,,,,,,,,,,,,,,,
