CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,AdHoc,CountLove,Source1,Source2,Source3,Misc.,TearGas,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,Source13,Source14,Source15,Source16,Source17
Columbus,,,IN,US,2020-09-12,,,,,,,Bartholomew County Republican Ladies League; Bartholomew County Republicans,"for President Trump, for Mike Pence",2,caravan,,,,,1,1,20200912-columbus-pence,1,,https://www.facebook.com/events/345102793465756/,,,Shade the Trump Parade: Counter-Protest of Trump Train Car Parade in Mike Pence's Hometown,,,,,,,,,,,,,,,
Columbus,Columbus City Hall; Mill Race Park,,IN,US,2020-09-12,,,,,,,"Showing Up for Racial Justice - Columbus, IN","against President Trump, against racism, for LGBTQ rights, for disabled people's rights",1,counter-protest,,,,,0,1,20200912-columbus-pence,1,,https://www.facebook.com/events/345102793465756/,,,Shade the Trump Parade: Counter-Protest of Trump Train Car Parade in Mike Pence's Hometown,,,,,,,,,,,,,,,
Craigsville,,,VA,US,2020-09-12,,,,,,,general protesters,"for release of Christopher Bennett from prison, against wrongful imprisonment",0,rally,,,,,1,1,,1,,https://www.whsv.com/2020/09/13/free-christopher-bennett-rally-held-in-craigsville/,,,,,,,,,,,,,,,,,,
Danville,from Gilbert and Fairchild St to 201 N Vermilion St,,IL,US,2020-09-12,,,,,,,general protesters,"against racism, against police brutality",1,march,,,,,1,1,,1,,https://www.facebook.com/events/1571663763027253/,,,,,,,,,,,,,,,,,,
Dayton,Courthouse Square,,FL,US,2020-09-12,about 30,30,,30,,,Dayton Black Panther Party; Miami Valley Abolitionists; Dayton Black Lives Matter,"in protest of the arrest of George Lai, Black Lives Matter, for police accountability",1,protest,0,0,0,0,1,1,,,1,https://www.daytondailynews.com/news/protestors-march-for-the-release-of-george-lail/L4NI6M6LIBBXTCHOWL3DBPYEAM/,,,,0,,,,,,,,,,,,,,
Denver,,,CO,US,2020-09-12,,,,,,,general protesters,"against racism, against police violence",1,protest,,,,,1,1,,1,,https://www.cpr.org/2020/09/12/armored-groups-are-playing-late-night-cat-and-mouse-at-downtown-denver-protests/,,,,,,,,,,,,,,,,,,
Eastchester,,,NY,US,2020-09-12,,,,,,,local residents; community members,in support of police,2,rally,,,,,1,1,,1,,http://yonkerstimes.com/back-the-blue-rally-held-in-eastchester/,,,Jeanine Pirro was a speaker,,,,,,,,,,,,,,,
Elizabeth,,,PA,US,2020-09-12,count pic,25,,30,,,general protesters,Black Lives Matter,1,march,0,0,0,0,1,1,20200912-elizabeth-blm,1,,https://twitter.com/DannysMarrero/status/1304861986342268928,,,verbal confrontations with counter-protesters,,,,,,,,,,,,,,,
Elizabeth,,,PA,US,2020-09-12,count pic,10,,15,,,general protesters,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,0,1,20200912-elizabeth-blm,1,,https://twitter.com/DannysMarrero/status/1304861986342268928,,,openly carried firearms; followed marchers; verbal confrontations with protesters,,,,,,,,,,,,,,,
Española,,,NM,US,2020-09-12,,,,,,,Cowboys for Trump,"in support of police, for President Trump",2,rally,0,0,0,0,1,1,,,1,https://www.kob.com/albuquerque-news/lsquoback-the-bluersquo-rally-draws-crowds-in-espanola/5860626/?cat=500,,,,,,,,,,,,,,,,,,
Fort Washington,Indian Head Highway,,MD,US,2020-09-12,,,,,,,general protesters,"against racism, against police violence, for LGBTQ+ rights",1,protest,,,,,1,1,,1,,https://www.washingtonblade.com/2020/09/16/lgbtq-black-lives-matter-activists-protest-alleged-police-brutality-in-pg-county/,,,,,,,,,,,,,,,,,,
Frederick,,,MD,US,2020-09-12,about 25,25,,25,,,Frederick United,Black Lives Matter,1,march,0,0,0,0,1,1,,,1,https://www.fredericknewspost.com/news/social_issues/frederick-protest-moves-to-sidewalks-after-police-wont-block-traffic/article_3ec6f414-5b6c-56d2-95a7-bc489c3e76ae.html,,,,,,,,,,,,,,,,,,
Greenwich,Washington County Fairgrounds,,NY,US,2020-09-12,,,,,,,general protesters,for Democratic candidates for office,1,car rally,,,,,1,1,,,1,https://poststar.com/news/local/democratic-committee-drive-in-rally-set-at-washington-county-fairgrounds/article_79fce85d-89e9-5bd9-bc7e-ce9b69a1db5f.html,,,,0,,,,,,,,,,,,,,
Greenwich,,,NY,US,2020-09-12,,,,,,,general protesters,"in remembrance of George Floyd, against police brutality, for racial justice, Black Lives Matter",1,vigil,,,,,0,1,,1,,https://www.timesunion.com/news/article/How-one-woman-kept-George-Floyd-s-story-alive-in-16210166.php,,,,,,,,,,,,,,,,,,
Helena,Montana State Capitol,,MT,US,2020-09-12,,,,,,,Montanans for Freedom,"against coronavirus mask mandates, for freedom, for President Trump",2,protest,0,0,0,0,1,1,,,1,https://helenair.com/news/local/demonstrators-protest-perceived-tyranny-at-two-day-rally-in-helena/article_3f33662f-17ef-514c-b370-dd7452e24da1.html,https://www.newsbreak.com/montana/helena/news/2059260087872/demonstrators-protest-perceived-tyranny-at-two-day-rally-in-helena,,,0,,,,,,,,,,,,,,
Jefferson,Jefferson United Methodist Church,,NC,US,2020-09-12,,,,,,,general protesters,Save Our Children; raising awareness for children who are victims of sex crimes,0,march,0,0,0,0,1,1,,,1,https://www.ashepostandtimes.com/community/community-members-march-to-save-our-children/article_58e9ccbf-a4a5-5d49-bf6b-8d6b79757289.html,,,,,,,,,,,,,,,,,,
Jersey City,9/11 Memorial,,NJ,US,2020-09-12,dozens; about 60,24,,60,,,Patriot Project,"against defunding police, against Black Lives Matter, against socialism",2,rally,,,,,0,1,,1,1,https://www.nj.com/hudson/2020/09/dozens-rally-in-jersey-city-against-defunding-police-departments.html,https://www.nj.com/hudson/2020/09/dozens-rally-in-jersey-city-against-defunding-police-departments.html,https://www.nj.com/hudson/2020/09/lsp-protesters-want-gov-murphy-to-protect-jersey-city-park.html,,0,,,,,,,,,,,,,,
Jersey City,Liberty State Park,,NJ,US,2020-09-12,hundreds,200,,200,,,general demonstrators,"calling Gov. Phil Murphy to support Liberty State Park Protection Act and save Caven Point Natural Area, for environmental conservation",0,protest,0,0,0,0,1,1,20200912-libertystatepark,,1,https://newjersey.news12.com/competing-rallies-at-liberty-state-park-shine-light-on-preservation-debate-42620772,,,,0,,,,,,,,,,,,,,
Jersey City,Liberty State Park,,NJ,US,2020-09-12,,,,,,,general demonstrators,for the creation of active recreation opportunities for minority communities,0,counter-protest,0,0,0,0,0,1,20200912-libertystatepark,,1,https://newjersey.news12.com/competing-rallies-at-liberty-state-park-shine-light-on-preservation-debate-42620772,,,,0,,,,,,,,,,,,,,
Johnson City,Johnson City Police Department,,TN,US,2020-09-12,,,,,,,general protesters,Black Lives Matter,1,march,0,1,0,0,1,1,20200912-johnsoncity-blm,1,,https://www.johnsoncitypress.com/news/local-news/demonstrators-take-to-streets-after-black-lives-matter-supporter-run-over-during-saturday-march/article_1f205be0-f61f-11ea-84d7-0f085aac4b93.html,https://www.johnsoncitypress.com/news/crime/update-police-seek-person-of-interest-after-black-lives-matter-demonstrators-run-over-in-crosswalk/article_b8dbc394-f563-11ea-8dbd-13d92249a24f.html,,,0,,,,,,,,,,,,,,
Johnson City,Johnson City Police Department,,TN,US,2020-09-12,,,,,,,general protesters,against Black Lives Matter protesters,2,counter-protest,0,0,0,1,0,1,20200912-johnsoncity-blm,1,,https://www.johnsoncitypress.com/news/local-news/demonstrators-take-to-streets-after-black-lives-matter-supporter-run-over-during-saturday-march/article_1f205be0-f61f-11ea-84d7-0f085aac4b93.html,https://www.johnsoncitypress.com/news/crime/update-police-seek-person-of-interest-after-black-lives-matter-demonstrators-run-over-in-crosswalk/article_b8dbc394-f563-11ea-8dbd-13d92249a24f.html,,"vehicle ramming in crosswalk; one protester suffered broken leg, another's bicycle was damaged; vehicle fled scene",0,,,,,,,,,,,,,,
Johnstown City,Johnstown City Hall,,PA,US,2020-09-12,approximately 40,40,,40,,,general protesters,"against child sex trafficking, save our children",0,rally,0,1,0,0,1,1,,,1,https://dailygazette.com/2020/09/13/johnstown-rally-raises-awareness-of-child-sex-trafficking/,https://www.wkrn.com/news/jcpd-protester-hit-by-car-in-downtown-rally-leg-broken/,,,0,,,,,,,,,,,,,,
Joplin,"Leonard Park, 500 Turk Ave",,MO,US,2020-09-12,,,,,,,Joplin for Justice,"against racism, for justice",1,rally,,,,,1,1,,1,,https://www.facebook.com/events/679683582714528/,,,Joplin for Justice Rally for Justice,,,,,,,,,,,,,,,
Kalamazoo,Kalamazoo Department of Public Safety,,MI,US,2020-09-12,count video,20,,30,,,general protesters,"against racism, against police violence, for police reform",1,demonstration,,,,,1,1,,1,1,https://wwmt.com/news/local/activists-announce-bi-weekly-protests-demanding-accountability-from-kdps,https://wkzo.com/2020/09/17/black-lives-matter-protests-continue-in-downtown-kalamazoo/,,Protesters said they planned to repeat this demonstration every Wednesday and Saturday.,0,,,,,,,,,,,,,,
Kansas City,Kansas City Police Department,,MO,US,2020-09-12,,,,,,,We Back Blue,"in support of police, for maintaining state control of Kansas City police department, against anti-police movement",2,protest,0,0,0,0,1,1,,,1,https://www.kansascity.com/news/local/article245687200.html,,,,0,,,,,,,,,,,,,,
Kingwood,Preston County Courthouse,,WV,US,2020-09-12,about 50; about 40,40,,50,,,general protesters,Black Lives Matter,1,protest,0,0,0,0,1,1,20200912-kingwood-blm,1,1,https://www.wvnews.com/news/wvnews/well-armed-black-lives-matter-rally-held-in-kingwood-morning-event-included-plenty-of-venom/article_25ac7d1d-13d5-5639-a0fc-dc2eb90370e6.html#,https://twitter.com/northwvmp/status/1305000100402524162,https://www.wvnews.com/prestoncountynews/news/well-armed-black-lives-matter-rally-held-in-kingwood-morning-event-included-plenty-of-venom/article_6b57bb10-192b-5f42-bd5c-417d205c67e4.html,openly carried firearms; verbal clashes and scuffles with counter-protesters; revved motorcycles,0,https://www.dominionpost.com/2020/09/13/black-lives-matter-march-in-kingwood-meets-with-opposition-but-goes-on-peacefully/,,,,,,,,,,,,,
Kingwood,Preston County Courthouse,,WV,US,2020-09-12,about 75; around 60,60,,75,,,general protesters,"against Black Lives Matter march, in support of police, All Lives Matter, for patriotism, for President Trump",2,counter-protest,0,0,0,0,0,1,20200912-kingwood-blm,1,1,https://www.wvnews.com/news/wvnews/well-armed-black-lives-matter-rally-held-in-kingwood-morning-event-included-plenty-of-venom/article_25ac7d1d-13d5-5639-a0fc-dc2eb90370e6.html#,https://twitter.com/northwvmp/status/1305000100402524162,https://www.wvnews.com/prestoncountynews/news/well-armed-black-lives-matter-rally-held-in-kingwood-morning-event-included-plenty-of-venom/article_6b57bb10-192b-5f42-bd5c-417d205c67e4.html,openly carried firearms; verbal clashes and scuffles with protesters,0,https://www.dominionpost.com/2020/09/13/black-lives-matter-march-in-kingwood-meets-with-opposition-but-goes-on-peacefully/,,,,,,,,,,,,,
Lake Buena Vista,Walt Disney World,,FL,US,2020-09-12,count pic,6,,6,,,general protesters,"against racism, against police violence",1,protest,,,,,1,1,,1,,https://www.espn.com/nba/story/_/id/29873317/protesters-block-charter-buses-nba-orlando-bubble,https://www.foxnews.com/sports/protesters-buses-returning-nba-game-lebron-james-help,,,,,,,,,,,,,,,,,
Lansing,online,,MI,US,2020-09-12,,,,,,,Blue Brigade,for Democratic candidates for office,1,rally,0,0,0,0,1,1,,,1,https://www.detroitnews.com/story/news/local/michigan/2020/09/12/michigan-democrats-urge-voter-turnout-during-virtual-rally/5782462002/,,,,0,,,,,,,,,,,,,,
Lewisburg,Buffalo Road ,,PA,US,2020-09-12,about 20,20,,20,,,residents,in protest of Nazi graffiti on a sign near Lewisburg,1,protest,0,0,0,0,1,1,,,1,https://www.dailyitem.com/news/nazi-graffiti-on-sign-near-lewisburg-prompts-protest/article_ba6aeaea-f53c-11ea-bafa-672f1c26628e.html,https://www.dailyitem.com/news/local_news/nazi-symbol-on-signs-near-lewisburg-prompts-protest/article_b4e5861f-abc6-59d5-8dba-db171ce27bbd.html,,,0,,,,,,,,,,,,,,
Lexington,Harrodsburg Road & Corporate Drive,,KY,US,2020-09-12,,,,,,,general protesters,against U.S. Senator Mitch McConnell,1,rally,0,0,0,0,1,1,,,1,https://www.wtvq.com/2020/09/12/ditch-mitch-rally-held-in-lexington/,,,Ditch Mitch,,,,,,,,,,,,,,,
Lexington,Main St,,NC,US,2020-09-12,,,,,,,general protesters,for President Trump,2,parade,0,0,0,0,1,1,20200912-lexington-trump,1,,https://www.the-dispatch.com/story/news/2020/09/25/trump-parade-arrests-latest-escalation-tensions-lexington-protests/5862974002/,,,verbal clashes and fight with counter-protesters; rolled coal,,,,,,,,,,,,,,,
Lexington,Main St,,NC,US,2020-09-12,,,,,,,general protesters,"against President Trump, against Confederate monument",1,counter-protest,4,0,0,0,0,1,20200912-lexington-trump,1,,https://www.the-dispatch.com/story/news/2020/09/25/trump-parade-arrests-latest-escalation-tensions-lexington-protests/5862974002/,https://www.the-dispatch.com/story/news/2020/09/13/4-arrested-lexington-rally/5787886002/,,verbal clashes and fight with protesters,,,,,,,,,,,,,,,
Lodi,downtown,,NJ,US,2020-09-12,about 50 ,50,,50,,,general protesters,Black Lives Matter,1,protest,0,0,0,0,1,1,,,1,https://www.lodinews.com/news/collection_157a8788-f60f-11ea-9207-23e51c4a6228.html#13,,,,,,,,,,,,,,,,,,
Los Angeles,10900 S Budlong Ave,,CA,US,2020-09-12,hundreds; 300,200,,300,,,Latino Coalition of Los Angeles; Party for Socialism and Liberation - Los Angeles; Coalition for Community Control Over the Police,"for justice for Dijon Kizzee, against police brutality, for resignation of Sheriff Alex Villanueva, for civilian control board overseeing LA County Sheriff's Department, stop the war on Black America, this is a revolt against racism, Black Lives Matter",1,demonstration; march,0,0,0,0,1,1,,1,,https://www.facebook.com/events/326553981882137/,https://www.instagram.com/p/CTuwPS5v5UT/,https://www.instagram.com/p/Cia50aYPHfR/,,,,,,,,,,,,,,,,
Lynnfield,55 Summer St,,MA,US,2020-09-12,,,,,,,Lynnfield 4 Love,"against racism, against police violence",1,rally,0,0,0,0,1,1,,1,1,https://www.rallylist.com/show-up-black-lives-matter/,https://whdh.com/news/lynnfield-residents-rally-after-familys-blm-sign-targeted-with-fireworks/,,,0,,,,,,,,,,,,,,
Lynwood,St. Francis Medical Center,,CA,US,2020-09-12,,,,,,,general protesters,"against police, death to the police",1,protest,2,,,,1,1,,1,1,https://www.foxnews.com/us/protesters-hospital-los-angeles-sheriffs-deputies-ambushed,https://thehill.com/homenews/media/518423-la-county-prosecutor-wont-pursue-charges-against-reporter-covering-anti-police,,,,,,,,,,,,,,,,,
Madison,"Gordon Dining Hall, University of Wisconsin",,WI,US,2020-09-12,around 100,100,,100,,,BIPOC Coalition,"against University of Wisconsin's response to the coronavirus, against racism",1,rally,0,0,0,0,1,1,,1,1,https://wkow.com/2020/09/12/uw-madison-students-protests-universitys-coronavirus-response/,https://madison.com/ct/news/local/education/uw-students-to-rally-saturday-for-improved-racial-justice-covid-19-policies/article_9e4867d5-6ee6-5112-9230-b152863b0ea0.html,https://badgerherald.com/news/2020/09/15/uw-students-organize-for-racial-justice-ethical-restart/,,,,,,,,,,,,,,,,
Mankato,East High School,,MN,US,2020-09-12,,,,,,,Ignite the Youth,Black Students Matter,1,rally,0,0,0,0,1,1,,,1,https://www.mankatofreepress.com/news/local_news/ignite-the-youth-plans-black-students-matter-rally/article_a53b6ec6-f77e-11ea-bcd3-5326d54457fe.html,,,,,,,,,,,,,,,,,,
Milwaukee,Martin Luther King Jr. Community Center; Red Arrow Park,,WI,US,2020-09-12,nearly 2000,2000,,2000,,,Justice for Jacob; Peace in the Streets; BLAK; The People’s Revolution; All Of Us Or None Wisconsin; Project Return; Color Of Change; ACLU,"for justice for Jacob Blake, against police brutality, for police accountability, against racism",1,march; rally,0,0,0,0,1,1,,,1,https://www.kenoshanews.com/news/local/justice-for-jacob-rally-march-set-for-milwaukee/article_8485d3b0-b0c9-511c-8108-e4ad3231118b.html,https://www.fox6now.com/news/we-want-justice-jacob-blakes-family-holds-milwaukee-march-rally,https://www.facebook.com/events/957002054785453/,,0,https://www.jsonline.com/story/news/local/milwaukee/2020/09/12/were-taking-our-cities-back-protesters-march-milwaukee-demanding-justice/5778678002/,https://apnews.com/article/shootings-police-jacob-blake-kenosha-milwaukee-969b7a59775a984d2fd729940c931876,https://www.jsonline.com/story/news/local/milwaukee/2020/09/12/were-taking-our-cities-back-protesters-march-milwaukee-demanding-justice/5778678002/,https://www.cbs58.com/news/activists-blake-family-push-for-kenosha-officer-to-be-convicted-during-milwaukee-protest,https://www.usnews.com/news/best-states/wisconsin/articles/2020-09-12/protesters-march-in-milwaukee-demanding-justice-for-blake,,,,,,,,,
Minden,Minden-Tahoe Airport,,NV,US,2020-09-12,"at least 5,000",5000,,5000,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,1,https://www.cnn.com/2020/09/12/politics/trump-nevada-rally-face-masks-social-distancing/index.html,https://www.cbsnews.com/news/trump-rally-nevada-watch-live-stream-today-2020-09-12/,https://www.washingtonpost.com/elections/2020/09/12/trump-biden-live-updates/,feat. President Trump,0,https://www.rgj.com/story/news/politics/2020/09/12/live-trump-rallies-minden-after-black-lives-matter-protests/5781028002/,https://elkodaily.com/news/state-and-regional/govt-and-politics/trump-to-rally-supporters-at-douglas-county-airport-after-earlier-event-scuttled-by-reno-airport/article_58d25bcd-f6c2-5a45-9529-492b068be08c.html,https://www.arklatexhomepage.com/news/election/your-local-election-hq/pres-trump-to-hold-rally-in-nevada-sunday-night/,https://www.marinij.com/2020/09/14/macho-man-trump-uses-gay-anthem-at-rallies-even-after-village-people-say-stop/,https://www.kolotv.com/2020/09/22/nevada-governor-wont-punish-county-that-held-trump-rally/,https://www.rgj.com/story/news/2020/09/22/nevada-governor-wont-punish-douglas-county-held-donald-trump-rally/5865563002/,,,,,,,,
