CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Source4,Misc
Traverse City,post office,MI,US ,2017-04-18,,,,,,,Michigan Conservative Coalition,support lower State income tax,0,rallies,,,,,1,1,http://detroit.cbslocal.com/2017/04/18/conservatives-protest-against-republicans-who-opposed-michigan-income-tax-cut/,,,,
Vista,1800 Thibodo Rd,CA,US,2017-04-18,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,
Vista,1800 Thibodo Rd.,CA,US,2017-04-18,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,
Augusta,420 E. Augusta Ave.,KS,US ,2017-04-19,a dozen or so,12,12,12,13,11,general protesters,vigil in response to slain dog,0,vigil,0,0,0,0,1,1,http://www.butlercountytimesgazette.com/news/20170420/small-attendance-at-vigil-for-slain-dog,,,,
Denver,Frontier Headquarters,CO,US ,2017-04-19,,,,,,,Frontier Airline Pilots; ,against stalled pay-negotiation; support labor rights,0,demonstration; protest,0,0,0,0,1,1,http://denver.cbslocal.com/2017/04/19/frontier-airlines-pilots-protest-union/,http://www.thedenverchannel.com/news/local-news/frontier-pilots-protest-saying-management-broke-promise-to-give-raises,,,
Doral,,FL,US ,2017-04-19,hundreds,200,200,200,220,180,general protesters,against Venezuelan government,0,demonstration,0,0,0,0,1,1,http://www.local10.com/news/hundreds-of-people-in-doral-to-protest-against-venezuelan-presidents-policies,http://wsvn.com/news/local/hundreds-rally-against-nicolas-maduro-in-south-florida/,,,
East Chicago,West Calumet Housing Complex to Carrie Gosch Elementary School,IL,US ,2017-04-19,more than 100,100,100,100,110,90,general protesters,against current EPA failure to correct East Chicago's water contamination; anti-Trump; pro-environment,1,march; protest,0,0,0,0,1,1,http://www.chicagotribune.com/suburbs/post-tribune/news/ct-ptb-east-chicago-epa-rally-st-0419-20170419-story.html,http://abc7chicago.com/news/east-chicago-residents-protest-epa-head-scott-pruitts-visit/1893020/,,,
Fairfield,outside Solano Courthouse,CA,US,2017-04-19,more than 2 dozen; as many as 30,24,27,30,26,27,general protestors,opposed to the current court's manner of deciding child custody cases,0,protest,0,0,0,0,1,1,http://www.dailyrepublic.com/news/fairfield/more-than-2-dozen-mothers-protest-solano-courts-custody-stance/,,,,
Lawrence ,"Capitol Federal Hall, University of Kansas",KS,US ,2017-04-19,na,9,9,9,10,8,students; general protesters,against campus carry; against sexual assualt,0,protest,0,0,0,0,1,1,http://www.kansan.com/news/protesters-interrupt-regents-meeting-to-protest-campus-carry-sexual-assault/article_3384f9b0-2562-11e7-8f9d-c3735474ab60.html,,,,
Memphis,University of Tennessee Health Science Center,TN,US ,2017-04-19,UCWU and dozens,,,,0,,United Campus Workers Union; general protesters,against outsourcing of jobs,0,protest,0,0,0,0,1,1,http://www.fox13memphis.com/top-stories/protest-held-at-university-of-tennessee-health-science-center/514249195,,,,
Miami,Biscayne Boulevard,FL,US ,2017-04-19,,,,,,,general protesters,against Venezuelan government,0,demonstration,0,0,0,0,1,1,http://www.nbcmiami.com/news/local/Venezuelans-Gear-up-For-Major-March-Against-President-Nicolas-Maduro-419841113.html,,,,
Portland,,ME,US,2017-04-19,,,,,,,Animals Rights Maine,Protest the circus; support animal rights,1,protest,0,0,0,0,1,1,http://www.pressherald.com/2017/04/20/return-of-circuses-to-maine-revives-talk-about-the-elephant-in-the-room/,,,,
Raleigh,Halifax Mall,NC,US ,2017-04-19,hundreds,200,200,200,220,180,teachers; parents of students; students,against HB13; education,0,protest,0,0,0,0,1,1,http://www.charlotteobserver.com/news/local/education/article145614284.html,,,,
Salt Lake City,University of Utah,UT,US ,2017-04-19,,,,,,,University of Utah Staff Members,against firing of Huntsman Cancer CEO,0,protest,0,0,0,0,1,1,http://kutv.com/news/local/utah-professors-protest-cancer-researchers-sudden-firing,,,,
Schenectady,Union College,NY,US,2017-04-19,around 40,40,40,40,44,36,students; faculty,anti-immigration ban; anti-Trump,1,protest,0,0,0,0,1,1,https://dailygazette.com/article/2017/04/19/sexual-abuse-pattern-confirmed-at-emma-willard,,,,
Shelburne Falls,Bridge of Flowers,MA,US,2017-04-19,dozens,24,24,24,26,22,general protesters,against pipeline through Otis State Forest,0,protest,0,0,0,0,1,1,http://www.recorder.com/State-grant-event-draws-pipeline-activist-9383245,,,,
Augusta,outside State House ,ME,US,2017-04-20,hundreds,200,200,200,220,180,general protesters,"pro-sanctuary, against anti-sanctuary bill",1,protest,0,0,0,0,1,1,http://bangordailynews.com/2017/04/20/politics/hundreds-gather-at-state-house-to-protest-bill-punishing-sanctuary-cities/,,,,
Biloxi,outside rep. Steve Palazzo's Biloxi office,MS,US,2017-04-20,half-dozen,6,6,6,7,5,general protesters,aim to convince Rep. Palazzo to conduct town halls.,0,protest,0,0,0,0,1,1,http://www.sunherald.com/news/local/counties/harrison-county/article145606089.html,,,,
El Paso,,TX,US,2017-04-20,dozens,24,24,24,26,22,general protesters,against AG Session and HSS Kelly visit; anti-Trump,1,protest,0,0,0,0,1,1,,,,,
Fort Myers,Florida Gulf Coast University's Veterans Pavilion,FL,US,2017-04-20,,,,,,,Students,against hate,1,rally,0,0,0,0,1,1,http://www.fox4now.com/news/local-news/protest-against-hate-at-fgcu-part-of-class-project,,,,
Grand Rapids,G. R. Ford Federal Building,MI,US,2017-04-20,about 40,40,40,40,44,36,general protesters,anti-immigration ban,1,protest,3,0,0,0,1,1,https://www.usnews.com/news/best-states/michigan/articles/2017-04-20/police-arrest-3-in-immigration-protest-in-grand-rapids,http://woodtv.com/2017/04/20/at-least-2-arrested-as-protest-blocks-i-196-ramps-in-gr/,,,
Grand Rapids,Grand Rapids Community College,MI,US,2017-04-20,na,2,2,2,2,2,members of Inner City Church,pro-life; against abortion rights,0,demonstration,0,0,0,0,1,1,http://thecollegiatelive.com/2017/04/pro-life-demonstrators-asked-leave-campus/,,,,
Grand Rapids,Grand Rapids Community College,MI,US,2017-04-20,several,,,,,,students,pro-choice,0,protest ,0,0,0,0,0,1,http://thecollegiatelive.com/2017/04/pro-life-demonstrators-asked-leave-campus/,,,,
Kendall,Outside Artiles' office,FL,US,2017-04-20,dozens,24,24,24,26,22,general protesting,protesting Artiles' racist and sexist slurs,0,protest,0,0,0,0,1,1,http://floridapolitics.com/archives/236516-kendall-protesters-call-bully-frank-artiles-resign,,,,
New York,65th Street between Broadway and Amsterdam Avenue in Manhattan,NY,US,2017-04-20,a couple dozen people,24,24,24,26,22,Artists Rise Up,anti-budget cuts to the arts,1,protest,0,0,0,0,1,1,https://hyperallergic.com/374122/a-small-but-steadfast-group-of-artists-gathers-in-nyc-to-protest-trumps-anti-arts-agenda/,,,,
New York,NYC streets,NY,US,2017-04-20,,,,,,,general protestors,anti-proposed budget cuts to housing and development,1,march;protest,0,0,0,0,1,1,http://www.housingwire.com/articles/39919-new-yorkers-hit-the-streets-to-protest-hud-budget-cuts,https://twitter.com/nychange/status/855106650948214784,,,
New York,Outside TIAA's NY headquarters,NY,US,2017-04-20,,,,,,,genera protestors,protesting TIAA investing in farming companies that used palm oil; support labor rights; pro-environment,1,protest,0,0,0,0,1,1,http://www.institutionalinvestor.com/article/3711104/investors-pensions/protesters-rally-outside-tiaa-in-new-york-to-stop-its-farmland-deals.html,,,,
Olympia,Capital Campus,WA,US,2017-04-20,,,,,,,general protesters ,support funding of Planned Parenthood,1,protest / photo-op,0,0,0,0,1,1,http://www.spokesman.com/blogs/spincontrol/2017/apr/20/wa-leg-day-102-puppetary-protest/,,,,
Salem,state Capitol,OR,US,2017-04-20,more than 200,200,200,200,220,180,Health Care for All Oregon; general protestors,pro-universal state health care legislation,0,rally; demonstration,0,0,0,0,1,1,http://www.lagrandeobserver.com/news/local/5255674-151/hcao-holds-rally-on-state-capitol-steps,,,,
Tempe,Arizona State Univerity Tempe,AZ,US,2017-04-20,about 20,20,20,20,22,18,students,anti-Trump,1,protest,0,0,0,0,1,1,http://college.usatoday.com/2017/04/20/protest-over-class-final/,,,,
Vista,outside the Shadowridge Country Club,CA,US,2017-04-20,about two dozen,24,24,24,26,22,general protesters,Protest in response to Janet Levy Presentation,1,protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/communities/north-county/sd-no-janet-levy-20170420-story.html,,,,
Washington,outside capital grounds,DC,US,2017-04-20,,,,,,,DCMJ,pro-Federal marijuana legalization,0,demonstration,7,0,0,0,1,1,http://www.cnn.com/2017/04/20/politics/dcmj-marijuana-protest-arrests/,https://www.nytimes.com/aponline/2017/04/20/us/politics/ap-us-pot-protest-capitol.html?_r=0,,,
Washington,"Room TW-C305, 445 12th Street S.W.",DC,US,2017-04-20,,,,,,,General protestors,support net neutrality,1,protest,0,0,0,0,0,1,http://money.cnn.com/2017/04/20/technology/net-neutrality-protest/,,https://www.fcc.gov/news-events/events/2017/04/april-2017-open-commission-meeting,,
Akron,outside Summit Country Courthouse,OH,US,2017-04-21,,,,,,,mother of victim; general protestors,seeking state legislation to equate Fentanyl to heroine in cases involving illegal dealing and overdoses,0,rally; demonstration,0,0,0,0,1,1,http://www.ohio.com/news/local/cuyahoga-falls-mother-leads-protest-outside-summit-courthouse-dealer-who-gave-her-daughter-fatal-dose-of-drugs-gets-eight-years-1.761916#,,,,
Bad Axe,outside DTE Huron Renewable Energy Center ,MI,US,2017-04-21,about 40,40,40,40,44,36,general protestors,"against construction of ""wind park"" in Filion area",0,protest,0,0,0,0,1,1,http://www.michigansthumb.com/news/article/Residents-protest-about-wind-energy-developments-11090707.php,,,,
Costa Mesa,Whittier College main campus,CA,US,2017-04-21,dozens; about 100,24,58,100,26,90,law school students,protest against Whittier College Law School's declared closure; education,0,protest; rally,0,0,0,0,1,1,http://www.ocregister.com/2017/04/21/dozens-of-angry-whittier-law-school-students-protest-after-college-announces-closure-2/,,,,
Hamilton,across the street,MT,US,2017-04-21,about a hundred,100,100,100,110,90,general protestors,protest against house candidate Gianforte,1,protest,0,0,0,0,1,1,http://mtpr.org/post/trump-jr-montanans-if-you-trump-youll-gianforte,,,,
Hamilton,Ravalli County Fairgrounds,MT,US,2017-04-21,around 600,600,600,600,660,540,general ,Rally for house candidate Gianforte,2,rally,0,0,0,0,0,1,http://mtpr.org/post/trump-jr-montanans-if-you-trump-youll-gianforte,,,,
Hilo,Hilo Bayfront’s soccer pavilion,HI,US,2017-04-21,more than 200,200,200,200,220,180,general protestors,March for Science,1,march,0,0,0,0,1,1,http://bigislandnow.com/2017/04/24/students-teachers-scientists-demonstrate-in-hilo/,,,,
Lancaster,outside Lancaster City Giant supermarket,PA,US,2017-04-21,more than a dozen,12,12,12,13,11,general protestors,against closure of Giant supermarket,0,protest,0,0,0,0,1,1,http://lancasteronline.com/insider/residents-protest-the-closing-of-giant-in-lancaster-city/article_51cd5ec2-26dd-11e7-b667-1fc3873d493a.html,,,,
Mesa,Mesa ampitheater,AZ,US,2017-04-21,3800,3800,3800,3800,4180,3420,Democrats,Bernie Sanders rally,1,rally,0,0,0,0,1,1,http://www.azcentral.com/story/news/politics/arizona/2017/04/22/senator-bernie-sanders-dnc-chairman-tom-perez-rally-mesa-aim-unifying-democrats/100710934/,,,,
New York,"Tom Cat Bakery facility, Long Island City, Queens",NY,US,2017-04-21,,,,,,,general protestors,Day Without Bread,1,protest,4,0,0,0,1,1,http://www.ny1.com/nyc/all-boroughs/news/2017/04/21/tom-cat-workers-protest-trump-immigration-policies-.html,http://www.nbcnewyork.com/news/local/Workers-at-Queens-Bakery-Chain-Themselves-to-Delivery-Trucks-to-Protest-Immigration-Policy-420053113.html,,,
Pawling,outside Rep. John Faso Fundraiser,NY,US,2017-04-21,,,,,,,general protestors,seeking for Rep. Faso to hold town halls; anti-Trump,1,protest,0,0,0,0,1,1,http://www.poughkeepsiejournal.com/videos/news/local/2017/04/21/video-peaceful-protest-faso-fundraiser-pawling/100768852/,,,,
Salt Lake City,Rail Event Center,UT,US,2017-04-21,na,3000,3000,3000,3300,2700,general protestors,Bernie Sanders rally,1,rally,0,0,0,0,1,1,http://www.sltrib.com/news/5186175-155/utah-democrats-have-no-place-to,,,,
San Ysidro,Near the border,CA,US,2017-04-21,,,,,,,Alliance San Diego,Protesting Trump immigration policy,1,protest; rally,0,0,0,0,1,1,http://www.sandiegouniontribune.com/visuals/sd-immigrant-pg-rights-supports-rally-at-border-20170421-photogallery.html,,,,
Washington,Outside TIAA firm in DC,DC,US,2017-04-21,,,,,,,General protestors,protesting TIAA investing in farming companies that used palm oil; support labor rights; pro-environment,1,protest,0,0,0,0,1,1,http://www.valuewalk.com/2017/04/tiaa-farmland-protest/,,,,
Aberdeen,from Central Park and downtown Aberdeen,SD,US,2017-04-22,na,30,30,30,33,27,general protestors,March for Science,1,march,0,0,0,0,1,1,http://www.aberdeennews.com/entertainment/videos/earth-day-in-aberdeen/video_d30cffea-27a2-11e7-ae6d-2f3a8615f047.html,,,,
Alamogordo,on the corners of White Sands Boulevard and 10th Street,NM,US,2017-04-22,about 40 to 45,40,42,45,44,41,general protestors,March for Science,1,demonstration,0,0,0,0,1,1,http://www.alamogordonews.com/story/news/local/community/2017/04/22/alamogordos-march-science/100798850/,,,,
Albany,West Capitol Park,NY,US,2017-04-22,thousands,2000,2000,2000,2200,1800,general protestors,March for Science,1,march,0,0,0,0,1,1,http://cbs6albany.com/news/local/in-albany-thousands-join-march-for-science,,,,
Albuquerque,Civic Plaza,NM,US,2017-04-22,roughly 4000,4000,4000,4000,4400,3600,general protestors,March for Science,1,rally,0,0,0,0,1,1,https://www.abqjournal.com/991898/thousands-in-duke-city-march-for-science.html,,,,
Alexandria,,MN,US,2017-04-22,,,,,,,general protestors,March for Science,1,march,0,0,0,0,1,1,http://www.echopress.com/news/4255307-douglas-county-residents-celebrate-earth-day-science-walk,,,,
Allentown,Cedar Crest College,PA,US,2017-04-22,eyewitness,100,,150,,,general protestors,March for Science,1,demonstration,0,0,0,0,1,1,online submission,,,,
Alpena,the NOAA center to Chisholm Street to Culligan Plaza,MI,US,2017-04-22,more than 200; roughly 250,200,223,250,220,225,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.thealpenanews.com/news/local-news/2017/04/local-march-on-science-event-brings-great-turnout/,,,,
Alpine,,TX,US,2017-04-22,,,,,,,general protestors,March for Science,1,march,0,0,0,0,1,1,https://www.facebook.com/alpinemarchforscience/,,,,
Amarillo,City Studios at Sunset Art Gallery,TX,US,2017-04-22,about 300,300,300,300,330,270,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://amarillo.com/local-news/news/2017-04-22/amarilloans-observe-earth-day-marchforscience,,,,
Amherst,Town Common,MA,US,2017-04-22,approximately 1000,1000,1000,1000,1100,900,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.gazettenet.com/March-for-Science-in-Amherst-9433355,,,,
Anchorage,,AK,US,2017-04-22,about 2000,2000,2000,2000,2200,1800,general protestors,March for Science,1,rally,0,0,0,0,1,1,http://www.alaskapublic.org/2017/04/22/two-thousand-people-march-for-science-in-anchorage/,,,,
Angola,downtown,IN,US,2017-04-22,,,,,,,Community Coalition for Change,March for Science,1,march,0,0,0,0,1,1,http://kpcnews.com/news/latest/heraldrepublican/article_28c4b92c-7457-5688-9427-d55f365ccee9.html,,,,
Ann Arbor,"Central Campus Diag, University of Michigan for rally; marching through the streets of downtown",MI,US,2017-04-22,several thousand; na ,3000,8400,15000,3300,13500,general protestors,March for Science,1,demonstration,,,,,1,1,http://www.mlive.com/news/ann-arbor/index.ssf/2017/04/thousands_flood_streets_of_ann.html,,,,
Annapolis,Lawyers Mall,MD,US,2017-04-22,between 400 and 450,400,423,450,440,405,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.capitalgazette.com/news/annapolis/ph-ac-cn-scientists-march-0423-20170422-story.html,,,,
Appleton,"Lawrence Memorial Chapel, march to corner of College Avenue and Appleton Street",WI,US,2017-04-22,over 400,400,400,400,440,360,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://fox11online.com/news/local/fox-cities/demonstrators-walk-for-science-in-appleton,,,,
Arcata,11th Street toward the Arcata Plaza,CA,US,2017-04-22,thousands; about 3000,2000,2450,3000,2200,2700,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.times-standard.com/article/NJ/20170422/NEWS/170429967,,,,
Asheville,Aston Park; march down Patton Ave to Vance Monument,NC,US,2017-04-22,more than 2000,2000,2000,2000,2200,1800,general protestors,March for Science,1,march; rally,,,,,1,1,http://www.citizen-times.com/story/news/local/2017/04/22/march-science-brings-thousands-asheville-streets/100781180/,,,,
Ashland,Garfield Park to ScienceWorks,OR,US,2017-04-22,well over 100,100,100,100,110,90,general protestors,March for Science,1,march,0,0,0,0,1,1,http://www.dailytidings.com/news/20170423/standing-up-for-science,,,,
