City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,
Culpeper,Local home,VA,US,2018-04-21,,,,,,,general protestors,Rallying for anti-immigrant bill,2,rally,0,0,0,0,0,1,http://www.starexponent.com/news/groups-hold-simultaneous-rallies-to-protest-support-g-agreement/article_caffa002-290f-516b-a1ea-30b31aaba2f4.html,,,,,
Culpeper,Yowell Meadow Park,VA,US,2018-04-21,about 50,50,,50,,,general protestors,Protesting anti-immigrant bill,1,protest,0,0,0,0,1,1,http://www.starexponent.com/news/groups-hold-simultaneous-rallies-to-protest-support-g-agreement/article_caffa002-290f-516b-a1ea-30b31aaba2f4.html,,,,,
Decatur,W. Trinity Pl.,GA,US,2018-04-21,FB: 384,384,,384,,,Rally for Black Lives,Rallying for racial equality,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/138242597013067/,,,,,
Decatur,,GA,US,2018-04-21,dozens,24,,24,,,Alliance for Black Lives,Protesting police brutality,0,protest,0,0,0,0,0,1,http://www.fox5atlanta.com/news/protesters-rally-for-justice-for-veteran-killed-by-officer,,,,,
Draketown,,GA,US,2018-04-21,,,,,,,The National Socialist Movement,White supremacist rally,2,rally,0,0,0,0,1,1,https://patch.com/georgia/douglasville/neo-nazis-burn-swastika-draketown-after-failed-newnan-rally,,,,,
Fairbanks,Golden Heart Plaza,AK,US,2018-04-21,about 40,40,,40,,,general protestors,Rallying for reparations for wrongly incarcerated people,0,rally,0,0,0,0,1,1,http://www.newsminer.com/news/local_news/fairbanks-four-supporters-rally-for-stalled-pfd-bill/article_78efe3ec-4605-11e8-b453-87c23d3b91a5.html,,,,,
Fairmont,Palatine Park,WV,US,2018-04-21,dozens,24,,24,,,WV Women for Cannabis,Rallying to legalize marijuana,1,rally,0,0,0,0,1,1,https://www.wvnews.com/theet/news/fairmont-rally-promotes-cannabis-as-an-alternative-to-opioids/article_fdecbd5e-4c2a-5bfb-9bc4-dffc36b6c073.html,,,,,
Farmingville,Pennysaver Amphitheatre,NY,US,2018-04-21,hundreds,200,,200,,,War on Addiction,Rallying for addiction recovery,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/1539013436147874/,https://www.newsday.com/long-island/suffolk/opioid-addiction-1.18195498,,,,
Front Royal,Main Street Gazebo,VA,US,2018-04-21,FB: 27,27,,27,,,general protestors,Protesting sexual violence,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/609632236042657/,,,,,
Glens Falls,City Park,NY,US,2018-04-21,FB: 63,63,,63,,,North Country March Against Gun Violence,Rallying for gun control,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/202438947196057/,,,,,
Greensburg,Westmoreland County Courthouse,PA,US,2018-04-21,FB: 237,237,,237,,,general protestors,Rallying for gun rights; police,2,rally,0,0,0,0,1,1,https://www.facebook.com/events/237277413492853/,,,,,
Hartford,Main St.,CT,US,2018-04-21,FB: 33,33,,33,,,CT Against Gun Violence,Protesting gun violence,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/181849295774453/,,,,,
Huntington,Along the Jericho Pkwy.,NY,US,2018-04-21,about 200,200,,200,,,general protestors,Protesting plans to build a large shopping center,0,protest,0,0,0,0,1,1,https://www.newsday.com/long-island/suffolk/shopping-center-rally-1.18193839,,,,,
Huntsville,Big Spring Park Canal,AL,US,2018-04-21,hundreds,200,,200,,,general protestors,Rallying for gun control,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/918140461696822/,http://whnt.com/2018/04/21/march-for-our-lives-rally-draws-hundreds-to-big-spring-park/,,,,
Johnsbury,Portland Ave.,VT,US,2018-04-21,FB: 21,21,,21,,,general protestors,pro-Second Amendment,2,rally,0,0,0,0,1,1,https://www.facebook.com/events/1211399962341056/,,,,,
Johnson City,University Blvd.,TN,US,2018-04-21,more than a dozen,12,,12,,,general protestors,Rallying to legalize marijuana,1,rally,0,0,0,0,1,1,http://www.wate.com/news/tennessee/dozens-gather-for-rally-in-support-of-medical-marijuana-in-tennessee/1133534016,,,,,
Keyser,South End PArk,WV,US,2018-04-21,,,,,,,Hippie Christian Fellowship,Rallying for mental illness and drug use awareness,0,rally,,,,,1,1,http://www.newstribune.info/news/20180420/anti-drug-rally-scheduled-saturday-at-keysers-south-end-park,,,,,
Lancaster,,PA,US,2018-04-21,FB: 8,8,,8,,,Save Our Schools From Gun Violence,Rallying for gun control,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/158507108279891/,,,,,
Lewisburg,Downtown,WV,US,2018-04-21,FB: 24,24,,24,,,general protestors,Rallying to legalize marijuana,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/213037729282040/,,,,,
Little Rock,Capital St.,AR,US,2018-04-21,FB: 154,154,,154,,,general protestors,March for Science,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/357283071451049/,,,,,
Minneapolis,Lake Ave.,MN,US,2018-04-21,FB: 63,63,,63,,,Anti-War Committee,Protesting Trump's immigration policy,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/149362509220849/,,,,,
Morgantown,Jack Roberts Park,WV,US,2018-04-21,FB: 25,25,,25,,,general protestors,Rallying to legalize marijuana,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1982170955333294/,,,,,
Muskegon,begin at Muskegon High School and will end at Hackley Park,MI,US,2018-04-21,,,,,,,general protestors,Rallying for gun control,1,rally,,,,,1,1,http://www.hollandsentinel.com/news/20180412/muskegon-students-organize-regional-gun-control-march,,,,,
New Paltz,,NY,US,2018-04-21,FB: 7,7,,7,,,Save Our Schools From Gun Violence,Rallying for gun control,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/190638061528976/,,,,,
Newnan,Greenville Street Park,GA,US,2018-04-21,25 or so; several dozen,25,,36,,,National Socialist Movement,for white supremacy,2,rally,0,0,0,0,1,1,http://times-herald.com/news/2018/04/city-braces-for-proposed-white-nationalist-rally,https://www.usatoday.com/story/news/2018/04/21/neo-nazis-anti-fascist-groups-descend-georgia-town-competing-rallies/538857002/,https://atlantaantifa.org/2018/04/23/april-21-nazi-rally-in-newnan-georgia-resisted-by-anti-racists-assisted-by-militarized-police/,large militarized police presence,,
Newnan,Greenville Street Park,GA,US,2018-04-21,hundreds; several hundred,200,,300,,,#NoNaziNewnan Coalition; A World Without Police; Atlanta Antifascists; Atlanta Black Cross; Atlanta General Defense Comittee; Atlanta Industrial Workers of the World; Atlanta Resistance Medics; Metro Atlanta Democratic Socialists of America; Northeast Georgia Democratic Socialists of America; One People's Project; Industrial Workers of the World; Refuse Fascism; Savannah Antifa; Savannah Comrades; Socialist Party of East Alabama; Southern Anti Racist Action; Street Groomers; TransIt Atlanta; Trigger Warning Atlanta; Western North Carolina Antifa; Workers Solidarity Alliance,against white supremacy and fascism,1,counter-protest,10; a dozen,0,0,0,0,1,https://www.usatoday.com/story/news/2018/04/21/neo-nazis-anti-fascist-groups-descend-georgia-town-competing-rallies/538857002/,https://www.wsbtv.com/news/local/newnan-prepares-for-neo-nazi-rally-possible-clashes/735308497,https://atlantaantifa.org/2018/04/23/april-21-nazi-rally-in-newnan-georgia-resisted-by-anti-racists-assisted-by-militarized-police/,large militarized police presence; police charged and forcibly arrested counter-protesters,https://www.facebook.com/events/210807106182953/,
Nutley,Post Office,NJ,US,2018-04-21,,,,,,,general protestors,Protesting special counsel Mueller,2,protest,0,0,0,0,1,1,https://www.tapinto.net/towns/nutley/articles/defend-trump-slash-jail-mueller-rally-and-counter-pro,,,,,
Nutley,Post Office,NJ,US,2018-04-21,,,,,,,general protestors,Rallying for Mueller,1,rally,0,0,0,0,0,1,https://www.tapinto.net/towns/nutley/articles/defend-trump-slash-jail-mueller-rally-and-counter-pro,,,,,
Olympia,State Capitol,WA,US,2018-04-21,thousands,2000,,2000,,,general protestors,Rallying for gun rights,2,rally,0,0,0,0,1,1,https://www.facebook.com/events/1661802327190025/,http://q13fox.com/2018/04/21/thousands-attend-rally-for-gun-rights-in-olympia/,,,,
Parkersburg,Point Park Marketplace,WV,US,2018-04-21,,,,,,,general,Rallying for medical cannabis legislation,1,rally,0,0,0,0,1,1,http://www.thenewscenter.tv/content/news/Pro-cannabis-rally-to-take-place-Saturday-in-Parkersburg-480418353.html,,,,,
Pendleton,Taylor Park,OR,US,2018-04-21,about 75,75,,75,,,general protestors,Rallying for gun rights,2,rally,0,0,0,0,1,1,http://www.eastoregonian.com/eo/local-news/20180421/group-protests-infringement-of-second-amendment-at-pendleton-rally,,,,,
Phoenix,Several Starbucks locations,AZ,US,2018-04-21,NA,7,,7,,,general protestors,Protesting company's racism,0,protest,0,0,0,0,1,1,https://www.azcentral.com/story/news/local/phoenix/2018/04/21/no-black-bucks-starbucks-protesters-phoenix-starbucks-call-company-racist/539663002/,,,,,
Plainville,The Perfect Puppy store,RI,US,2018-04-21,a dozen,12,,12,,,general protestors,Protesting puppy mills,0,protest,0,0,0,0,1,1,http://www.thesunchronicle.com/news/local_news/protest-in-plainville-against-puppy-mills/article_6e032471-e1d7-5bab-bb3a-054b9d2734ae.html,,,,,
Providence,Statehouse,RI,US,2018-04-21,,,,,,,general protestors,Rallying to elect more women,1,rally,0,0,0,0,1,1,http://www.providencejournal.com/news/20180421/ri-state-house-rally-reflects-national-increase-in-women-running-for-office,,,,,
Redmond,City Hall,OR,US,2018-04-21,hundreds,200,,200,,,Ladies of Led Group Therapy,Rallying for gun rights,2,rally,0,0,0,0,1,1,http://www.ktvz.com/news/hundreds-rally-in-redmond-for-second-amendment-rights/732798045,,,,,
Santa Cruz,City Hall,CA,US,2018-04-21,FB: 218,218,,218,,,Santa Cruz Indivisible,March for Science,1,march,0,0,0,0,1,1,https://www.facebook.com/events/582966585391613/,,,,,
Santa Fe,Santa Fe Brewing,NM,US,2018-04-21,FB: 68,68,,68,,,general protestors,Rallying to legalize marijuana,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/173168810002391/,,,,,
Sun City Center,State Road 674,FL,US,2018-04-21,about 150,150,,150,,,general protestors,Rallying for gun control,1,rally,0,0,0,0,1,1,http://www.tampabay.com/news/politics/Seniors-support-grandchildren-with-gun-control-rally-in-Sun-City-Center_167593363,,,,,
Washington,U.S. Capitol,DC,US,2018-04-21,FB: 235,235,,235,,,The JED Foundation,Rallying for suicide prevention,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/754006484809407/,,,,,
Washington,White House,DC,US,2018-04-21,,,,,,,Black Lawyers for Justice,Rallying for reparations for the black community,1,rally,0,0,0,0,1,1,https://townhall.com/tipsheet/amyfurr/2018/04/25/rally-outside-white-house-demands-reparations-and-full-compensation-for-slavery-n2474531,,,,,
Wayne,Valley Rd.,NJ,US,2018-04-21,FB: 96,96,,96,,,Save Our Schools From Gun Violence,Rallying for gun control,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/152544252127238/,,,,,
West Chester,Chester County Courthouse,PA,US,2018-04-21,,,,,,,Chester County Peace Movement,Protesting war  ,0,protest,0,0,0,0,1,1,http://ccpeace.com/index.php/2018/03/13/anti-war-rally-april-21-2018/,,,,,
Chicago,Cemetery,IL,US,2018-04-22,about two dozen,24,,24,,,Sons of Confederate Veterans,Rallying for confederate statues,2,rally,0,0,0,0,1,1,https://chicago.suntimes.com/news/confederate-memorial-on-south-side-sparks-protest/,,,,,
Chicago,Cemetery,IL,US,2018-04-22,about 50,50,,50,,,general protestors,Protesting confederate statues,1,protest,0,0,0,0,0,1,https://chicago.suntimes.com/news/confederate-memorial-on-south-side-sparks-protest/,,,,,
Concord,State Capitol,NH,US,2018-04-22,FB: 60,60,,60,,,350 New Hampshire,Rallying for renewable energy,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1985524175043033/,,,,,
El Paso,Centennial Plaza,TX,US,2018-04-22,FB: 128,128,,128,,,general protestors,March for Planet Earth,1,march,0,0,0,0,1,1,https://www.facebook.com/events/996359463845828/,,,,,
Fort Meyers,Robert E. Lee Statue,FL,US,2018-04-22,,,,,,,The Sons of Confederate Soldiers,Rallying for confederate statues,2,rally,0,0,0,0,1,1,http://www.winknews.com/2018/04/22/demonstration-held-sunday-around-fort-myers-robert-e-lee-statue/,,,,,
Germantown,Lasher Memorial Park,NY,US,2018-04-22,,,,,,,general protestors,Protesting Amtrak's plan to put up a fence surrounding tracks,0,protest,0,0,0,0,1,1,https://www.hudsonvalley360.com/article/amtrak-fence-opponents-rally-germantown,,,,,
Greensburg,Westmoreland County Courthouse,PA,US,2018-04-22,More than 100; FB: 239,100,,239,,,general protestors,Rallying for gun rights,2,rally,0,0,0,0,1,1,https://www.facebook.com/events/237277413492853/,http://pittsburgh.cbslocal.com/2018/04/22/greensburg-gun-support-rally/,,,,
Haverhill,G.A.R. Park,MA,US,2018-04-22,FB: 48,48,,48,,,Clean River Project,Rallying for climate change action,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/173081730012042/,,,,,
Lafayette,Gen. Mouton Statue,LA,US,2018-04-22,more than 50,50,,50,,,Move the Mindset,Protesting confederate statues,1,protest,0,0,0,0,1,1,http://www.katc.com/story/38014862/protesters-rally-against-gen-mouton-statue-ahead-of-festival-international,,,,,
New Brunswick,Emeth Memorial Temple,NJ,US,2018-04-22,FB: 106,106,,106,,,Action Together New Jersey,Rallying for worker's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/1731558670199911/,,,,,
New Orleans,Duncan Park,LA,US,2018-04-22,dozens,24,,24,,,general protestors,Protesting BP oil spill,1,protest,0,0,0,0,1,1,http://wgno.com/2018/04/22/dozens-gather-in-duncan-plaza-to-protest-the-bp-oil-spill/,,,,,
New York,United Nations,NY,US,2018-04-22,FB: 56,56,,56,,,March For Our Future,Rallying for climate change action,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1444552625583207/,,,,,
Northampton,City Hall,MA,US,2018-04-22,FB: 68,68,,68,,,Jewish Voice for Peace,Protesting Israel's use of force,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/184921808814970/,,,,,
Pawcatuck,Donahue Park,CT,US,2018-04-22,FB: 30,30,,30,,,Trash Talk CT,Rallying for climate change action,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/401961633548535/,,,,,
Philadelphia,Starbucks,PA,US,2018-04-22,50 to 60,50,,60,,,general protestors,Protesting racist store,0,protest,0,0,0,0,1,1,https://www.nbcphiladelphia.com/news/local/Starbucks-Arrest-Protest-Demonstration-Fraternity-Councilman-Philadelphia-Center-City-480496641.html,,,,,
Scranton,Nay Aug Park,PA,US,2018-04-22,FB: 722,722,,722,,,general protestors,Rallying to legalize marijuana,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1490476911014175/,,,,,
West Chester,Chester County Courthouse,PA,US,2018-04-22,more than 150,150,,150,,,general protestors,Rallying for climate change action,1,rally,0,0,0,0,1,1,http://www.dailylocal.com/article/DL/20180422/NEWS/180429959,,,,,
Wilkes-Barre,Public Square,PA,US,2018-04-22,a handful,5,,5,,,Action Together NEPA,Rallying for climate change action,1,rally,0,0,0,0,1,1,https://www.timesleader.com/news/local/701030/activist-group-holds-earth-day-environmental-rally-on-public-square,,,,,
Winston-Salem,March through downtown,NC,US,2018-04-22,about 30,30,,30,,,general protestors,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.journalnow.com/news/local/community-members-protest-for-release-of-body-cam-footage-in/article_6cddcbd8-924a-5abd-b005-43ae8839cbbf.html,http://www.journalnow.com/news/local/community-members-protest-for-release-of-body-cam-footage-in/article_6cddcbd8-924a-5abd-b005-43ae8839cbbf.html,,,,
Albany,State Capitol,NY,US,2018-04-23,more than 1000,1000,,1000,,,NY Renews,Rallying for climate change action,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/310284546148736/,https://www.newsday.com/long-island/politics/spin-cycle/cuomo-bag-ban-nixon-environmental-march-1.18223215,,,,
Ames,"from Brookside Park off of Sixth Street, west of Grand Avenue, to City Hall",IA,US,2018-04-23,about 70,70,,70,,,general ralliers,Rallying for fair housing,0,rally,0,0,0,0,1,1,http://www.amestrib.com/news/20180423/dozens-take-part-in-fair-housing-march,,,,,
Anniston,Anniston High School,AL,US,2018-04-23,about 25,25,,25,,,general protestors,Protesting firing of basketball coach,0,protest,0,0,0,0,1,1,https://www.annistonstar.com/sports/high_school/high-school-sports-anniston-football-girls-basketball-players-protest-bullock/article_4b07a0fc-4725-11e8-b065-4b7826831549.html,,,,,
Augusta,Statehouse,ME,US,2018-04-23,,,,,,,general protestors,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.newscentermaine.com/article/news/local/now/protest-at-attorney-generals-office-ends-in-heated-exchange-pizza-party/97-544977539,,,,,
Austin,Zilker Park,TX,US,2018-04-23,,,,,,,Parents,Protesting graphic nature of sex ed teaching,0,protest,0,0,0,0,1,1,http://www.kxan.com/news/local/austin/parents-protest-graphic-sex-ed-taught-at-public-schools/1135867654,,,,,
Carmel,Public Library,IN,US,2018-04-23,From photo: dozens,24,,24,,,Parents,Protesting firing of basketball coach,0,protest,0,0,0,0,1,1,https://www.hudsonvalley360.com/article/amtrak-fence-opponents-rally-germantown,,,,,
Chapel Hill,UNC Campus,NC,US,2018-04-23,about 50,50,,50,,,Students,Protesting conditions in academic buildings,0,protest,0,0,0,0,1,1,http://www.newsobserver.com/news/local/education/article209646029.html,,,,,
Charlotte,downtown,NC,US,2018-04-23,,,,,,,parents,protesting sex-ed in schools,0,protest,0,0,0,0,1,1,https://www.wcnc.com/article/news/parents-protesting-graphic-sex-ed-in-schools/275-544971489,,,,,
Charlottesville,University of Virginia Campus,VA,US,2018-04-23,FB: 116,116,,116,,,Students for Justice in Palestine,Protesting Israel's use of force,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/380922482389857/,,,,,
Detroit,Detroit Water and Sewerage Department’s west-side customer service center,MI,US,2018-04-23,,,,,,,Hydrate Detroit,Protesting water shutoffs,0,protest,0,0,0,0,1,1,https://www.detroitnews.com/story/news/local/detroit-city/2018/04/23/group-rallies-detroit-water-shutoffs/34172799/,,,,,
Frankfort,State capitol,KY,US,2018-04-23,,,,,,,University students,Protesting cuts to higher education,0,protest,0,0,0,0,1,1,http://www.wdrb.com/story/38022013/university-students-stage-mock-funeral-in-frankfort-to-protest-higher-education-funding-cuts,,,,,
Fredericksburg,Downtown,VA,US,2018-04-23,FB: 56,56,,56,,,general protestors,Rallying for racial equality,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/169455013743988/,,,,,
Hamburg,Hilbert College,NY,US,2018-04-23,dozens,24,,24,,,Students,Protesting how gun threat was treated bush administration,0,protest,0,0,0,0,1,1,http://www.wivb.com/news/local-news/hilbert-students-protest-petition-for-changes-on-campus/1136129713,,,,,
Ithaca,Cornell University,NY,US,2018-04-23,about 20,20,,20,,,general protestors,Protesting animal rights abuse,0,protest,0,0,0,0,1,1,http://cornellsun.com/2018/04/24/protest-against-chicken-slaughter-disrupts-public-health-lecture/,,,,,
Lawrence,Kansas University,KS,US,2018-04-23,,,,,,,University students,Protesting university spending on private jet,0,protest,0,0,0,0,1,1,http://www.kctv5.com/story/38022312/ku-students-target-universitys-private-jet-in-protest-against-tuition-costs,,,,,
Los Angeles,City Hall,CA,US,2018-04-23,hundreds,200,,200,,,CA Apartment Association,Rallying for rent control,0,rally,0,0,0,0,1,1,https://www.mercurynews.com/2018/04/23/renters-rally-to-repeal-californias-rent-control-restrictions/,,,,,
Moline,Western Illinois University - at Moline,IL,US,2018-04-23,about 40,40,,40,,,general protestors,Rallying for professor's contracts,0,rally,0,0,0,0,1,1,http://qconline.com/news/local/wiu-qc-rally-supports-faculty/article_c8580ec1-f202-578c-a1bd-ba4bebffbb9d.html,,,,,
New York,Queens City Hall,NY,US,2018-04-23,,,,,,,general protestors,Rallying for more accessible polling stations,0,rally,0,0,0,0,1,1,https://www.timesledger.com/stories/2018/16/lefrakpolls_2018_04_20_q.html,,,,,
Oakland,City Hall,CA,US,2018-04-23,hundreds,200,,200,,,CA Apartment Association,Rallying for rent control,0,rally,0,0,0,0,1,1,https://www.mercurynews.com/2018/04/23/renters-rally-to-repeal-californias-rent-control-restrictions/,,,,,
Peoria,City Hall,IL,US,2018-04-23,at least 200,200,,200,,,general protestors,Rallying for educational funding,0,rally,0,0,0,0,1,1,http://www.pjstar.com/news/20180423/pps-teachers-rally-before-board-meeting,,,,,
Sacramento,City Hall,CA,US,2018-04-23,hundreds,200,,200,,,CA Apartment Association,Rallying for rent control,0,rally,0,0,0,0,1,1,https://www.mercurynews.com/2018/04/23/renters-rally-to-repeal-californias-rent-control-restrictions/,,,,,
Stanwood,Ice Mountain Water plant,MI,US,2018-04-23,about 40,40,,40,,,general protestors,Protesting end of free bottled water to Flint reisdents,0,protest,0,0,0,0,1,1,http://upnorthlive.com/news/local/sheriff-dozens-of-protestors-try-to-get-into-ice-mountain-water-plant,,,,,
Trenton,Statehouse,NJ,US,2018-04-23,From photo: dozens,24,,24,,,general protestors,Rallying for educational funding,0,rally,0,0,0,0,0,1,http://www.wfmz.com/news/western-new-jersey/new-jersey-residents-rally-in-support-of-fair-school-funding/733483999,,,,,
Trenton,Trenton Halal Packing,NJ,US,2018-04-23,FB: 10,10,,10,,,NJ Animal Save,Protesting the slaughtering of animals,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/184482862196892/,,,,,
Tucson,Congress St.,AZ,US,2018-04-23,more than 70,70,,70,,,general protestors,Protesting border patrol agent who shot person,1,protest,0,0,0,0,1,1,https://www.azcentral.com/story/news/politics/border-issues/2018/04/23/tucson-protest-not-guilty-verdict-border-patrol-agent-lonnie-swartz/544575002/,,,,,
Tucson,University of Arizona,AZ,US,2018-04-23,,,,,,,Students,Rallying for suicide prevention,0,rally,0,0,0,0,0,1,https://www.kgun9.com/news/local-news/ua-students-hold-demonstration-to-raise-suicide-awareness,,,,,
Ventura,City Hall,CA,US,2018-04-23,dozens,24,,24,,,general protestors,Rallying to address issue of homelessness,0,rally,0,0,0,0,1,1,http://ktla.com/2018/04/23/dozens-of-ventura-residents-rally-outside-city-hall-for-action-on-homelessness-after-fatal-restaurant-stabbing/,,,,,
Virginia Beach,Rep. Taylor's office,VA,US,2018-04-23,dozens,24,,24,,,Students,Rallying for gun control,1,rally,0,0,0,0,1,1,http://www.13newsnow.com/article/news/local/high-school-students-stage-a-die-in-protest-in-va-beach-for-stricter-gun-control/291-545007484,,,,,
Westport,Board of Education,CT,US,2018-04-23,more than 100,100,,100,,,teachers,protesting layoffs,0,protest,0,0,0,0,1,1,https://www.ctpost.com/news/article/Westport-sends-out-pink-slips-to-160-teachers-12861285.php,,,,,
Columbia,Missouri University,MO,US,2018-04-24,,,,,,,PETA,protesting animal testing,0,protest,0,0,0,0,1,1,https://www.columbiamissourian.com/news/local/peta-comes-to-campus-to-protest-animal-research-practices-at/article_3492b20c-4802-11e8-96fe-7b25bf04d748.html,,,,,
Des Moines,Marriott Hotel,IA,US,2018-04-24,from photo: dozens,24,,24,,,general protestors,Protesting Wells Fargo's investment in oil companies,1,protest,0,0,0,0,1,1,https://www.desmoinesregister.com/picture-gallery/money/business/2018/04/24/photos-protesters-rally-outside-wells-fargo-shareholders-meeting/34195309/,,,,,
Downey,Kaiser Permanente warehouse,CA,US,2018-04-24,more than 20,20,,20,,,workers,protesting layoffs,0,protest,0,0,0,0,1,1,https://www.dailynews.com/2018/04/25/kaiser-workers-protest-pending-layoffs-at-downey-warehouse/,,,,,
Frisco,Summit High School,CO,US,2018-04-24,dozens,24,,24,,,teachers,Rallying for educational funding,0,rally,0,0,0,0,1,1,https://www.summitdaily.com/news/summit-county-teachers-stage-protest-tuesday-demand-public-education-funding-benefit-protection/,,,,,
Grand Rapids,Grand Rapids Union High School,MI,US,2018-04-24,,,,,,,Westboro Baptist Church,"Protesting LGBT, etc",2,protest,0,0,0,0,1,1,http://www.mlive.com/news/grand-rapids/index.ssf/2018/04/westboro_baptist_church_and_pr.html,,,,,
Grand Rapids,Grand Rapids Union High School,MI,US,2018-04-24,,,,,,,general protestors,Counter-protest,1,protest,0,0,0,0,0,1,http://www.mlive.com/news/grand-rapids/index.ssf/2018/04/westboro_baptist_church_and_pr.html,,,,,
Greensboro,City Hall,NC,US,2018-04-24,count pic,10,,15,,,general protestors,Protesting new panhandling regulations,0,protest,0,0,0,0,1,1,http://www.greensboro.com/news/local_news/greensboro-homeless-protest-panhandling-ordinance/article_16731e90-0dc9-5037-bb59-db029c88a419.html,,,,,
Hamtramck,,MI,US,2018-04-24,more than 100,100,,100,,,Local business owners,Protesting Trump's travel ban,1,protest,0,0,0,0,1,1,https://www.clickondetroit.com/news/100-hamtramck-businesses-close-in-protest-ahead-of-supreme-court-hearing-on-travel-ban,,,,,
Harrisville,Brook Rd.,RI,US,2018-04-24,FB: 58,58,,58,,,general protestors,Rallying for gun rights,2,rally,0,0,0,0,1,1,https://www.facebook.com/events/2043367629278345/,,,,,
Islip,Town Hall,NY,US,2018-04-24,more than 100,100,,100,,,general protestors,Protesting community development,0,protest,0,0,0,0,1,1,https://www.newsday.com/long-island/suffolk/island-hills-development-1.18241731,,,,,
Los Angeles,outside the Turkish Consulate,CA,US,2018-04-24,thousands,2000,,2000,,,general protestors,rallying to press Turkey to recognize Armenian genocide,0,march; rally,0,0,0,0,1,1,https://www.scpr.org/news/2018/04/24/82527/armenian-americans-march-in-los-angeles-for-genoci/,,,,,
New Haven,Yale University,CT,US,2018-04-24,about 70,70,,70,,,Police officers,Protesting working conditions,0,protest,0,0,0,0,1,1,https://yaledailynews.com/blog/2018/04/25/ypd-union-protests-at-bulldog-days-speech/,,,,,
New York,City Hall,NY,US,2018-04-24,hundreds,200,,200,,,general protestors,Protesting low funding for New York City Housing Authority,0,protest,0,0,0,0,0,1,https://www.amny.com/news/nycha-repairs-budget-public-housing-1.18239445,,,,,
New York,Columbia University,NY,US,2018-04-24,,,,,,,University staff,Protesting working conditions,0,protest,0,0,0,0,0,1,https://twitter.com/laurakeeley/status/988801525056180224,,,,,
New York,Staten Island Borough Hall,NY,US,2018-04-24,more than 50,50,,50,,,general protestors,Protesting sexual violence,0,protest,0,0,0,0,0,1,http://www.silive.com/news/2018/04/survivors_share_stories_of_sex.html,,,,,
New York,,NY,US,2018-04-24,about 1000,1000,,1000,,,Yemeni bodega owners,Protesting Trump's travel ban - specifically Yemen,1,protest,0,0,0,0,1,1,http://pix11.com/2018/04/24/bodega-owners-strike-rally-against-trumps-travel-ban-ahead-of-supreme-court-case/,,,,,
Philadelphia,4th St.,PA,US,2018-04-24,,,,,,,general protestors,Protesting family court judge,0,protest,0,0,0,0,1,1,https://www.law.com/thelegalintelligencer/2018/04/24/protesters-rally-against-philadelphia-family-court-judge-younge/,,,,,
Pittsburgh,PNC Tower,PA,US,2018-04-24,About 15,15,,15,,,general protestors,Protesting nuclear weapons,1,protest,0,0,0,0,1,1,https://www.pghcitypaper.com/Blogh/archives/2018/04/24/faith-groups-protest-pnc-and-want-bank-to-divest-funds-from-nuclear-weapon-manufacturers,,,,,
Portland,City Hall,ME,US,2018-04-24,dozens,24,,24,,,general protestors,Rallying for paid sick leave,0,rally,0,0,0,0,1,1,http://www.newscentermaine.com/article/news/local/rally-to-support-a-paid-sick-leave-in-portland/97-545558712,,,,,
Portland,,OR,US,2018-04-24,,,,,,,Bus drivers,Protesting working conditions,0,protest,0,0,0,0,1,1,http://www.kxl.com/pps-cuts-65-positions-and-bus-drivers-protest/,,,,,
