CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,
Denver,Cherry Creek Mall,Denver,CO,US,2019-11-29,arrested,4,,4,,,Extinction Rebellion Colorado,against consumerism; against climate change inaction,1,protest,4,0,0,0,1,1,https://denver.cbslocal.com/2019/11/29/cherry-creek-mall-protest-black-friday/,,,,
Derry,Outside office of Miss New Hampshire Scholarship Program,Rockingham ,NH,US,2019-11-29,about two dozen,24,,24,,,N.H. Citizens Against Recreational Trapping; N.H. Animal Rightst; Twin Sttates Animal Liberatitotn ,against Miss New Hampshire office and its association with the New Hampshire Trappers Association,0,protest,0,0,0,0,1,1,https://www.eagletribune.com/news/anti-fur-protest-targets-miss-nh-organization/article_9726ab69-b37e-56d3-92f0-cb3dcee9affb.html,,,,
Hobart,Southlake Mall,Lake,IN,US,2019-11-29,,,,,,,The Northwest Indiana Youth Climate Council,against climate change inaction; against Black Friday ,1,strike,,,,,1,1,https://www.nwitimes.com/entertainment/youth-group-plans-climate-strike-and-black-friday-protest-by/article_b23b01d1-a596-5b03-b3dd-95eaf741091f.html,Future.,,,
Madison,State Capitol,Dane,WI,US,2019-11-29,about 150,150,,150,,,general protesters,against plans to bring a quadron of F-35 fighter jets to Madison's Truax Field,0,protest,0,0,0,0,1,1,https://madison.com/ct/news/local/neighborhoods/no-decision-is-final-until-we-say-so-madison-f/article_5d5d84f5-9f99-5a70-977f-a2f8198c64a8.html,,,,
Miami,Dadeland Mall,Miami-Dade,FL,US,2019-11-29,nearly 40 ,40,,40,,,Sunrise Movementt; Extinction Rebellion,against consumerism; against climate change inaction,0,protest,1,0,0,0,1,1,https://www.miamiherald.com/news/local/environment/article237900444.html,,,,
New York,Manhattan,New York ,NY,US,2019-11-29,,,,,,,Extinction Rebellion ,against climate change inaction; against Black Friday,0,protest,0,0,0,0,1,1,https://www.usatoday.com/story/news/nation/2019/11/29/black-friday-climate-strikes-protest-consumerism/4330799002/,,,,
Pensacola,Cameron Lane,Escambia,FL,US,2019-11-29,"more than 50 vehicles, two dozen pedestrians, a half dozen cyclists and one woman in a motorized wheelchair",81,,81,,,general protesters,against closure of Cameron Lane ,0,protest,0,0,0,0,1,1,https://www.pnj.com/story/news/2019/11/30/warrington-residents-want-cameron-lane-near-navy-point-shopping-center-stay-open/4332000002/,,,,
Richmond Heights,St. Louis Galleria Mall,St. Louis,MO,US,2019-11-29,about 16,16,,16,,,general protesters,against police shootings,0,protest,0,0,0,0,1,1,https://www.stltoday.com/news/local/crime-and-courts/protesters-march-in-st-louis-galleria-mall-on-black-friday/article_37b444f7-d8d6-5c18-ac15-14a5e4e6881f.html,,,,
Sacramento,capitol,,CA,US,2019-11-29,count video,46,,46,,,general protestors,protest climate inaction,1,protest; strike,,,,,,1,https://twitter.com/BAEforCongress/status/1200516684731183104,,,,
Santa Monica,Third Street Promenade,,CA,US,2019-11-29,count pic,25,,25,,,general protestors,protest climate inaction,1,protest; die-in,,,,,,1,https://twitter.com/beetreeandsea/status/1200974981875679233,,,,
Sarasota,University Town Center Mall,Sarasota,FL,US,2019-11-29,,,,,,,Sarasota Students for Climate and Extinction Rebellion,against climate change inaction,1,protest,0,0,0,0,1,1,https://www.mysuncoast.com/2019/11/30/sarasota-students-hold-climate-protest-near-utc-mall-black-friday/,,,,
Virginia Beach,Town Center,Virginia Beach City ,VA,US,2019-11-29,,,,,,,Mothers Out Front ,against climate change inaction,0,protest,0,0,0,0,1,1,https://www.wavy.com/news/local-news/virginia-beach/its-already-affecting-us-climate-change-activists-rally-in-virginia-beach/,,,,
Washington,outside Capitol,DC,DC,US,2019-11-29,arrested,38,,38,,,general protestors,support food justice,1,protest,38,0,0,0,1,1,https://www.commondreams.org/news/2019/11/29/dozens-arrested-demanding-food-justice-jane-fondas-fire-drill-friday-protest-dc?utm_campaign=shareaholic&utm_medium=referral&utm_source=twitter,,,,
West Lafayette,John T Myers Pedestrian Bridge,Tippecanoe,IN,US,2019-11-29,,,,,,,Purdue Climate Strikes; Lafayette Climate; West Lafayette Climate Strike Students; Harrison High School students,pro climate action,1,protest,0,0,0,0,1,1,https://www.jconline.com/story/news/2019/11/26/climate-strike-groups-lafayette-west-lafayette-rally-friday-myers-pedestrian-bridge/4305642002/,,,,
Ann Arbor,Michigan Stadium,Washtenaw,MI,US,2019-11-30,,,,,,,UMich and OSU students,pro climate action,1,protest,0,0,0,0,1,1,https://www.mlive.com/news/ann-arbor/2019/11/students-to-paint-themselves-purple-in-pre-michigan-vs-ohio-climate-action-protest.html,,,,
Ann Arbor,the corner of South Main Street and East Davis Avenue a few blocks north of Michigan Stadium,Washtenaw,MI,US,2019-11-30,,,,,,,students,protest inaction on climate change,1,protest,,,,,1,1,https://www.mlive.com/news/ann-arbor/2019/11/students-to-paint-themselves-purple-in-pre-michigan-vs-ohio-climate-action-protest.html?utm_source=twitter&utm_campaign=mlive_sf&utm_medium=social,,,,
New York,40th Rd in Queens,Queens,NY,US,2019-11-30,count pic,12,,12,,,general protestors,protest death of Yang Song; support decriminalized sex work,0,vigil,,,,,1,1,https://twitter.com/melissagira/status/1200868342015430656,,,,
Rockford,,Winnebago,IL,US,2019-11-30,,,,,,,general protesters,Against lack of information on death of Eugene Washington ,0,Protest,0,0,0,0,1,1,https://www.wifr.com/content/news/Family-of-Eugene-Washington-rally-for-answers-in-his-death-565653271.html,,,,
