CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc,Source4,Source5
Greenfield,The Greenfield Town Common,MA,USA,2017-03-23,about 20; about 2 dozen,20,22,24,22,22,Protesters,Protest health care repeal,1,Rally,0,0,0,0,1,1,http://www.recorder.com/Community-members-protest-new-health-care-bill-on-Greenfield-Town-Common-8868955,http://wwlp.com/2017/03/23/protest-in-greenfield-held-to-oppose-gop-health-care-bill/,,,,
Los Angeles,Downtown LA,CA,USA,2017-03-23,hundreds,200,560,1000,220,900,Protesters,Protest health care repeal,1,Rally,0,0,0,0,1,1,http://abc7.com/politics/protesters-rally-to-save-obamacare-in-dtla/1815127/,http://www.sbsun.com/government-and-politics/20170323/la-protesters-cheer-gops-delayed-vote-on-obamacare-repeal,,,,
Moraine,the Mandalay Banquet Center in Moraine,OH,USA,2017-03-23,Several dozen,24,24,24,26,22,Protesters,Protest health care repeal,1,Rally,0,0,0,0,1,1,http://www.daytondailynews.com/news/national-govt--politics/groups-protest-gop-dinner-republican-health-plan/vIJ3YktiOSxQ2EejXwUkyI/,,,,,
Phoenix,The Arizona State Capitol,AZ,USA,2017-03-23,Several dozen,24,24,24,26,22,Protesters,Protest health care repeal,1,Protest,0,0,0,0,1,1,http://www.12news.com/news/local/valley/protesters-oppose-health-care-reform-at-phoenix-capitol/425130154,,,,,
Portland,House of Mayor Wheeler,OR,USA,2017-03-23,,2,15,30,2,27,Protesters,"police behavor, homelessness",0,protest,0,0,0,0,1,1,http://www.portlandmercury.com/blogtown/2017/03/24/18909080/ted-wheelers-home-has-once-again-become-a-target-for-protesters,,,,,
Reno,federal building,NV,USA,2017-03-23,,50,50,50,55,45,"Planned Parenthood, Organizing for Action",oppose AHCA; against GOP health care plan,1,rally,0,0,0,0,1,1,http://www.rgj.com/story/news/politics/2017/03/24/reno-protesters-rally-against-obamacare-replacement-bill/99568564/,,,,,
Salina,"The Salina office of Rep. Roger Marshall, R-Kan",KS,USA,2017-03-23,Several dozen,24,24,24,26,22,Protesters,Protest health care repeal,1,Rally,0,0,0,0,1,1,http://www.salina.com/news/local/rally-protests-proposed-repeal-of-affordable-care-act/article_1789fc7e-03ce-578e-a0f0-cd379ac664d6.html,,,,,
Springfield,Office of Rep. Billy Long,MO,USA,2017-03-23,,,,,,,NAACP's Springfield branch and Faith Voices of Southwest Missouri,oppose AHCA; against GOP health care plan,1,protest,0,0,0,0,1,1,http://www.news-leader.com/story/news/politics/2017/03/23/gop-health-care-overhaul-vote-draws-protesters-rep-billy-longs-springfield-office/99528900/,,,article specifically notes this as a separate demonstration,,
Springfield,Office of Rep. Billy Long,MO,USA,2017-03-23,,40,40,40,44,36,Planned Parenthood,oppose AHCA; against GOP health care plan,1,protest,0,0,0,0,1,1,http://www.news-leader.com/story/news/politics/2017/03/23/gop-health-care-overhaul-vote-draws-protesters-rep-billy-longs-springfield-office/99528900/,,,,,
Toledo,Downtown Toledo,OH,USA,2017-03-23,Several dozen,24,24,24,26,22,Protesters,Protest health care repeal,1,Rally,0,0,0,0,1,1,http://www.toledoblade.com/Politics/2017/03/24/50-protest-GOP-health-insurance-proposal.html,,,,,
Washington DC,The White House,DC,USA,2017-03-23,hundreds,200,200,200,220,180,The progressive organizations,Protest health care repeal,1,Demonstration,24,0,0,0,1,1,http://www.huffingtonpost.com/entry/activists-arrested-white-house-protest-health-care_us_58d42c9be4b03692bea3d51b,,,,,
West Covina,Glendora Ave,CA,USA,2017-03-23,,7,7,7,8,6,,oppose AHCA; against GOP health care plan,1,protest,0,0,0,0,1,1,http://www.pasadenastarnews.com/government-and-politics/20170323/health-care-workers-patients-rally-against-american-health-care-act-in-san-gabriel-valley,,,,,
Akron,,OH,USA,2017-03-24,,45,45,45,50,41,Akron Organizing Collaborative,want murder charge for white man who shot black man,0,protest,0,0,0,0,1,1,http://www.ohio.com/news/local/police-chief-calls-racism-accusations-bulls-as-protesters-rally-after-shooting-of-black-man-over-dirt-bike-1.756078,,,,,
Beckley,Office of Rep. Shelley Moore Capito,WV,USA,2017-03-24,,15,15,15,17,14,"physicians, health care lobbyists, educators, nurses, lobbyists",oppose AHCA; against GOP health care plan,1,protest,0,0,0,0,1,1,http://www.register-herald.com/news/groups-continue-protest-of-health-care-plan/article_ee99618a-20bc-5d12-98ed-8b48768cf563.html,,,,,
Durham,Duke campus,NC,USA,2017-03-24,,100,100,100,110,90,General protesters,against repeal of Obamacare,1,protest,0,0,0,0,1,1,http://www.dukechronicle.com/article/2017/03/durham-residents-protest-obamacare-repeal-with-die-in-friday,,,,,
East Setauket,"Rt 25A, Office of Robert Mercer",NY,USA,2017-03-24,,60,60,60,66,54,"North Country Peace Group, General protesters","oppose Trump, Mercer",1,"march, protest",0,0,0,0,1,1,http://www.newsday.com/long-island/politics/spin-cycle/protest-outside-robert-mercer-s-office-in-east-setauket-1.13314352,,,,,
Fargo,Office of US Rep. Cramer,ND,USA,2017-03-24,,40,40,40,44,36,"North Dakota Democratic NPL PArty, Planned Parenthood",support Planned Parenthood,1,protest,0,0,0,0,1,1,http://www.wdaz.com/news/4241446-video-police-block-planned-parenthood-protesters-trying-deliver-petition-rep-cramers,,,,,
Irondequoit,Border Patrol Station,NY,USA,2017-03-24,,75,75,75,83,68,Protesters,oppose detention of immigrants from Geneseo,1,protest,1,0,1,0,1,1,http://www.democratandchronicle.com/story/news/2017/03/24/arrests-follow-overnight-protests-at-boarder-patrol-station-in-irondequoit/99572000/,,,,,
Klamath Falls,Klamath County Offices,OR,USA,2017-03-24,,30,35,40,33,36,students and tribal members,oppose LNG pipeline,1,protest,0,0,0,0,1,1,http://www.heraldandnews.com/news/local_news/lng-pros-cons-protesters-fear-pipeline-pollution/article_892f5ea6-b0f7-5ef8-82e7-c5b9a46988c3.html,,,,,
Medford,Jordan Cove LNG Office,OR,USA,2017-03-24,,200,200,200,220,180,Protesters,against pipeline construction,1,protest,0,0,0,0,1,1,http://www.oregonlive.com/business/index.ssf/2017/03/renewed_pipeline_push_by_jorda.html,,,,,
Minneapolis,Fort Snelling light rail to Whipple Federal Building,MN,USA,2017-03-24,,30,30,30,33,27,Minnesota Immigrant Rights Action Committee,"Against deportation, pro-immigration",1,protest,0,0,0,0,1,1,http://www.startribune.com/protesters-decry-deportations/417071154/,,,,,
Nanuet,Meals on Wheels,NY,USA,2017-03-24,,,,,,,seniors,oppose Trump budget,1,rally,0,0,0,0,1,1,http://westchester.news12.com/news/seniors-at-rockland-meals-on-wheels-rally-against-cuts-1.13314009,,,,,
New York,Union Square,NY,USA,2017-03-24,,300,300,300,330,270,Resist Here,against shooting of Timothy Caughman by white supremacist,0,"march, rally",0,0,0,0,1,1,http://www.huffingtonpost.com/entry/timothy-caughman-protest-march-new-york-hate-crime_us_58d57ca7e4b03692bea5e6d6,,,,,
Poughkeepsie,Civic Center,NY,USA,2017-03-24,,13,13,13,14,12,General protesters,"oppose animals in circus, support animal rights",0,protest,0,0,0,0,1,1,http://southwestdutchess.dailyvoice.com/lifestyle/hudson-valley-residents-protest-animal-use-at-poughkeepsie-circus/705060/,,,,,
Rochester,Keating Federal Building,NY,USA,2017-03-24,,200,200,200,220,180,Protesters,oppose detention of farmworkers in Orleans and Livingston Counties,1,rally,0,0,0,0,1,1,http://www.democratandchronicle.com/story/news/2017/03/24/arrests-follow-overnight-protests-at-boarder-patrol-station-in-irondequoit/99572000/,,,,,
Sylva,Meals on Wheels,NC,USA,2017-03-24,,17,17,17,19,15,seniors,oppose Trump budget,1,rally,0,0,0,0,1,1,http://www.thesylvaherald.com/news/image_c2f9a790-1486-11e7-9645-eb05242bd302.html,,,count from photos,,
Vista,Shadowridge Country Club,CA,USA,2017-03-24,,100,100,100,110,90,General protesters,against Trump,1,protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/communities/north-county/sd-no-issa-protests-20170324-story.html,,,,,
Vista,Shadowridge Country Club,CA,USA,2017-03-24,three dozen or so,36,36,36,40,32,General protesters,support Trump,2,protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/communities/north-county/sd-no-issa-protests-20170324-story.html,,,,,
Westby,Westby HS,WI,USA,2017-03-24,,200,200,200,220,180,HS students,support principal on admin leave from school,0,protest,0,0,0,0,1,1,http://www.news8000.com/news/westby-students-protest-for-principle-on-administrative-leave/414736182,,,,,
Austin,Capitol,TX,USA,2017-03-25,hundreds,200,200,200,220,180,general protesters,support education funding,0,rally,0,0,0,0,1,1,http://www.mystatesman.com/news/state--regional-govt--politics/hundreds-rally-capitol-for-public-education/znf6pqG50xTgH8V59RALAN/,,,,,
Barre,Barre City Hall Park,VT,USA,2017-03-25,about two dozen,24,24,24,26,22,Planned Parenthood,oppose AHCA; against GOP health care plan,1,rally,0,0,0,0,1,1,http://www.timesargus.com/articles/planned-parenthood-rally-celebrates-health-care-bill-failure/,,,,,
Boston,Boston Common,MA,USA,2017-03-25,,75,75,75,83,68,MAGA,support Trump and veterans,2,"march, rally",0,0,0,0,1,1,http://www.fox25boston.com/news/trump-supporters-hit-boston-streets-for-make-america-great-again-march/506016166,,,,,
Boston,Boston Common,MA,USA,2017-03-25,,25,25,25,28,23,general protesters,oppose Trump,1,protest,0,0,0,0,1,1,http://www.journalnow.com/news/local/anti-trump-protesters-hold-rally-on-fourth-street-in-winston/article_2e6323b4-e972-55de-a7e8-29234d8643a2.html,,,,,
Cedar Falls,Office of Rep. Rod Blum,IA,USA,2017-03-25,,14,14,14,15,13,general protesters,support Obamacare; oppose AHCA; against GOP health care plan,1,protest,0,0,0,0,1,1,http://www.kcrg.com/content/news/People-in-Cedar-Falls-protest-over-417100053.html,,,,,
Columbus,State House,OH,USA,2017-03-25,hundreds,200,200,200,220,180,MAGA March,"support Trump, veterans, police",2,"march, rally",0,0,0,0,1,1,http://www.columbusunderground.com/photos-trump-supporters-and-protestors-gather-downtown,,,,,
Columbus,State House,OH,USA,2017-03-25,hundreds,200,200,200,220,180,Counter-Protesters,anti-Trump,1,"march, rally",0,0,0,0,1,1,http://www.columbusunderground.com/photos-trump-supporters-and-protestors-gather-downtown,,,,,
Denver,Civic Center Park,CO,USA,2017-03-25,dozens,24,24,24,26,22,Colorado MAGA March,"support Trump, veterans, police",2,"march, rally",0,0,0,0,1,1,http://www.thedenverchannel.com/news/front-range/denver/pro-anti-trump-protesters-clash-at-civic-center-park,,,,,
Denver,Civic Center Park,CO,USA,2017-03-25,dozens,24,53,89,26,80,Impeach Trump Now,oppose Trump,1,protest,0,0,0,0,1,1,http://www.thedenverchannel.com/news/front-range/denver/pro-anti-trump-protesters-clash-at-civic-center-park,https://www.facebook.com/events/266074147176433/,,high count from facebook,,
El Paso,International Bridge,TX,USA,2017-03-25,,150,150,150,165,135,general protesters,against border wall,1,rally,0,0,0,0,1,1,http://www.elpasoproud.com/news/us-reps-hurd-castro-rally-for-bipartisanship-on-the-border/681323183,,,,,
Greeneville,Court House,TN,USA,2017-03-25,dozens,24,24,24,26,22,Indivisible Greene County,"support inclusion and unity, protest Rep. Blackburn",1,rally,0,0,0,0,1,1,http://www.wcyb.com/news/tennessee/greene-county/indivisible-greene-county-rally-brings-out-protestors-rallying-for-unity/415843125,,,,,
Greenwich,AQR Capital,CT,USA,2017-03-25,,17,17,17,19,15,Working Families Party,close carried interest loophole,1,protest,0,0,0,0,1,1,http://www.courant.com/politics/capitol-watch/hc-working-families-protest-hedge-funds-story.html,,,,,
Hartford,State House Square to State Capitol,CT,USA,2017-03-25,about 5 dozen,60,60,60,66,54,general protestors,"promoting love, justice, animal welfare, and environmentalism",1,rally; march,0,0,0,0,1,1,http://www.realhartford.org/2017/03/25/march-equality-march/,,,,,
Hollywood,Hollywood Boulevard,CA,USA,2017-03-25,,100,100,100,110,90,MAGA March,"support Trump, veterans, police",2,"rally, march",2,0,0,0,1,1,http://www.ocregister.com/articles/march-747576-trump-beach.html,,,,,
Hollywood,Hollywood Boulevard,CA,USA,2017-03-25,small group,,,,,,general protesters,oppose Trump,1,protest,0,0,0,0,1,1,http://www.ocregister.com/articles/march-747576-trump-beach.html,,,,,
Huntington Beach,Bike Path,CA,USA,2017-03-25,,1700,1835,2000,1870,1800,MAGA March,"support Trump, veterans, police",2,"rally, march",0,2,0,0,1,1,http://www.ocregister.com/articles/march-747576-trump-beach.html,,,,,
Huntington Beach,Bike Path,CA,USA,2017-03-25,around a dozen,12,20,30,13,27,Counter-protesters; socialist Party USA,oppose Trump,1,protest,4,0,0,0,1,1,http://www.ocregister.com/articles/march-747576-trump-beach.html,https://www.flickr.com/photos/joegaza/sets/72157680080385290,,,,
Irvine,Office of Rep. Mimi Walters,CA,USA,2017-03-25,,,,,,,general protesters,oppose AHCA; against GOP health care plan,1,protest,0,0,0,0,1,1,http://abc7.com/politics/oc-protesters-seek-health-care-town-hall-with-rep-mimi-walters/1817804/,,,,,
Lexington,Courthouse,KY,USA,2017-03-25,,20,20,20,22,18,KY National Organization of Women,oppose Trump,1,protest,0,0,0,0,1,1,http://www.kentucky.com/news/local/counties/fayette-county/article140786843.html,,,count from video,,
Loveland,Town and Country Pet Center,CO,USA,2017-03-25,,12,12,12,13,11,Colorado Citizens for Canine Welfare,"oppose puppy mills, support animal rights",0,protest,0,0,0,0,1,1,http://www.reporterherald.com/news/loveland-local-news/ci_30880529/singer-peter-yarrow-helps-puppy-mill-protest,,,"number estimated from photos, likely very low",,
Lubbock,"Civic Center, Courthouse",TX,USA,2017-03-25,several,20,20,20,22,18,Trump supporters,"support Trump, veterans, police",2,"rally, march",0,0,0,0,1,1,http://www.everythinglubbock.com/news/klbk-news/maga-march-held-in-lubbock/680689161,,,estimate from video posted online,,
Montgomery,State Capitol,AL,USA,2017-03-25,,15,15,15,17,14,MAGA,support Trump,2,rally,0,0,0,0,1,1,http://www.montgomeryadvertiser.com/picture-gallery/news/local/2017/03/25/trump-rally-held-52-years-after-mlk-led-march-to-alabama-capitol-steps/99630998/,,,count from photos,,
Naples,,FL,USA,2017-03-25,,11,11,11,12,10,Standing Rock Camp Florida,oppose Keystone XL pipeline,1,protest,0,0,0,0,1,1,http://www.nbc-2.com/story/34998743/protestors-rally-in-naples-against-keystone-xl-pipeline,,,count from photos,,
New Fairfield,senior center,CT,USA,2017-03-25,about a dozen,12,12,12,13,11,Candlewood Voices,oppose herbicide plan for Candlewood lake,0,protest,0,0,0,0,1,1,http://www.newstimes.com/news/article/Residents-hold-protest-against-town-s-herbicide-11027477.php,,,,,
Oakland,,ME,USA,2017-03-25,,7,7,7,8,6,General protesters,against repeal of Obamacare,1,protest,0,0,0,0,1,1,https://wabi.tv/2017/03/25/mainers-gather-in-oakland-to-protest-healthcare/,,,,,
Oklahoma City,State Capitol,OK,USA,2017-03-25,,36,36,36,40,32,MAGA,support Trump,2,rally,0,0,0,0,1,1,http://kfor.com/2017/03/25/we-just-need-to-come-together-oklahomans-gather-at-rally-in-support-of-president-trump/,,,count from photos,,
Omaha,Douglas County Courthouse,NE,USA,2017-03-25,,100,145,200,110,180,MAGA March,"support Trump, veterans, police",2,"rally, march",0,0,0,0,1,1,http://www.omaha.com/news/metro/tensions-high-at-make-america-great-again-rally-in-downtown/article_523b1586-119b-11e7-a6bd-133bfd9d08a1.html,https://www.usnews.com/news/best-states/nebraska/articles/2017-03-25/anti-trump-protesters-clash-with-police-in-omaha,,,,
Omaha,Douglas County Courthouse,NE,USA,2017-03-25,,50,50,50,55,45,Antifa Nebraska,oppose Trump,1,"rally, march",8,0,0,0,1,1,http://www.omaha.com/news/metro/tensions-high-at-make-america-great-again-rally-in-downtown/article_523b1586-119b-11e7-a6bd-133bfd9d08a1.html,https://www.usnews.com/news/best-states/nebraska/articles/2017-03-25/anti-trump-protesters-clash-with-police-in-omaha,,,,
Philadelphia,Independence Hall,PA,USA,2017-03-25,few dozen,24,210,438,26,394,MAGA March,"support Trump, veterans, police",2,"rally, march",0,0,0,0,1,1,http://www.philly.com/philly/blogs/real-time/Pro-Trump-MAGA-March-Philly-Jersey-March-25-2017.html,http://www.ocregister.com/articles/march-747576-trump-beach.html,http://www.phillyvoice.com/will-trump-supporters-foes-clash-philly-streets-today/,dozens estimate seems implausibly low; 438 comes from organizers' facebook account,,
Philadelphia,Independence Hall,PA,USA,2017-03-25,few dozen,100,100,100,110,90,Antifa; Disrupt MAGA Philly,"oppose Trump, fascism",1,protest,2,0,0,0,1,1,http://www.philly.com/philly/blogs/real-time/Pro-Trump-MAGA-March-Philly-Jersey-March-25-2017.html,http://www.ocregister.com/articles/march-747576-trump-beach.html,http://www.phillyvoice.com/will-trump-supporters-foes-clash-philly-streets-today/,,,
Phoenix,Cesar Chavez Plaza,AZ,USA,2017-03-25,,250,250,250,275,225,Trump supporters,"support Trump, veterans, police",2,"rally, march",0,0,0,0,1,1,http://www.azcentral.com/story/news/local/phoenix/2017/03/25/arizona-supporters-march-trump-maga-event/99630226/,,,,,
Poughkeepsie,Walkway over the Hudson,NY,USA,2017-03-25,,200,200,200,220,180,MAGA,"support Trump, veterans, police",2,,0,0,0,0,1,1,http://www.kentucky.com/news/local/counties/fayette-county/article140786843.html,,,,,
Poughkeepsie,Walkway over the Hudson,NY,USA,2017-03-25,,60,60,60,66,54,general protesters,oppose Trump,1,,0,0,0,0,1,1,http://www.kentucky.com/news/local/counties/fayette-county/article140786843.html,,,,,
Providence,Roger Williams Memorial National Park,RI,USA,2017-03-25,hundreds,200,200,200,220,180,Rise up Rhode Island,"support diversity, inclusion, human rights, empowerment",1,rally,0,0,0,0,1,1,http://www.providencejournal.com/news/20170325/rise-up-rhode-island-rally-respectful-but-no-less-resolute,,,,,
Providence,State House,RI,USA,2017-03-25,,200,249,308,220,277,MAGA,support Trump,2,rally,0,0,0,0,1,1,http://wpri.com/2017/03/25/supporters-and-opponents-holding-competing-trump-rallies-in-providence/,https://www.youtube.com/watch?v=PzM7k1kSBzk,,"low count based on video, high based on facebook",,
Providence,State House,RI,USA,2017-03-25,small group,10,10,10,11,9,general protesters,oppose Trump,1,protest,0,0,0,0,1,1,http://wpri.com/2017/03/25/supporters-and-opponents-holding-competing-trump-rallies-in-providence/,,,count based on photo,,
Ridgecrest,"Petroglyph Park, Clarion Inn",CA,USA,2017-03-25,,50,50,50,55,45,Democratic Club of the High Desert,support human rights,1,march,0,0,0,0,1,1,http://www.ridgecrestca.com/article/20170328/NEWS/170329646,,,,,
Salem,Capitol Steps,OR,USA,2017-03-25,,300,300,300,330,270,Salem stands for Love,oppose Trump,1,protest,1,2,0,0,1,1,http://www.oregonlive.com/pacific-northwest-news/index.ssf/2017/03/police_arrest_1_at_trump_rally.html,http://kbnd.com/kbnd-news/local-news-feed/297926,,,,
Salem,WWII Memorial,OR,USA,2017-03-25,,300,300,300,330,270,Northwest Trump Alliance for Change,"support Trump, veterans, police",2,"march, rally",0,0,0,0,1,1,http://www.oregonlive.com/pacific-northwest-news/index.ssf/2017/03/police_arrest_1_at_trump_rally.html,,,,,
Seaside Heights,Boardwalk,NJ,USA,2017-03-25,more than 2000,2000,2000,2000,2200,1800,MAGA March,"support Trump, veterans, police",2,"rally, march",0,0,0,0,1,1,http://www.nbcnewyork.com/news/local/Trump-Supporters-Rally-Seaside-Heights-Jersey-Shore-MAGA-Make-America-Great-Again-417097873.html,,,,,
Springfield,City Hall,MA,USA,2017-03-25,dozens,24,24,24,26,22,Springfield Women Organize,"support women's rights, impact",1,"march, rally",0,0,0,0,1,1,http://www.masslive.com/politics/index.ssf/2017/03/springfield_process_to_progres.html,,,,,
St. Louis,Page Boulevard,MO,USA,2017-03-25,more than 200,200,200,200,220,180,general protesters,against gun violence,1,"rally, march",0,0,0,0,1,1,http://www.stltoday.com/news/local/crime-and-courts/plus-take-part-in-st-louis-anti-violence-rally-march/article_ddb59457-0e5e-5fa7-85f7-1c86129a72e6.html,,,,,
St. Paul,Capitol,MN,USA,2017-03-25,,8,8,8,9,7,Trump supporters; Republican officials,support prosecuting anti-Trump protesters,2,rally,0,0,0,0,1,1,http://www.twincities.com/2017/03/25/trump-supporters-call-for-protesters-to-be-prosecuted/,http://thehill.com/blogs/blog-briefing-room/news/325921-trump-supporters-call-for-kaines-son-and-other-protesters-to-be,,estimated based on count from photo,,
Stuart,Stuart Beach,FL,USA,2017-03-25,,150,150,150,165,135,Citizens for Clean Water,oppose SB10 water discharge bill,0,protest,0,0,0,0,1,1,http://www.wptv.com/news/region-martin-county/stuart/clean-water-protest-held-on-stuart-beach,http://www.tcpalm.com/story/news/local/martin-county/2017/03/25/rally-stuart-spells-out-support-sb-10/99630522/,,counted about 150 in photo,,
Stuarts Draft,Farmers Market,VA,USA,2017-03-25,dozens,24,24,24,26,22,Friends of August,oppose Atlantic Coast Pipeline,1,protest,0,0,0,0,1,1,http://www.whsv.com/content/news/Pipeline-protest-in-Stuarts-Draft-417102643.html,,,,,
Tulsa,E. Pine and N. Peoria,OK,USA,2017-03-25,a couple dozen,24,24,24,26,22,General protesters,oppose construction of Dollar General store; economic development,0,protest,0,0,0,0,1,1,http://ktul.com/news/local/neighbors-protest-new-dollar-general,,,,,
Tulsa,John Hope Franklin Reconciliation Park,OK,USA,2017-03-25,,60,60,60,66,54,Tulsa Stands with Standing Rock,oppose Diamond pipeline,1,protest,0,0,0,0,1,1,http://www.tulsaworld.com/homepagelatest/talk-of-peace-protecting-the-environment-at-tulsa-rally-against/article_cb70bf08-a8b8-5f2a-86e4-8e26e4a8c76f.html,,,,,
Washington,Lafayette Park,DC,USA,2017-03-25,several dozen,24,24,24,26,22,Protesters,support Pizzagate investigation,2,rally,0,0,0,0,1,1,https://www.washingtonpost.com/news/local/wp/2017/03/25/protesters-outside-white-house-demand-pizzagate-investigation/?utm_term=.1c7e6de7adea,,,,,
Winston-Salem,Fourth Street,NC,USA,2017-03-25,,30,30,30,33,27,Indivisible Piedmont NC,oppose Trump,1,protest,0,0,0,0,1,1,http://www.journalnow.com/news/local/anti-trump-protesters-hold-rally-on-fourth-street-in-winston/article_2e6323b4-e972-55de-a7e8-29234d8643a2.html,,,,,
Colorado Springs,City Hall,CO,USA,2017-03-26,,,,,,,University of Colorado at Colorado Springs-chartered Marxist discussion group,"against imperialism, against capitalism, against climate change",1,march,4,0,0,0,1,1,https://www.coloradopolitics.com/news/jury-colorado-springs-protesters-infiltrated-by-undercover-officers-guilty-of-blocking-traffic/article_899a86f7-fd3d-5148-ac40-4e380da89576.html,,,arrests made for obstructing traffic after protesting group was infiltrated in sting operation by undercover police officer who filmed protest,,
Cranston,Sockanosset Cross Road and New London Avenue,RI,USA,2017-03-26,few dozen,24,24,24,26,22,Protesters,oppose panhandling ordinance,0,"protest, civil disobedience",0,0,0,0,1,1,http://wpri.com/2017/03/27/homeless-advocates-to-protest-cranston-panhandling-ban/,http://turnto10.com/news/local/panhandling-demonstration-planned-in-cranston,,,,
Fort Collins,Islamic Center of Fort Collins,CO,USA,2017-03-26,,1000,1000,1000,1100,900,general protesters,support Islamic Center after vandalism,1,rally,0,0,0,0,1,1,http://www.coloradoan.com/story/news/2017/03/26/vandal-targets-fort-collins-islamic-center/99665042/,,,,,
Los Angeles,Mariachi Plaza Boyle Heights,CA,USA,2017-03-26,,20,20,20,22,18,General protesters,protest police shooting,0,protest,0,0,0,0,1,1,http://abc7.com/news/rally-forms-in-protest-of-fatal-boyle-heights-officer-involved-shooting/1819856/,,,,,
New York City,Unknown,NY,USA,2017-03-26,,9,9,9,10,8,Samidoun: Palestinian Prisoner Solidarity Network,"support freedom for Mohamad Alaqima, pro-Palestine",0,demonstration,0,0,0,0,1,1,https://www.flickr.com/photos/joegaza/sets/72157680080385290,,,,,
Rockville,Montgomery County Headquarters,MD,USA,2017-03-26,,100,100,100,110,90,General protesters,"safety in schools, oppose illegal immigration",2,rally,0,0,0,0,1,1,https://www.washingtonpost.com/local/md-politics/protesters-in-montgomery-hold-competing-rallies-over-rockville-high-rape-case/2017/03/26/5a78dcbc-126b-11e7-9e4f-09aa75d3ec57_story.html?utm_term=.9dd6c0410fe4,,,,,
Washington,Washington Convention Center,DC,USA,2017-03-26,several hundred; more than 1000,200,560,1000,220,900,If Not Now,oppose AIPAC; oppose Israeli occupation,0,protest,0,1,0,0,1,1,http://www.jpost.com/Diaspora/Jewish-group-calls-to-reject-occupation-in-protest-at-AIPAC-conference-485307,http://www.haaretz.com/opinion/.premium-1.781618,https://www.washingtonpost.com/local/public-safety/two-arrested-in-assault-of-man-during-protest-outside-aipac-conference/2017/03/31/e8406e74-1578-11e7-833c-503e1f6394c9_story.html?utm_term=.714ba03f7a0e,,,
Washington,Washington Convention Center,DC,USA,2017-03-26,a dozen,12,12,12,13,11,Counter-protesters,support AIPAC,0,counterprotest,2,0,0,0,1,1,http://www.jpost.com/Diaspora/Jewish-group-calls-to-reject-occupation-in-protest-at-AIPAC-conference-485307,https://www.washingtonpost.com/local/public-safety/two-arrested-in-assault-of-man-during-protest-outside-aipac-conference/2017/03/31/e8406e74-1578-11e7-833c-503e1f6394c9_story.html?utm_term=.714ba03f7a0e,,,,
Westport,Jesup Green to Veterans Green across from Westport Town Hall,CT,USA,2017-03-26,several hundred,200,200,200,220,180,protestors,defend democracy,1,rally; march,0,0,0,0,1,1,http://www.westportnow.com/index.php?/v3/comments/hundreds_take_part_in_march_to_defend_democracy/,,,,,
Albuquerque,Capitol,NM,USA,2017-03-27,dozens,24,24,24,26,22,Democrats,urge Governor to sign budget,0,rally,0,0,0,0,1,1,http://www.newswest9.com/story/35005808/the-latest-democrats-rally-outside-governors-event,,,,,
Boston,JFK Federal Building,MA,USA,2017-03-27,,100,100,100,110,90,Migrant Justice,oppose arrest of Vermont migrant worker activists,1,protest,0,0,0,0,1,1,https://www.usnews.com/news/best-states/massachusetts/articles/2017-03-27/protest-expected-at-hearing-for-vermont-farmworker-activists,,,,,
Boston,Santander Bank,MA,USA,2017-03-27,,50,50,50,55,45,Bank Employees,support forming union,0,protest,0,0,0,0,1,1,http://thehill.com/regulation/325932-bank-workers-protest-outside-santander,,,,,
Chicago,CNN Office,IL,USA,2017-03-27,several hundred,200,200,200,220,180,Coalition Against Hinduphobia,oppose CNN documentary on Hinduism,0,protest,0,0,0,0,1,1,http://timesofindia.indiatimes.com/nri/us-canada-news/indian-americans-hold-peaceful-protest-against-cnn-in-chicago/articleshow/57848920.cms,,,,,
New York City,Yeshiva University,NY,USA,2017-03-27,,6,6,6,7,5,Westboro Baptist Church,oppose Judaism,0,protest,0,0,0,0,1,1,http://forward.com/fast-forward/367246/watch-westboro-baptist-church-trolls-yeshiva-university/,,,,,
New York City,Yeshiva University,NY,USA,2017-03-27,,25,25,25,28,23,"students, counter-protesters",oppose anti-Semitism,1,protest,0,0,0,0,1,1,http://forward.com/fast-forward/367246/watch-westboro-baptist-church-trolls-yeshiva-university/,,,,,
Philadelphia,City Hall,PA,USA,2017-03-27,small handful,7,7,7,8,6,Black Lives Matter,"demand resignation of DA Seth Williams, Black Lives Matter",0,protest,0,0,0,0,1,1,http://www.philly.com/philly/blogs/real-time/Black-Lives-Matter-protestors-Seth-Williams-Philadelphia.html,http://www.fox29.com/news/244134195-story,,"number estimated from photos, likely very low",,
Santa Ana,sixth street,CA,USA,2017-03-27,couple dozen,24,24,24,26,22,Coming out of the shadows,oppose immigration detention of transgender individuals,1,march,0,0,0,0,1,1,http://www.ocregister.com/2017/03/28/immigrants-rights-activists-march-in-santa-ana-to-protest-transgender-detention/,,,,,
