CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,,
Des Moines,Des Moines County Board of Supervisors,Polk,IA,US,2019-02-19,,,,,,,general protestors,Collective Bargaining; For worker rights,0,protest,0,0,0,0,1,1,https://www.thehawkeye.com/news/20190220/des-moines-county-employees-protest-at-board-meeting,,,,,,,
Enfield,Route 5,Hartford,CT,US,2019-02-19,two dozen,24,,24,,,No Tolls CT,Other; Against fees; Transportation,0,protest,0,0,0,0,1,1,https://www.wtnh.com/news/politics/another-protest-against-tolls-ahead-of-the-governor-s-budget-address/1795568104,,,,,,,
Fort Collins,City Hall,Larimer,CO,US,2019-02-19,NA,1,,1,,,general protestor ,Civil Rights; For greater accountability; Police,0,protest,0,0,0,0,1,1,https://www.coloradoan.com/story/news/2019/02/20/susan-holmes-removed-police-city-hall-during-de-escalation-protest/2924077002/,,,,,,,
Grand Junction,City Hall,Mesa,CO,US,2019-02-19,,,,,,,general protestors ,For homeless residents; Other,0,protest,0,0,0,0,1,1,https://www.gjsentinel.com/news/western_colorado/advocates-for-homeless-protest-possible-city-camping-ban/article_dc650ed2-34d6-11e9-98c6-20677ce07cb4.html,,,,,,,
Grass Valley,Intersection of Brunswick Road & Sutton Way,Nevada,CA,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124634/signup/,,,,,,,
Hollister,Corner of 4th & San Benito Streets (Parking Garage),San Benito,CA,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124616/signup/,,,,,,,
Homer,"WKFL Park,",Kenai Peninsula,AK,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16029/signup/,,,,,,,
Honolulu,Corner of Atkinson & Ala Moana; entrance to Ala Moana Park,Honolulu,HI,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124659/signup/,,,,,,,
Kapaa,Along Kuhio Highway by Kapaa Ball Park,Kauai,HI,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,,1,https://www.crisisresponse.us/event/crisis-response/124597/signup/,,,,,,,
Kirkland,Kirkland Fights Fake Crisis and Racists Deportations,King,WA,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,,1,https://www.crisisresponse.us/event/crisis-response/124546/signup/,,,,,,,
Lubbock,Vogue College of Cosmetology,Lubbock,TX,US,2019-02-19,,,,,,,general protestors,Against firing/reassignment; Other,0,protest,0,0,0,0,1,1,http://www.kcbd.com/2019/02/19/vogue-cosmetology-students-protest-walk-out-after-educator-fired/,,,,,,,
Martinsburg,South Queen Street,Berkeley,WV,US,2019-02-19,,,,,,,general protestors,Education; Against systemic underfunding,0,strike; protest,0,0,0,0,1,1,https://www.heraldmailmedia.com/news/tri_state/west_virginia/berkeley-county-teachers-rally-as-part-of-continuing-statewide-work/article_6400dc59-261c-51af-9e32-eee420864671.html,,,,,,,
Melville,Senators Schumer & Gillibrand's offices,Suffolk,NY,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124667/signup/,,,,,,,
Monterey,Window on the Bay,Monterey,CA,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124482/signup/,,,,,,,
Mount Vernon,Skagit County Courthouse,Skagit,WA,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124488/signup/,,,,,,,
Mountain View,Gateway Park,Santa Clara,CA,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124632/signup/,,,,,,,
Portland,Tom McCall Waterfront Park,Multnomah,OR,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124515/signup/,,,,,,,
Portland,Courtyard of Sen. Merkley's office,Multnomah,OR,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,0,1,https://www.crisisresponse.us/event/crisis-response/124643/signup/,,,,,,,
Punta Gorda,Old Charoltte County Courthouse,Charlotte,FL,US,2019-02-19,,,,,,,Englewood Indivisible,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,http://www.rallylist.com/protest-trumped-up-national-emergency-2-19-18/,,,,,,,
Quincy,Dame Shirley Plaza,Plumas,CA,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124637/signup/,,,,,,,
Richland,John Dam Plaza,Benton,WA,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124595/signup/,,,,,,,
Roseburg,Douglas County Courthouse,Douglas,OR,US,2019-02-19,about 50,50,,50,,,general protestors,For greater transparency; Local governance; Other,0,protest,0,0,0,0,1,1,http://www.nrtoday.com/news/government/douglas_county_government/citizens-call-for-transparency-in-county-government-at-courthouse-rally/article_29d4c03b-5690-504c-8a90-48ec902477bd.html,,,,,,,
Santa Rosa,Old Courthouse Square,Sonoma,CA,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124555/signup/,,,,,,,
Seattle,Jackson Federal Building,King,WA,US,2019-02-19,,,,,,,Students for Life,Against abortion rights,0,protest,0,0,0,0,1,1,http://mynorthwest.com/1281502/students-for-life-patty-murray/,,,,,,,
Tampa,University of South Florida,Hillsborough,FL,US,2019-02-19,,,,,,,Students for a Democratic Society,Immigration; Against border wall,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2019/2/21/tampa-bay-students-rally-against-trump-s-national-emergency,,,,,,,
Torrance,"Parking Lot, Northeast corner of Hawthorne & Sepulveda",Los Angeles,CA,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124502/signup/,,,,,,,
Valencia,In front of Santa Clarita City Hall,Los Angeles,CA,US,2019-02-19,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124631/signup/,,,,,,,
Lincoln Park,Lincoln Park Court,Wayne,MI,US,2019-02-19,Count Vid ,5,,5,,,Individual;Counterprotestors,Police injustice;Racism,1,Protest,0,0,0,0,1,1,https://www.clickondetroit.com/news/belleville-man-protests-assault-charges-with-confederate-flag-alleges-racial-discrimination,,,,,,,
Austin,Southwest Key building,Travis,TX,US,2019-02-20,NA,1,,1,,,"Therese ""Patricia"" Okoumou",For compassionate immigration; Immigration; Families,1,protest,1,0,0,0,1,1,https://www.kvue.com/article/news/politics/statue-of-liberty-climber-spotted-in-austin-climbing-southwest-key-building-in-protest/269-77506a61-d1e6-4966-b961-cab50c5ac5c4,,,,,,,
Enfield,Route 5,Hartford,CT,US,2019-02-20,Dozens,24,,24,,,No Tolls CT,Other; Against fees; Transportation,0,protest,0,0,0,0,1,1,https://www.wtnh.com/news/politics/another-protest-against-tolls-ahead-of-the-governor-s-budget-address/1795568104,,,,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-02-20,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,,,
New York City,Twitter HQ,New York,NY,US,2019-02-20,Approximately 20,20,,20,,,Laura Loomer,Anti-Muslim; Business,2,protest,0,0,0,0,1,1,https://www.dailydot.com/layer8/laura-loomer-twitter-protest/,,,,,,,
Olympia,marched down Fourth Avenue,Thurston,WA,US,2019-02-20,Between 50and 100,50,,100,,,general protesors,Immigration; Against border wall,1,march,0,0,0,0,1,1,https://www.theolympian.com/news/local/article226550015.html,,,,,,,
Palo Alto,Stanford University,Santa Clara,CA,US,2019-02-20,,,,,,,Stanford Asian American Activism Committee; general protestors,Mental health; Other; Against administrative leave,0,rally,0,0,0,0,1,1,https://www.stanforddaily.com/2019/02/21/inhumane-and-deficient-student-groups-rally-against-leave-of-absence-policies-for-discriminating-against-those-suffering-from-mental-health-illness/,,,,,,,
Pasadena,John Muir High School,Los Angeles,CA,US,2019-02-20,more than 100,100,,100,,,general protestors,Education; Against dress code,0,walk-out,0,0,0,0,1,1,http://www.pasadenastarnews.com/john-muir-high-students-walk-out-of-class-in-protest-of-ban-on-durags,,,,,,,
Phoenix,Capitol building,Maricopa,AZ,US,2019-02-20,Hundreds,200,,200,,,general protestors,Against abortion rights; Civil Rights,2,protest,0,0,0,0,1,1,https://www.azcentral.com/story/news/politics/legislature/2019/02/20/effort-repeal-arizona-abortion-law-protested-hundreds-capitol/2927213002/,,,,,,,
Princeton,Princeton University,Mercer,NJ,US,2019-02-20,about 150,150,,150,,,Princeton Department of History; Princeton Graduate Student Government; Princeton Undergraduate Student Government,Free Xiyue Wang (Student held in Iran),0,rally and vigil,0,0,0,0,1,1,https://twitter.com/Princeton/status/1096457709984071681,https://www.princeton.edu/news/2019/02/21/graduate-students-hold-day-action-seek-release-xiyue-wang-iranian-prison,,,,,,
Reno,Washoe County School District,Washoe,NV,US,2019-02-20,,,,,,,general protestors,Education; Against dress code,0,protest,0,0,0,0,1,1,https://www.rgj.com/story/news/education/2019/02/19/students-protest-washoe-county-school-district-dress-code-policy/2876465002/,,,,,,,
Santa Fe,The Roundhouse,Santa Fe,NM,US,2019-02-20,Hundreds,200,,200,,,general protestors,Immigration; For compassionate immigration,1,protest,0,0,0,0,1,1,https://www.kob.com/politics-news/immigrants-rally-for-better-education-in-new-mexico/5253260/,,,,,,,
Seattle,Capitol Hill’s Volunteer Park,King,WA,US,2019-02-20,Hundreds,200,,200,,,general protestors,Immigration; Against border wall,1,march,0,0,0,0,1,1,http://www.capitolhillseattle.com/2019/02/hundreds-in-volunteer-park-rally-against-trumps-immigration-emergency-another-protest-on-capitol-hill-coming-this-week/,,,,,,,
Albany,,Albany,NY,US,2019-02-21,,,,,,,Bring it Home,Other; For affordable housing; Mental health,0,rally,0,0,0,0,1,1,http://www.observertoday.com/news/local-region/2019/02/locals-rally-in-buffalo-to-support-mental-health-housing-programs/,,,,,,,
Baton Rouge,East Baton Rouge Parish School Board Office,East Baton Rouge,LA,US,2019-02-21,count pic,25,,25,,,Our Voice Nuestra Voz; SLCE,Education; For greater accountability,0,protest,0,0,0,0,1,1,https://www.theadvocate.com/baton_rouge/news/education/article_119dab36-36e9-11e9-91fc-a74e8af27bc9.html,,,,,,,
Boston,Beacon Hill,Suffolk,MA,US,2019-02-21,nearly 100,100,,100,,,general protestors,Education; For greater funding; For criminal justice reform,0,protest,0,0,0,0,1,1,https://www.bostonherald.com/2019/02/21/massachusetts-youths-rally-for-education-jobs-and-prison-reform/,,,,,,,
Boston,,Suffolk,MA,US,2019-02-21,about 30,30,,30,,,general protestors,For compassionate immigration; Immigration,1,protest,,,,,0,1,https://www.bostonglobe.com/metro/2019/02/21/supporters-rally-for-ice-detainees-who-went-hunger-strike/wlvjLOAc19QZzBpoSYI7zJ/story.html,,,,,,,
Buffalo,State Office Building,Erie,NY,US,2019-02-21,,,,,,,Bring it Home; STEL,Other; For affordable housing; Mental health,0,rally,0,0,0,0,1,1,https://news.wbfo.org/post/statewide-rallies-call-more-mental-health-housing-funds,http://www.observertoday.com/news/local-region/2019/02/locals-rally-in-buffalo-to-support-mental-health-housing-programs/,,,,,,
Chicago,Pakistan Consulate Office to Chinese Consulate Office,Cook,IL,US,2019-02-21,more than 400,400,,400,,,Indian Americans,International; Against foreign government; Pakistan,0,march,0,0,0,0,1,1,http://theunn.com/2019/02/chicagos-indian-americans-stages-a-huge-protest-rally-in-front-of-pakistan-and-chinese-consulate-office/,,,,,,,
Cleveland,Louis Stokes VA Medical Center,Cuyahoga,OH,US,2019-02-21,count video,4,,4,,,general protestors,For animal welfare; Other,0,protest,0,0,0,0,1,1,https://fox8.com/2019/02/21/watch-live-animal-rights-activists-protest-against-cleveland-va-testing-on-dogs/,,,,,,,
Des Moines,Capitol,Des Moines,IA,US,2019-02-21,,,,,,,general protestors,Against abortion rights,2,protest,0,0,0,0,1,1,https://www.thegazette.com/subject/news/government/iowa-governor-kim-reynolds-pitches-judicial-nominating-change-at-anti-abortion-rally-20190221,,,,,,,
Des Moines,Capitol,Des Moines,IA,US,2019-02-21,,,,,,,general protestors,Civil Rights; For abortion rights; Counter protest,1,protest,0,0,0,0,0,1,https://www.thegazette.com/subject/news/government/iowa-governor-kim-reynolds-pitches-judicial-nominating-change-at-anti-abortion-rally-20190221,,,,,,,
Des Moines,Capitol Building,Des Moines,IA,US,2019-02-21,Hundreds,200,,200,,,"owa Citizens for Community Improvement, Food and Water Watch, and Iowa Alliance for Responsible Agriculture",Environment; Farming; For restricting access,0,protest,0,0,0,0,0,1,http://www.crestonnews.com/2019/02/22/press-conference-rally-calls-on-legislature-to-pass-factory-farm-moratorium/ak8xh0d/,,,,,,,
Indianapolis,I-465,Marion,IN,US,2019-02-21,NA,78,,78,,,general protestors,Against monitoring; Transportation,0,"Drive, march",0,0,0,0,1,1,https://www.indystar.com/story/news/2019/02/19/truckers-plan-i-465-slow-roll-to-protest-federal-regulations/2913210002/,https://fox59.com/2019/02/21/police-warn-truckers-ahead-of-slow-roll-protest-around-i-465-thursday/,,,,,,
Long Island,,Kings,NY,US,2019-02-21,,,,,,,"Southern Tier Environments for Living, Inc.",Other; For affordable housing; Mental health,0,rally,0,0,0,0,1,1,http://www.observertoday.com/news/local-region/2019/02/locals-rally-in-buffalo-to-support-mental-health-housing-programs/,,,,,,,
Massena,Town Hall,St. Lawrence,NY,US,2019-02-21,Count Pic,39,,39,,,general protestors,Against mismanagement; Healthcare; Local governance,0,rally,0,0,0,0,1,1,https://www.watertowndailytimes.com/news05/stop-the-insanity-rally-held-to-share-concerns-about-massena-memorial-hospital-20190223,,,,,,,
Morgantown,West Virginia University's Woodburn Circle,Monongalia,WV,US,2019-02-21,more than 100,100,,100,,,Students and Faculty,Guns; For greater gun control,1,protest,0,0,0,0,1,1,https://www.wvnews.com/morgantownnews/news/wvu-students-protest-against-campus-carry-bill/article_2ebd9c12-19b9-5b0a-b4d4-7f29e52aebd4.html,,,,,,,
Morgantown,West Virginia University's Woodburn Circle,Monongalia,WV,US,2019-02-21,Count pic,6,,6,,,general protestors,Guns; Against greater gun control; Counter protest,2,counter protest,0,0,0,0,0,1,https://www.dominionpost.com/2019/02/21/wvu-faculty-hold-walkout-protest-of-campus-carry-bill/,http://www.wvpublic.org/post/wvu-faculty-students-protest-campus-carry-bill#stream/0,,,,,,
New Orleans,Zulu Social Aid and Pleasure Club,,LA,US,2019-02-21,About a dozen,12,,12,,,Take 'Em Down,Civil Rights; For racial justice,0,protest,0,0,0,0,1,1,https://www.theadvocate.com/new_orleans/news/article_235367cc-363e-11e9-91bd-9f3fec77da79.html,,,,,,,
New York,,New York,NY,US,2019-02-21,,,,,,,STEL; Bring it Home,Other; For affordable housing; Mental health,0,rally,0,0,0,0,1,1,http://www.observertoday.com/news/local-region/2019/02/locals-rally-in-buffalo-to-support-mental-health-housing-programs/,,,,,,,
Oakland,City Hall,Alameda,CA,US,2019-02-21,Thousands,2000,,2000,,,general protestors,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,http://www.tribtown.com/2019/02/21/us-oakland-teachers-strike-the-latest-2/,,,,,,,
Oakland,Manzanita Community School,Alameda,CA,US,2019-02-21,Dozens,24,,24,,,general protestors,Collective Bargaining; For better compensation,0,protest,0,0,0,0,0,1,http://www.tribtown.com/2019/02/21/us-oakland-teachers-strike-the-latest-2/,,,,,,,
Oakland,Oakland Tech High School,Alameda,CA,US,2019-02-21,About 40,40,,40,,,general protestors,Collective Bargaining; For better compensation,0,protest,0,0,0,0,0,1,http://www.tribtown.com/2019/02/21/us-oakland-teachers-strike-the-latest-2/,,,,,,,
Oxford,University of Mississippi,Lafayette,MS,US,2019-02-21,more than 100,100,,100,,,general protestors,Against Confederate symbol; Civil Rights; For racial justice,0,protest,0,0,0,0,1,1,https://thedmonline.com/black-history-month-march-to-protest-confederate-symbols/,https://thedmonline.com/ole-miss-students-protest-silently-at-confederate-statue-during-black-history-month-march/,,,,,,
Rochester,,Monroe,NY,US,2019-02-21,,,,,,,STEL; Bring it Home,Other; For affordable housing; Mental health,0,rally,0,0,0,0,1,1,http://www.observertoday.com/news/local-region/2019/02/locals-rally-in-buffalo-to-support-mental-health-housing-programs/,,,,,,,
San Francisco,City Hall,San Francisco,CA,US,2019-02-21,More than 1000,1000,,1000,,,general protestors,Collective Bargaining; For better compensation,1,protest,0,0,0,0,1,1,http://www.sfexaminer.com/city-workers-rally-higher-wages-amid-contract-negotiations/,,,,,,,
Santa Monica,3131 Olympic Boulevard,Los Angeles,CA,US,2019-02-21,FB: 19,19,,19,,,UFW and Courage Campaign,Anti Shultz; people over profits,0,protet,0,0,0,0,1,1,https://www.facebook.com/events/337161530341841/,,,,,,,
Bakersfield,Lincoln Day Dinner,Kern,CA,US,2019-02-22,Dozens,24,,24,,,general protestors,Legislative; For greater participation,0,protest,0,0,0,0,1,1,https://www.kget.com/news/local-news/kevin-mccarthy-dan-crenshaw-speak-at-bakersfield-lincoln-day-dinner/1803158051,,,,,,,
Dallas,Dealey Plaza,Dallas,TX,US,2019-02-22,,,,,,,Dallas Peace and Justice Center and Veterans for Peace Chapter 106.,International; Against US intervention; Venezuela,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2019/2/25/dallas-protesters-say-hands-venezuela,,,,,,,
Dunkirk,Brooks Memorial Hospital,Chautauqua,NY,US,2019-02-22,About a dozen,12,,12,,,general protestors,For local services; Healthcare; Against closure/relocation,0,protest,0,0,0,0,1,1,https://www.wivb.com/news/local-news/dunkirk-residents-rally-against-hospital-relocation-despite-hospital-confirming-move-is-definite/1801544360,,,,,,,
Jacksonville,University of North Florida,Duval,FL,US,2019-02-22,,,,,,,The Students for a Democratic Society,Immigration; For compassionate immigration,1,rally,0,0,0,0,1,1,https://unfspinnaker.com/74868/news/daily/sds-hosts-rally-advocating-for-rights-of-immigrants/,,,,,,,
Los Angeles,Staples Center,Los Angeles,CA,US,2019-02-22,FB: 149,149,,149,,,Last Chance for Animals,Against Bullriding,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/1001952650014191,https://www.facebook.com/events/298468317468634,,,,,,
Los Angeles,Boyle Heights,Los Angeles,CA,US,2019-02-22,Count Pic,6,,6,,,Centro CSO,Immigration; Against border wall,1,protest,0,0,0,0,0,1,http://www.fightbacknews.org/2019/2/27/trump-wall-protest-boyle-heights,,,,,,,
New York,Fifth Avenue Gucci Store,New York,NY,US,2019-02-22,,,,,,,National Action Network,Civil Rights; For racial justice; Business,0,protest,0,0,0,0,1,1,https://pix11.com/2019/02/22/protesters-rally-outside-midtown-gucci-store-over-controversial-designs/,,,,,,,
Oxford,University of Mississippi,Lafayette,MS,US,2019-02-22,hundreds,100,,100,,,Students Against Social Injustice,Civil Rights; Against Confederate symbol; For racial justice,0,protest,0,0,0,0,1,1,https://thedmonline.com/students-against-social-injustice-moves-weekend-conference-to-memphis-plans-campus-protest-for-friday/,http://www.wlbt.com/2019/02/23/students-protest-removal-confederate-statue-ole-miss-campus/,,,,,,
St. Paul,State Capitol,Ramsey,MN,US,2019-02-22,,,,,,,Immigration Union of Liberian Associations in America,Immigration; For refugees,1,rally,0,0,0,0,1,1,https://www.minnpost.com/new-americans/2019/02/linda-clark-tells-her-story-as-local-liberians-plan-friday-rally-for-ded-awareness-at-the-state-capitol/,https://frontpageafricaonline.com/diaspora/liberian-community-in-minnesota-stage-ded-solidarity-rally-at-state-capitol/,,,,,,
Stockton,Wellness Center offices to the intersection,San Joaquin ,CA,US,2019-02-22,Nearly a dozen,10,,10,,,Wellness Center of San Joaquin County’s Power ’n Support team,Other; For greater safety; Transportation,0,march,0,0,0,0,1,1,https://www.recordnet.com/news/20190222/team-rallies-for-crosswalk-at-north-california-street-intersection,,,,,,,
Willimantic,Corner of Main & Jackson Sts. opposite the Frog Bridge,Windham,CT,US,2019-02-22,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124570/signup/,,,,,,,
Auburn,Veterans Memorial Park,Cayuga,NY,US,2019-02-23,count pic,58,,58,,,Anna Ducayne,Against abortion rights,1,protest,0,0,0,0,1,1,https://auburnpub.com/news/local/abortion-opponents-hold-rally-in-downtown-auburn/article_d731e153-660b-54d4-8508-aae14c4d9aba.html,,,,,,,
Austin,Chabad Jewish Student Cente,Travis,TX,US,2019-02-23,Several; count pic,7,,7,,,IfNotNow,International; Israel; For Palestine,1,protest,0,0,0,0,1,1,https://www.jpost.com/Diaspora/IfNotNow-pickets-Chabad-on-Shabbat-in-protest-of-ex-IDF-soldier-speaker-581717,,,,,,,
Brownsville,Hope Park,Cameron,TX,US,2019-02-23,count pic,9,,9,,,general protestors,Immigration; Against border wall; Pro-LGBTQ; Civil Rights,1,protest,0,0,0,0,1,1,https://www.brownsvilleherald.com/news/local/drag-queens-to-hold-border-wall-protest-at-hope-park/article_42e222bc-36b7-11e9-9fff-afecd0f63542.html,https://www.nbcnews.com/feature/nbc-out/drag-queens-protest-border-wall-raise-money-lgbtq-asylum-seekers-n975666,,,,,,
Chapel Hill,University of North Carolina,Orange,NC,US,2019-02-23,,,,,,,The Heirs of the Confederacy,For Confederate symbol,0,protest,0,0,0,0,1,1,https://www.cbs17.com/news/local-news/orange-county-news/groups-clash-as-protest-held-against-removal-of-confederate-monuments-at-unc/1804340422,,,,,,,
Chapel Hill,University of North Carolina,Orange,NC,US,2019-02-23,,,,,,,general protestors,Civil Rights; Against Confederate symbol; Counter protest,0,protest,0,0,0,0,0,1,https://www.cbs17.com/news/local-news/orange-county-news/groups-clash-as-protest-held-against-removal-of-confederate-monuments-at-unc/1804340422,,,,,,,
Denver,16th Street Mall,Denver,CO,US,2019-02-23,Some 30,30,,30,,,Denver Peace Council,International; Against US intervention; Venezuela,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2019/2/25/denver-protest-slams-us-intervention-venezuela,,,,,,,
Doral,Trump National Doral Golf Course to United States Southern Command,Miami-Dade,FL,US,2019-02-23,over 50,50,,50,,,general protestors,International; Against US intervention; Venezuela,1,march,0,0,0,0,1,1,http://www.fightbacknews.org/2019/2/24/miami-march-against-war-venezuela,,,,,,,
Durham,,Durham,NC,US,2019-02-23,,,,,,,El Centro Hispano,Immigration; Against ICE,1,rally,0,0,0,0,1,1,https://abc11.com/anti-ice-rally-in-durham-demands-end-to-undocumented-immigrant-arrests/5153801/,,,,,,,
Evansville,Evansville Vanderburgh Public Library,Vanderburgh,IN,US,2019-02-23,,,,,,,general protestors,Anti-LGBTQ; Civil Rights,2,protest,0,0,0,0,1,1,https://www.wishtv.com/news/indiana-news/drag-queen-story-hour-draws-crowd-of-hundreds-among-protesters-supporters/1804760439,,,,,,,
Evansville,Evansville Vanderburgh Public Library,Vanderburgh,IN,US,2019-02-23,Hundreds,200,,200,,,general protestors,Civil Rights; Pro-LGBTQ; Counter protest,1,protest,0,0,0,0,0,1,https://www.wishtv.com/news/indiana-news/drag-queen-story-hour-draws-crowd-of-hundreds-among-protesters-supporters/1804760439,,,,,,,
Garden City,Old Country Road,Nassau,NY,US,2019-02-23,,,,,,,general protestors,Against abortion rights,2,protest,0,0,0,0,1,1,http://longisland.news12.com/story/40015082/prolife-protesters-rally-against-reproductive-health-act,,,,,,,
Georgetown,Interstate 75,Scott,KY,US,2019-02-23,About 15,15,,15,,,general protestors,Other; Transportation; Against monitoring,0,protest; slow roll,0,0,0,0,1,1,https://www.wkyt.com/content/news/Truckers-head-into-central-Kentucky-for-slow-roll-protest-506234951.html,https://www.wkyt.com/content/news/Truck-drivers-Slow-Roll-down-I-75-to-protest---506269321.html,,,,,,
Miami,Domino Park,Miami-Dade,FL,US,2019-02-23,Dozens,24,,24,,,general protestors,International; Venezuela; Against foreign government,1,protest,0,0,0,0,1,1,https://wsvn.com/news/local/local-venezuelan-community-rallies-in-little-havana-amid-border-tensions/,,,,,,,
Minneapolis,Lake Street/Marshall bridge,Hennepin,MN,US,2019-02-23,Well over 100,100,,100,,,general protestors,International; Venezuela; Against US intervention,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2019/2/6/twin-cities-protesters-say-us-hands-venezuela,http://www.fightbacknews.org/2019/2/24/labor-anti-war-movements-unite-protest-us-aggression-against-venezuela,,,,,,
New York,Wall Street in the Financial District,New York,NY,US,2019-02-23,approximately 300,300,,300,,,general protestors,International; Against US intervention; Venezuela,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2019/2/25/new-yorkers-march-wall-street-oppose-us-war-venezuela,,,,,,,
Orange,"four-corner intersection of North, South, East and West Main streets",Franklin,MA,US,2019-02-23,about 25,25,,25,,,general protestors,Against firing/reassignment; Education,0,protest,0,0,0,0,1,1,https://www.recorder.com/Residents-to-hold-rally-in-support-of-Fisher-Hill-principal-on-leave-Saturday-23600545,https://www.atholdailynews.com/Protesters-counter-protesters-rally-over-Fisher-Hill-principal-23709744,,,,,,
Oxford,"University of Mississippi; Confederate statue situated in front of the County Courthouse in Oxford 
to Confederate statue in University Circle on campus.",Lafayette,MS,US,2019-02-23,about 60,60,,60,,,Mississippi Stands,For Confederate symbol,2,protest; march,0,0,0,0,1,1,https://thedmonline.com/confederate-protest-preview/,https://www.djournal.com/news/local/confederate-groups-hold-rally-in-oxford/article_ed9ea4f9-86f1-58ea-9511-b25bbbb64e2c.html,,,,,,
Oxford,University of Mississippi,Lafayette,MS,US,2019-02-23,roughly 2 dozen,24,,24,,,general protestors,Civil Rights; For racial justice; Against Confederate symbol; Counter protest,1,counterprotest,0,0,0,0,0,1,https://www.djournal.com/news/pro-confederate-rally-in-oxford-to-meet-with-resistance/article_658a6b30-7fba-59a2-a174-5beb526ba4a8.html,https://www.djournal.com/news/local/confederate-groups-hold-rally-in-oxford/article_ed9ea4f9-86f1-58ea-9511-b25bbbb64e2c.html,,,,,,
Oxford,"Pavilion Arena, University of Mississippi",Lafayette,MS,US,2019-02-23,NA,8,,8,,,general protestors,Civil Rights; For racial justice; National anthem; Counter protest; Against Confederate symbol,1,counterprotest,0,0,0,0,0,1,https://www.palmbeachpost.com/zz/news/20190223/ole-miss-players-kneel-in-response-to-confederacy-rally,https://twitter.com/NealMcCready/status/1099405467762200577,,,,,,
Richmond,Capitol Square,Richmond,VA,US,2019-02-23,About 100,100,,100,,,general protestors,Civil Rights; For racial justice; Executive; Against state executive,0,protest,0,0,0,0,1,1,https://www.whsv.com/content/news/Hundreds-expected-for-march-urging-Northam-to-resign-506240821.html,https://www.richmond.com/news/virginia/government-politics/about-protesters-gather-at-capitol-square-to-demand-gov-northam/article_b827b8d6-4a0e-5386-a1e2-67bfff64d2fb.html,,,,,,
