CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,Source5,Source6,
Boston,Boston Common to Kenmore Square McDonalds,MA,US,2018-06-10,about 100,100,,100,,,March to Close Down all Slaughterhouses,Protest animal cruelty and promote veganism,0,protest;march,0,0,0,0,1,1,http://www.bemagazine.org/from-the-march-to-close-down-all-slaughterhouses-boston-activists-decry-meat-industry/,,,,,,,
Grinnell,Brownell's gun manufacturer,IA,US,2018-06-10,FB:1,1,,1,,,No More Thoughts and Prayers,against gun lobby,1,protest,,,,,1,1,https://www.facebook.com/events/1251545978311748/,,,,,,,
Indianapolis,outside home of US Health and Human Services Secretary Alex Azar; Meridian hills,IN,US,2018-06-10,approximately 60; more than 50,50,,60,,,ADAPT,Protesting use of shock devices on patients,1,protest,26,0,0,0,1,1,http://www.wibc.com/news/local-news/26-protesters-arrested-outside-hhs-secretary-alex-azars-home,https://www.indystar.com/story/news/politics/2018/06/10/hhs-secretary-alex-azars-indianapolis-home-under-siege-protesters/688647002/,,civil dis,,,,
Key West,Duval St,FL,US,2018-06-10,,,,,,,Key West Pride,Pro-LGBTQ,1,rallies; parade,,,,,1,1,http://www.keywestpride.org/key-west-pride-parade/,,,,,,,
Long Island,Broadway to Long Beach Blvd,NY,US,2018-06-10,thousands,2000,,2000,,,Long Island Pride,Pro-LGBTQ,1,rallies; parade,0,0,0,0,1,1,https://pix11.com/2018/06/10/parkland-students-remember-those-lost-in-recent-mass-shootings-at-li-event/,https://prideonthebeach.org/pride-event/28th-annual-li-pride-parade/,,,,,,
Miami,outside South Beach Hotel,FL,US,2018-06-10,,,,,,,general protestors,protesting pig roast; animal cruelty,0,protest,,,,,1,1,https://wsvn.com/news/local/animal-rights-activists-protest-outside-south-beach-hotel-hosting-pig-roast/,,,,,,,
Milwaukee,Walker's Point,WI,US,2018-06-10,,,,,,,PrideFest,Pro-LGBTQ,1,rallies; parade,0,0,0,0,1,1,http://pridefest.com/2018/06/12/pridefest-2018-welcomes-a-record-breaking-45400/,,,45400 at entire PrideFest weekend,,,,
New York,city hall park,NY,US,2018-06-10,FB: 58,58,,58,,,general protestors,against elimination of exam for admission to selective public high schools,0,protest,0,0,0,0,1,1,https://twitter.com/KeepSHSAT/status/1003808101810753536,https://www.facebook.com/events/169619923733793/,,,,,,
Palisades Park,Broad Avenue,NJ,US,2018-06-10,more than 300,300,,300,,,general protestors,protesting racist remarks made by mother of mayor James Rotundo,0,protest,0,0,0,0,1,1,https://www.northjersey.com/story/news/bergen/palisades-park/2018/06/10/korean-americans-rally-against-racist-remarks-palisades-park-nj-mayors-mother/687500002/,,,,,,,
Philadelphia,,PA,US,2018-06-10,,,,,,,Philly Pride,Pro-LGBTQ,1,rallies; parade,1,0,0,0,1,1,http://www.philly.com/philly/news/pennsylvania/philadelphia/philly-pride-2018-flag-burning-ryan-segin-arrest-20180611.html,,,,,,,
Pittsburgh,Freedom Corner to Market Square,PA,US,2018-06-10,thousands,2000,,2000,,,Pittsburgh Pride,Pro-LGBTQ,1,rallies; parade,0,0,0,0,1,1,https://pittsburgh.cbslocal.com/2018/06/10/thousands-show-up-to-march-for-equality-at-pittsburgh-pride-day/,,,,,,,
Rexburg,Outside Church of Jesus Christ of Latter-day Saints stake center,ID,US,2018-06-10,na,7,,7,,,Westboro Baptist Church,Protesting BYU-Idaho; Mormonism,0,protest,0,0,0,0,1,1,https://carlyreports.wordpress.com/2018/06/11/the-westboro-baptist-church-calls-citizens-of-rexburg-to-repentance/,,,,,,,
Rexburg,Outside Church of Jesus Christ of Latter-day Saints stake center,ID,US,2018-06-10,na,3,,3,,,counter-protestors,counter-protesting Westboro Baptist Church,0,counter-protest,0,0,0,0,0,1,https://carlyreports.wordpress.com/2018/06/11/the-westboro-baptist-church-calls-citizens-of-rexburg-to-repentance/,,,,,,,
Rochester,North Broadway,MN,US,2018-06-10,dozens,24,,24,,,Recovery is Happening; general protestors,Raising awareness for addiction services and rallying against violent crime,0,rally; march,0,0,0,0,1,1,https://www.kaaltv.com/news/ldquonot-againrdquo-march-sends-comforting-message/4944216/,,,,,,,
Sacramento,Market Street,CA,US,2018-06-10,na,17000,,17000,,,Sacramento Pride,Pro-LGBTQ,1,rallies; parade,0,0,0,0,1,1,https://www.advocate.com/pride/2018/6/15/83-pride-photos-californias-capital-sacramento,,,,,,,
San Diego,Otay Mesa Detention Center,CA,US,2018-06-10,roughly 200,200,,200,,,general protestors,protesting detainment of asylum seekers; separating children from parents,1,protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/immigration/sd-me-asylum-protesters-20180610-story.html#,,,,,,,
Staten Island,Staten Island University Hospital,NY,US,2018-06-10,about 50,50,,50,,,nurses,rally in support of Safe Staffing for Quality Care Act,0,rally,0,0,0,0,1,1,https://www.silive.com/news/2018/06/staten_island_nurses_rally_for.html,,,,,,,
Albany,West Capitol Park,NY,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Anchorage,Legislative Information Office,AK,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Annapolis,Lawyer's Mall of the Maryland State Capitol,MD,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Augusta,state house,ME,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Austin,capitol,TX,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Baton Rouge,capitol,LA,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Boston,financial district,MA,US,2018-06-11,dozens; roughly 50,24,,50,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,0,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,https://whdh.com/news/protesters-causing-traffic-problems-in-financial-district/,https://www.bostonglobe.com/metro/2018/06/12/monday-traffic-jam-was-part-national-campaign-antipoverty-protests/kDvtOw2xJmZ188L3IPP8RO/story.html,,,,,
Brooklyn,City Hall,NY,US,2018-06-11,na,71,,71,,,general protestors,Rally to save Swinging 60s Center,0,rally,0,0,0,0,1,1,https://pix11.com/2018/06/11/seniors-rally-to-save-williamsburg-center/,,,count estimated from video in article,,,,
Charleston,capitol,WV,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Chicago,City Hall,IL,US,2018-06-11,,,,,,,general protestors,Protesting construction of a $95 million dollar police and fire training center on the city's West Side,0,protest,,,,,1,1,https://www.usnews.com/news/best-states/illinois/articles/2018-06-11/parkland-students-join-chicago-activists-in-protest,,,,,,,
Columbia,State House,SC,US,2018-06-11,dozens,24,,24,,,The Poor People's Campaign,better education funding; against poverty; multiple causes,1,rally,0,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,http://www.wbtw.com/news/national/apscsouth-carolina-news-digest-sc-17/1232177075,,,,,,
Columbus,Capitol,OH,US,2018-06-11,,,,,,,The Poor People's Campaign,against militarism and gun violence; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Concord,State House plaza,NH,US,2018-06-11,over 100,100,,100,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,10,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,http://nhlabornews.com/2018/06/10-more-arrested-in-civil-disobedience-at-the-nh-state-house-supporting-the-poor-peoples-campaign/,,civil dis,,,,
Des Moines,state Capitol Building,IA,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Dover,Legislative Hall,DE,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Eureka,Humboldt County Courthouse,CA,US,2018-06-11,,,,,,,Homeless voices of Humboldt; the Poor People's Campaign,support for attention to homelessness,0,protest,0,0,0,0,1,1,http://krcrtv.com/north-coast-news/eureka-local-news/homeless-advocates-hold-overnight-protest-to-spread-awareness-about-housing-insecurity,,,camped overnight,,,,
Frankfort,Capitol,KY,US,2018-06-11,about 125,125,,125,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,0,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,https://www.courier-journal.com/story/news/politics/2018/06/11/anti-poverty-advocates-blocked-kentucky-capitol-again/686562002/,,,,,,
Harrisburg,capitol ,PA,US,2018-06-11,more than 100,100,,100,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,9,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,http://triblive.com/local/allegheny/13749728-74/pittsburgh-teachers-union-officials-among-protesters-arrested-monday,http://www.pennlive.com/politics/index.ssf/2018/06/nine_arrested_at_poor_peoples.html#incart_river_index,civil dis,,,,
Harrisburg,capitol ,PA,US,2018-06-11,nearly 40,40,,40,,,union members,rally for union rights,0,rally,0,0,0,0,1,1,http://www.abc27.com/news/local/harrisburg/union-workers-stay-overnight-on-capital-stairs-to-protest-upcoming-supreme-court-decision/1232615739,https://www.timesleader.com/news/707684/nepa-union-members-stand-up-for-working-people-at-state-capitol-rally,,camped overnight,,,,
Hartford,State Capitol,CT,US,2018-06-11,approx 150,150,,150,,,The Poor People's Campaign,support $15 minimum wage; against poverty; multiple causes,1,rally; march,8,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,http://www.ctnewsjunkie.com/archives/entry/20180611_poor_peoples_campaign_calls_for_15_minimum_wage/,,,,,,
Indianapolis,Monument Circle,IN,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Jackson,Capitol; governor's mansion,MS,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,0,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,https://www.clarionledger.com/picture-gallery/news/2018/06/12/poor-peoples-campaign-protest-gallery/35958151/,,,,,,
Jefferson City,capitol,MO,US,2018-06-11,approx 300,300,,300,,,The Poor People's Campaign,pro-union; against poverty; multiple causes,1,rally,77,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,https://www.houstonherald.com/news/state/police-arrest-at-poor-people-s-campaign-protest-over-right/article_9d5412fa-34e6-552f-b37a-9bca50bf7f0e.html,,civil dis,,,,
Key West,Duval St to the Gulf of Mexico,FL,US,2018-06-11,FB: 100,100,,100,,,Women's March Florida,Marching for LGBTQ equality,1,march,0,0,0,0,1,1,https://www.facebook.com/events/1339616969459953/,,,,,,,
Lansing,capitol,MI,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Little Rock,Capitol,AR,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,5,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,http://www.arkansasonline.com/news/2018/jun/11/5-protesters-arkansas-poor-peoples-campaign-arrest/,,,,,,
Madison,Capitol,WI,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Manchester,Veterans Memorial Park to City Hall,NH,US,2018-06-11,hundreds,200,,200,,,Manchester Education Association,Rally for fair contracts,0,rally;march,0,0,0,0,1,1,http://www.unionleader.com/education/Manchester-teachers-rally-ahead-of-board-meeting-06112018,,,,,,,
Monterey,corner of Fremont Street and El Estero Boulevard to campus,CA,US,2018-06-11,about 100,100,,100,,,"MPC teachers, students and union members",rallying for fair contracts,0,rally; march,0,0,0,0,1,1,http://www.montereycountyweekly.com/blogs/news_blog/mpc-faculty-and-labor-leaders-march-for-a-new-contract/article_287cb908-6e64-11e8-9c6a-9f3c710c87cb.html,,,,,,,
Montgomery,Capitol,AL,US,2018-06-11,,,,,,,The Poor People's Campaign,support $15 minimum wage; against poverty; multiple causes,1,rally,0,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,https://www.montgomeryadvertiser.com/picture-gallery/news/politics/2018/06/11/poor-peoples-campaign-rally/35942375/,,,,,,
Montpelier,state house,VT,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Nashville,Legislative Plaza,TN,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Norwalk,Suhr Park,OH,US,2018-06-11,FB: 92,92,,92,,,general protestors,rallying for a change in immigration policy,1,rally,0,0,0,0,1,1,http://norwalkreflector.com/Local/2018/06/11/Immigration-rally-today-in-Norwalk.html?ci=stream&lp=7&p=1,https://www.facebook.com/events/222972488511068/,,,,,,
Olympia,Capitol,WA,US,2018-06-11,,,,,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Orlando,City Hall ,FL,US,2018-06-11,about 200,200,,200,,,March for Our Lives,against NRA; remember Pulse massacre; support gun control,1,protest,,,,,1,1,https://twitter.com/NatDieInORL/status/1001167575110299648,http://www.orlandosentinel.com/news/pulse-orlando-nightclub-shooting/os-pulse-gun-control-rally-20180611-story.html,,,,,,
Providence,state house,RI,US,2018-06-11,,,,,,,The Poor People's Campaign,"support education, a living wage, jobs, income and housing; multiple causes",1,rally,0,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,https://upriseri.com/news/religion/2018-06-11-ri-poor-peoples-campaign/,,,,,,
Raleigh,at North Carolina Legislative Building,NC,US,2018-06-11,,,,,,,The Poor People's Campaign,support $15 minimum wage; pro-union; multiple causes,1,rally,34,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,https://www.newsobserver.com/news/politics-government/article212941824.html,,civil dis,,,,
Sacramento,inside State Capitol ,CA,US,2018-06-11,FB: 91,91,,91,,,The Poor People's Campaign,support affordable housing; against poverty; multiple causes,1,protest,0,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,https://www.sacbee.com/news/politics-government/capitol-alert/article212966949.html,https://www.facebook.com/events/2022114928042776/,,,,,
Salem,Capitol,OR,US,2018-06-11,,,,,,,The Poor People's Campaign; Democrat Socialists of America ,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Santa Fe,State Capitol East Entrance,NM,US,2018-06-11,,,,,,,The Poor People's Campaign; Democrat Socialists of America ,against systemic racism; against poverty; multiple causes,1,rally,,,,,1,1,https://www.poorpeoplescampaign.org/events/,,,,,,,
Southampton,outside Shinnecock Hills Golf Club,NY,US,2018-06-11,about a dozen,12,,12,,,members and supporters of the Shinnecock Indian Nation,protest the U.S. Open’s use of the Shinnecock Hills Golf Club,0,protest,0,0,0,0,1,1,https://indyeastend.com/news-opinion/south-fork/shinnecock-protests-stolen-land/,,,every day until the conclusion of the U.S. open (06/17/18),,,,
Springfield,outside Governor's Mansion,IL,US,2018-06-11,approx 40,40,,40,,,The Poor People's Campaign,support $15 minimum wage; pro-union; multiple causes,1,rally,0,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,http://www.tribuneledgernews.com/extra/news/protesters-visit-rauner-s-house-to-demand-minimum-wage/article_84984fee-669e-5903-a3b9-138ae2488a93.html,,,,,,
St. Paul,city hall,MN,US,2018-06-11,several dozen,36,,36,,,The Poor People's Campaign,support $15 minimum wage; pro-union; multiple causes,1,rally,15,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,http://www.startribune.com/police-arrest-15-rallying-outside-st-paul-city-hall-for-15-minimum-wage/485196601/,,,,,,
Tallahassee,Florida Historic Capitol ,FL,US,2018-06-11,,,,,,,The Poor People's Campaign,support $15 minimum wage; pro-union; multiple causes,1,rally,0,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,http://news.wjct.org/post/advocacy-groups-bring-fight-15-capitol-nfib-says-market-could-see-wages-rise-organically,,,,,,
Topeka,in front of Kansas Department for Children and Families administration building,KS,US,2018-06-11,more than 100,100,,100,,,The Poor People's Campaign,against systemic racism; against poverty; multiple causes,1,rally,16,0,0,0,1,1,https://www.poorpeoplescampaign.org/events/,http://www.cjonline.com/news/20180611/16-arrested-in-5th-week-of-topeka-poor-peoples-campaign-protests,,civil dis,,,,
