CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,
Sutherland Springs,Post office,TX,US,2017-11-05,,,,,,,general protestors,Vigil for those killed in church shooting,0,rally,0,0,0,0,1,1,https://www.usatoday.com/story/news/nation-now/2017/11/05/vigil-honors-sutherland-springs-church-shooting-victims/834762001/,,,,,
The Dalles ,Northern Oregon Regional Corrections Facility ,OR,US,2017-11-05,17,17,,17,,,Detainees ,Hunger Strike ,0,protest ,0,0,0,0,1,1,http://katu.com/news/local/detainees-upset-with-conditions-at-norcor-refuse-food-for-three-days,,,,,
Virginia Beach,Tubby's Tavern,VA,US,2017-11-05,,,,,,,general protestors,Get out the vote rally,0,rally,0,0,0,0,1,1,http://wavy.com/2017/11/05/get-out-the-vote-rallies-held-in-hampton-roads/,,,,,
Waukesha,Weldall Manufacturing,WI,US,2017-11-05,dozens,24,,24,,,Scott Walker's election campaign,Campaign rally,0,rally,0,0,0,0,1,1,http://www.channel3000.com/news/walker-backers-protesters-gather-for-rally/652110691,,,,,
Waukesha,Weldall Manufacturing,WI,US,2017-11-05,hundreds,200,,200,,,Voces de la Frontera,Counter-protest; against Walker,0,protest,0,0,0,0,0,1,http://www.channel3000.com/news/walker-backers-protesters-gather-for-rally/652110691,,,,,
Beaverton,,OR,US,2017-11-06,around 15,15,,15,,,Ceasefire Oregon,Vigil for those killed in shooting; rallying against violence,1,rally,0,0,0,0,1,1,http://www.kgw.com/news/local/vigil-and-rally-planned-in-response-to-texas-mass-shooting/489480562,,,,,
Bismarck,Outside Bismarck Tribune,ND,US,2017-11-06,,,,,,,Back the Blue,Protesting paper's decision to print name of officer involved in shooting,0,protest,0,0,0,0,1,1,http://bismarcktribune.com/news/local/back-the-blue-supporters-protest-bismarck-tribune/article_1c025d68-d7c5-5806-8ccf-19ca7246382b.html,,,,,
Blackburg,Virginia Tech University,VA,US,2017-11-06,more than 100,100,,100,,,Students,Protesting racist incidents on campus,0,protest,0,0,0,0,1,1,http://www.wdbj7.com/content/news/Virginia-Tech-students-protest-and-march-against-white-supremacy-455725723.html,,,,,
Clare County,,MI,US,2017-11-06,,,,,,,general protestors,Vigil for those killed in shooting; rallying against violence,0,rally,0,0,0,0,1,1,http://upnorthlive.com/news/local/community-holds-vigil-for-texas-shooting-victims-from-northern-michigan,,,,,
Danielson,Westfield Congregational Church,CT,US,2017-11-06,,,,,,,general protestors,Protesting guns in the wake of TX shooting,1,protest,0,0,0,0,1,1,https://www.nbcconnecticut.com/news/local/Vigil-Held-for-Texas-Shooting-Victims-in-Danielson-455731723.html,,,,,
Detroit,,MI,US,2017-11-06,,,,,,,Coleman A. Young election campaign,Campaign rally,1,rally,0,0,0,0,1,1,http://www.fox2detroit.com/news/local-news/black-power-chants-during-coleman-youngs-election-rally,,,,,
Dolores,,CO,US,2017-11-06,several,,,,,,general protestors,Rallying for neighborhood playground,0,rally,0,0,0,0,1,1,https://the-journal.com/articles/73152-parents-kids-rally-in-dolores-to-support-playground,,,,,
Durango,,CO,US,2017-11-06,100,100,,100,,,general protestors,Protesting one-year delay of Bureau of Land Management's Methane and Water Prevention Rule ,0,protest ,0,0,0,0,1,1,http://pagosadailypost.com/2017/11/07/opinion-protest-in-durango-over-blm-methane-rule-delay/,,,,,
Edison,JCC Community Campus,NJ,US,2017-11-06,more than 150,150,,150,,,general protestors,"Rallying against racism, hatred",0,rally,0,0,0,0,1,1,http://www.mycentraljersey.com/story/news/local/how-we-live/race/2017/11/06/edison-unity-rally-calls-end-hatred-and-racism/835830001/,,,,,
Evansville,St. Boniface Church,IN,US,2017-11-06,,,,,,,general protestors,Vigil for those killed in shooting; rallying against violence,0,rally,0,0,0,0,1,1,http://www.tristatehomepage.com/news/local-news/tri-staters-come-together-in-vigil-for-peace/852504165,,,,,
Greenwich,Town Hall,CT,US,2017-11-06,about 15,15,,15,,,general protestors,Get out the vote rally,0,rally,0,0,0,0,1,1,http://www.greenwichtime.com/local/article/Get-out-the-vote-rally-at-Greenwich-Town-Hall-12336503.php,,,,,
Hartford,Main St.,CT,US,2017-11-06,FB: 23 went,23,,23,,,Connecticut Immigrant Rights Alliance,Protesting deportation of community member ,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/694013047473153/,,,,,
Lincoln,State Capitol,NE,US,2017-11-06,several hundred,200,,200,,,Karen refugees,Protesting ethnic clensing in Myanmar,0,protest,0,0,0,0,1,1,http://www.omaha.com/news/nebraska/lincoln-rally-calls-attention-to-ethnic-groups-struggles-in-myanmar/article_47f1917c-c325-11e7-987e-3f8b2999e50f.html,,,,,
Los Angeles,University of Southern California,CA,US,2017-11-06,three dozen,36,,36,,,general protestors,Vigil for those killed in shooting; rallying against violence,0,rally,0,0,0,0,1,1,https://dailytrojan.com/2017/11/06/vigil-held-victims-texas-shooting/,,,,,
Madison,University of Wisconsin,WI,US,2017-11-06,about a dozen,12,,12,,,Students,Protesting University's decision to suspend programs,0,protest,0,0,0,0,1,1,https://www.wpr.org/uw-superior-students-protest-move-suspend-programs,,,,,
Myrtle Beach,Nance Plaza,SC,US,2017-11-06,,,,,,,general protestors,Vigil for those killed in shooting; rallying against violence,0,rally,0,0,0,0,1,1,http://wpde.com/news/local/prayer-vigil-happening-monday-night-after-mass-shooting-at-texas-church,,,,,
New York ,City Hall,NY,US,2017-11-06,more than 300,300,,300,,,"Writers Guild of America, East",Protesting company who shut down after workers voted to unionize,0,protest,0,0,0,0,1,1,https://mic.com/articles/185867/new-yorkers-rally-in-support-of-gothamist-and-dnainfo-outside-city-hall#.bv8sYkUS8,http://variety.com/2017/digital/news/wga-east-sag-aftra-closures-dnainfo-gothamist-1202608433/,,,,
New York ,City Hall,NY,US,2017-11-06,a couple dozen,24,,24,,,League of Women Voters of New York,Rallying beyond proposed constitutional convention,0,rally,0,0,0,0,0,1,https://www.amny.com/news/elections/constitutional-convention-rally-1.14787848,,,,,
New York ,Trump Tower ,NY ,US,2017-11-06,FB: 42,,,,,,The New York Immigrant Coalition ,Protest in favor of passing legaslation protecting immigrant communities ,1,protest ,0,0,0,0,0,1,https://www.facebook.com/events/1982880255330311/,,,,,
Norfolk,Joint Expeditionary Base,VA,US,2017-11-06,,,,,,,Stop Global Violence Campaign,Demanding justice for murdered woman,0,rally,0,0,0,0,1,1,http://wavy.com/2017/11/06/rally-for-ashanti-billie-set-for-monday/,,,,,
Phoenix,State Capitol,AZ,US,2017-11-06,about two dozen,24,,24,,,general protestors,Rallying for GOP tax plan,2,rally,0,0,0,0,1,1,https://azcapitoltimes.com/news/2017/11/06/arizona-governor-doug-ducey-speaks-at-tax-cut-rally-denies-appearance-is-endorsement/,,,,,
Phoenix,State Capitol,AZ,US,2017-11-06,about two dozen,24,,24,,,general protestors,Counter-protest; against GOP tax plan,1,protest,0,0,0,0,0,1,https://azcapitoltimes.com/news/2017/11/06/arizona-governor-doug-ducey-speaks-at-tax-cut-rally-denies-appearance-is-endorsement/,,,,,
Princeton,Princeton University,NJ,US,2017-11-06,,,,,,,Princeton Committee on Palestine; Alliance of Jewish Progressives,Protesting preceived islamaphobic speaker,0,protest,0,0,0,0,1,1,http://www.dailyprincetonian.com/article/2017/11/students-protest-talk-by-israel-foreign-minister,,,,,
Raleigh,Highland United Methodist Church,NC,US,2017-11-06,dozens,24,,24,,,general protestors,Vigil for those killed in shooting; rallying against violence,0,rally,0,0,0,0,1,1,http://wncn.com/2017/11/06/raleigh-church-hosts-vigil-after-deadly-texas-shooting/,,,,,
Savannah,Waters Ave.,GA,US,2017-11-06,,,,,,,general protestors,Demanding justice in unsolved murder case,0,protest,0,0,0,0,1,1,http://savannahnow.com/crime-courts/news/2017-11-06/we-just-want-closure-vigil-held-seven-years-after-unsolved-savannah,,,,,
Sutherland Springs,Post Office,TX,US,2017-11-06,hundreds,200,,200,,,general protestors,Vigil for those killed in shooting,0,rally,0,0,0,0,1,1,http://abcnews.go.com/US/heroes-hug-prayer-vigil-mourn-texas-church-victims/story?id=50985429,,,,,
Syracuse ,Outside Tech Garden ,NY ,US,2017-11-06,nearly 100; 150 ,100,,150,,,Democracy is for People ,Protesting Linda McMahon visit ,1,protest ,0,0,0,0,1,1,http://waer.org/post/trump-administration-small-business-roundtable-met-tax-reform-protestors,,,,,
Trenton,Shiloh Baptist Church,NJ,US,2017-11-06,,,,,,,Phil Murphy election campaign,Campaign rally,1,rally,0,0,0,0,1,1,http://www.nj.com/politics/index.ssf/2017/11/phil_murphy_speaks_at_church_on_eve_of_election.html,,,,,
Tucson,,AZ,US,2017-11-06,a handful,5,,5,,,Arizonans United for Healthcare,Protesting attempts to repeal ACA,1,protest,0,0,0,0,1,1,http://www.tucsonnewsnow.com/story/36778804/aca-advocates-rally-as-gop-tax-plan-looks-to-end-mandate,,,,,
Washington,U.S. Capitol,DC,US,2017-11-06,hundreds,200,,200,,,general protestors,Protesting genocide in Myanmar,0,protest,0,0,0,0,1,1,http://www.startribune.com/minnesota-s-karen-refugees-join-march-on-washington-to-keep-pressure-on-myanmar/455631113/#1,,,,,
Baltimore,,MD,US,2017-11-07,dozens,24,,24,,,general protestors,Protesting racism over social media posts ,1,protest,0,0,0,0,1,1,http://www.wbaltv.com/article/baltimore-schools-rally-against-racism-after-negative-viral-social-media-post/13445340,,,,,
Binghamton,Riverside Dr.,NY,US,2017-11-07,,,,,,,general protestors,Vigil for those killed in shooting; rallying against violence,0,rally,0,0,0,0,1,1,http://www.wbng.com/story/36788072/vigil-for-texas-victims-held-at-binghamton-church,,,,,
Bradenton,Outside Rep. Buchanon's office,FL,US,2017-11-07,nearly two dozen,24,,24,,,Indivisible  ,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.bradenton.com/news/local/article183194156.html,,,,,
Chester,City Hall,PA,US,2017-11-07,,,,,,,general protestors,Protesting conviction of many they say are innocent,0,protest,0,0,0,0,1,1,http://www.delcotimes.com/article/DC/20171107/NEWS/171109706,,,,,
Chicago,Hyde Park,IL,US,2017-11-07,dozens,24,,24,,,general protestors,Rallying for neighborhood benefits from Obama center,0,rally,0,0,0,0,1,1,http://www.chicagotribune.com/news/obamacenter/ct-met-obama-center-protest-20171107-story.html,,,,,
Duarte,City of Hope Hospital,CA,US,2017-11-07,,,,,,,SEIU-United Healthcare Workers Nest,Rallying for better benefits,0,rally,0,0,0,0,1,1,http://www.pasadenastarnews.com/2017/11/07/contract-expires-for-workers-at-city-of-hope-in-duarte-protest-begins/,,,,,
Eugene ,Federal Courthouse ,OR ,US,2017-11-07,about 30 ,30,,30,,,Indivisble Eugene ,Screaming protest ,1,protest ,0,0,0,0,1,1,http://klcc.org/post/anniversary-donald-trumps-presidential-win-has-protesters-screaming,http://www.foxnews.com/us/2017/11/09/anti-trump-protesters-scream-helplessly-at-sky-to-demonstrate-on-election-anniversary.html,,,,
Gulfport,City Hall,MS,US,2017-11-07,,,,,,,In Defense of Animals,Protesting inhumane treatment of dolphins,0,protest,0,0,0,0,1,1,http://www.wlox.com/story/36788364/animal-rights-activists-protest-dolphin-prison,,,,,
Iron Mountain,,MI,US,2017-11-07,,,,,,,American Federation of Government Employees,Protesting understaffing,0,protest,0,0,0,0,1,1,http://www.uppermichiganssource.com/content/news/Union-rally-held-in-Iron-Mountain-to-push-for-more-VA-hiring-455966153.html,,,,,
Laramie,Carmas High School ,WY ,US ,2017-11-07,3,3,,3,,,general protestors,Protesting the Laramie Project ,0,protest ,0,0,0,0,1,1,http://www.columbian.com/news/2017/nov/07/protesters-target-camas-high-production-of-the-laramie-project/,,,,,
New York ,Camp Ramah office,NY,US,2017-11-07,around 20,20,,20,,,IfNotNow,Protesting group's pro-Israel education,0,protest,0,0,0,0,1,1,http://forward.com/fast-forward/387307/ramah-alumni-protest-camps-occupation-education/,,,,,
New York ,Polling place,NY,US,2017-11-07,dozens,24,,24,,,#CLOSErikers,Protesting mayor de Blasio for not closing down Rikers sooner,0,protest,0,0,0,0,0,1,https://www.amny.com/news/elections/election-day-de-blasio-protest-1.14799993,,,,,
Vista,1800 Thibodo Rd,CA,US,2017-11-07,count video,50,,100,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa, for gun control, against collusion with Russia, against GOP tax plan, for women's rights, for reproductive rights",1,demonstration,0,0,0,0,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,http://www.cbs8.com/story/36787483/demonstrators-demand-tightened-gun-control-at-weekly-rally-outside-rep-issas-office,,,,
Vista,1800 Thibodo Rd.,CA,US,2017-11-07,,,,,,,general protesters,for President Trump,2,counter-protest,0,0,0,0,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,
Boston,Gov. Baker's office,MA,US,2017-11-08,about 30,30,,30,,,general protestors,Protesting inaction toward climate change,1,protest,0,0,0,0,0,1,http://www.salemnews.com/news/boxford-resident-among-protesters-deluging-baker-s-office-on-climate/article_d536cb9a-c4c1-11e7-bf42-4f9108025b08.html,,,,,
Boston,JFK federal building,MA,US,2017-11-08,NA,75,,75,,,general protestors,Protesting ICE detention,1,protest,0,0,0,0,1,1,https://twitter.com/CosechaMovement/status/928390950476423169,,,,,
Boston ,,MA,US,2017-11-08,FB: 4000 went,4000,,4000,,,Refuse Fascism,Screaming protest ,1,protest ,0,0,0,0,0,1,http://www.newsweek.com/americans-scream-helplessly-sky-donald-trump-election-anniversary-690889,https://www.dallasnews.com/news/dallas/2017/11/07/hundreds-plan-howl-dallas-national-event-marking-anniversary-2016-election,http://www.foxnews.com/us/2017/11/09/anti-trump-protesters-scream-helplessly-at-sky-to-demonstrate-on-election-anniversary.html,http://thehill.com/blogs/in-the-know/359531-protesters-scream-at-the-sky-to-mark-anniversary-of-trumps-election,https://www.standard.co.uk/news/world/people-in-new-york-boston-and-philadelphia-plan-collective-scream-protest-on-one-year-of-trump-a3684856.html,http://www.foxnews.com/us/2017/11/09/anti-trump-protesters-scream-helplessly-at-sky-to-demonstrate-on-election-anniversary.html
Buckhannon,West Virginia Wesleyan College,WV,US,2017-11-08,dozens,24,,24,,,Students,Protesting staff layoffs; demanding transparency,0,rally,0,0,0,0,1,1,https://www.theet.com/news/free/west-virginia-wesleyan-students-protest-lay-offs/article_6f437bc2-2396-53a0-aa9b-0e988f3540cc.html,,,,,
Cambridge,Harvard University,MA,US,2017-11-08,,,,,,,general protestors,Rallying for grad student unionization,0,rally,0,0,0,0,1,1,http://www.thecrimson.com/article/2017/11/9/hgsu-rally-appeal-yard/,,,,,
Centreville ,,MD ,US,2017-11-08,3,3,,3,,,Democratic Club of Queen Anne's County ,Screaming protest ,1,protest ,0,0,0,0,1,1,https://www.facebook.com/events/128403841129049/?active_tab=about,,,,,
Champlin,Champlin Park High School,MN,US,2017-11-08,hundreds,200,,200,,,Students,Protesting racist incidents on social media,0,protest,0,0,0,0,1,1,http://kstp.com/news/champlin-park-protest-racial-incidents-social-media/4663049/,,,,,
Dallas ,Continental Avenue Pedestrian Bridge ,TX ,US,2017-11-08,FB: 266; more than 200; hundreds ,200,,266,,,general protestors,Screaming protest ,1,protest ,0,0,0,0,1,1,http://dfw.cbslocal.com/2017/11/08/scream-at-the-sky-event-planned-for-wednesday-night/,http://dfw.cbslocal.com/2017/11/08/scream-at-the-sky-event-planned-for-wednesday-night/,https://www.facebook.com/events/1500256566733782/,,,
Denver,State Capitol,CO,US,2017-11-08,,,,,,,The Watchers,"Protesting in support of liberty, justice and human rights for all",0,protest ,0,0,0,0,1,1,http://news.kgnu.org/resistance-radio/,,,,,
Des Moines,Post office,IA,US,2017-11-08,,,,,,,Postal workers,Protesting job cuts,0,protest,0,0,0,0,1,1,http://www.desmoinesregister.com/story/money/business/2017/11/06/des-moines-post-office-workers-protest-cutbacks-week/835659001/,http://www.radioiowa.com/2017/11/09/changes-in-shifts-job-titles-prompt-protest-at-des-moines-main-post-office/,,,,
Durham,downtown,CT,US,2017-11-08,about 30,30,,30,,,general protestors,Protesting inmate deaths,0,protest,0,0,0,0,1,1,http://www.heraldsun.com/news/local/counties/durham-county/article183411106.html,,,,,
Edwardsville ,Edwardsville City Park ,IL ,US ,2017-11-08,FB: 28 ,28,,28,,,general protestors,Screaming protest ,1,protest ,0,0,0,0,1,1,https://www.facebook.com/events/490910467944197/?active_tab=about,,,,,
Eugene ,,OR,US,2017-11-08,about 30,30,,30,,,Refuse Fascism,screaming protest ,1,protest,0,0,0,0,1,1,http://www.foxnews.com/us/2017/11/09/anti-trump-protesters-scream-helplessly-at-sky-to-demonstrate-on-election-anniversary.html,,,,,
Floresville,High School,TX,US,2017-11-08,hundreds,200,,200,,,general protestors,Vigil for those killed in shooting; rallying against violence,0,rally,0,0,0,0,1,1,http://www.arklatexhomepage.com/news/hundreds-attend-vigil-for-victims-of-church-shooting/854000158,,,,,
Huntington,,WV,US,2017-11-08,picture,6,,6,,,handmaids,Protest President Trumps one year anniversary since election,1,protest,0,0,0,0,1,1,http://www.herald-dispatch.com/news/handmaids-protest-on-anniversary-of-trump-s-election/article_9f9c00ec-d3e4-5355-83f5-c5ab43660b52.html,,,,,
Jefferson,Courthouse,IN,US,2017-11-08,more than 100,100,,100,,,general protestors,Protesting new contruction plan,0,protest,0,0,0,0,1,1,http://www.whas11.com/news/local/indiana/protest-in-clark-county-over-housing-project/490321994,,,,,
Kalama,Port of Kalama,WA,US,2017-11-08,about 300,300,,300,,,longshoremen,Protest stalled labor talks between the Kalama Export Company and International Longshoremen and Warehouse Union Local 21,0,protest,0,0,0,0,1,1,http://tdn.com/news/local/kalama-export-dockworkers-rally-for-better-benefits/article_6f88c42f-1050-56eb-b9b5-3a96241dd62a.html,,,,,
Lakewood,Colorado Christian University,CO,US,2017-11-08,hundreds,200,,200,,,general protestors,Rallying behind baker who refused to make wedding cake for gay couple,2,rally,0,0,0,0,1,1,http://www.ktvq.com/story/36800440/hundreds-rally-for-colorado-man-who-refused-to-make-wedding-cake-for-gay-couple,,,,,
Los Angeles,Hall of Justice,CA,US,2017-11-08,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://medium.com/in-justice-today/civil-rights-group-vows-weekly-protests-of-los-angeles-district-attorney-adc23897058,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Los Angeles,Myanmar Consulate General,CA,US,2017-11-08,some 50,50,,50,,,Jewish World Watch,Protesting genocide in Myanmar,0,protest,0,0,0,0,1,1,http://jewishjournal.com/news/los_angeles/227337/jewish-world-watch-holds-rally-rohingyas-myanmar-consulate/,,,,,
Menasha,University of Wisconsin - Fox Valley,WI,US,2017-11-08,,,,,,,general protestors,Protesting potential campus merge,0,protest,0,0,0,0,1,1,http://fox11online.com/news/local/students-rally-against-merger-at-uw-fox-valley,,,,,
New York,HQ of Anti-Defamation League,NY,US,2017-11-08,nearly 100,100,,100,,,Jewish Voice for Peace,Protesting U.S. relationship with Israel,0,protest,7,0,0,0,0,1,http://mondoweiss.net/2017/11/members-arrested-demonstration/,,,,,
New York,Washington Square Park,NY,US,2017-11-08,hundreds,200,,200,,,Refuse Fascism,screaming protest ,1,protest,0,0,0,0,1,1,http://www.foxnews.com/us/2017/11/09/anti-trump-protesters-scream-helplessly-at-sky-to-demonstrate-on-election-anniversary.html,,,,,
New York,Washington Square Park,NY,US,2017-11-08,a handful,5,,5,,,general protestors,Counter-protest; for Trump,2,protest,0,0,0,0,0,1,http://www.foxnews.com/us/2017/11/09/anti-trump-protesters-scream-helplessly-at-sky-to-demonstrate-on-election-anniversary.html,,,,,
