CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Source1,Source2,Source3,Misc.,Source4,Source5,Source6,,,,,,,,,,,,,,,
Concord,NH State House,Merrimack ,NH,US,2020-06-06,about 8,8,,8,,,general protesters,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,0,1,20200606-concord-blm,https://www.unionleader.com/news/social_issues/concord-march-draws-1-000/article_9dbee625-c9ba-59b8-a857-2db8a15739f6.html?block_id=664693,,,,,,,,,,,,,,,,,,,,,
Delhi,Courthouse Square,Delaware,NY,US,2020-06-06,NA,1,,1,,,general protesters,against Black Lives Matter protesters,0,counter-protest,0,0,0,0,1,1,20200606-delhi-blm,https://therivernewsroom.com/at-the-black-lives-matter-protests-in-the-hudson-valley/,,,,,,,,,,,,,,,,,,,,,
Fall River,North Main Street at the Airport Road rotary,Bristol ,MA,US,2020-06-06,dozens,24,,24,,,general protesters,"in support of Trump supporter allegedly attacked, for President Trump",2,rally,0,0,0,0,1,1,,https://www.heraldnews.com/news/20200606/support-rally-held-for-fall-river-man-who-was-assaulted-while-holding-trump-sign,https://www.heraldnews.com/story/news/local/2020/12/30/fall-rivers-peaceful-protests-lead-continued-push-reform-police-black-lives-matter-trump-somerset/3965389001/,,,,,,,,,,,,,,,,,,,,
Georgetown,County Courthouse,Williamson,TX,US,2020-06-06,NA,20,,20,,,armed militia members,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,1,1,20200606-georgetown-blm,https://www.statesman.com/news/20200608/officer-georgetown-police-did-not-invite-militia-to-protest-saturday,,,openly carried firearms,,,,,,,,,,,,,,,,,,
Hampton,Hampton Beach,Rockingham ,NH,US,2020-06-06,,,,,,,general protesters,"against policy prohibiting sunbathing or sitting on state beaches during coronavirus pandemic, for reopening businesses",2,protest,,,,,1,1,,https://manchesterinklink.com/reopennh-plans-hampton-beach-rally-to-protest-no-sunbathing-rule/,,,,,,,,,,,,,,,,,,,,,
Hartford,Bushnell Park side of Capitol,Hartford,CT,US,2020-06-06,,,,,,,general protesters,for reopening businesses during coronavirus pandemic,2,protest,0,0,0,0,1,1,,https://www.courant.com/news/connecticut/hc-news-connecticut-george-floyd-protests-20200606-iboxmhx7pvgqzcnztwop236jhm-story.html#nt=oft-Triple%20Chain~Recommender~home-double-rec~connecticut-rec~~6~yes-art~automated~curatedpage,,,,,,,,,,,,,,,,,,,,,
Huntington Beach,Huntington Beach Pier,Orange,CA,US,2020-06-06,,,,,,,general protesters,"for President Trump, against Black Lives Matter protesters",2,counter-protest,unspecified,0,0,0,0,1,20200606-hbeach-blm,https://www.ocregister.com/2020/06/06/crowd-protesting-police-brutality-met-by-counter-protesters-near-huntington-beach-pier/,https://www.latimes.com/california/story/2020-06-06/thousands-of-protesters-turnout-for-peaceful-demonstrations-around-los-angeles,,,,,,,,,,,,,,,,,,,,
Kalispell,Depot Park,Flathead,MT,US,2020-06-06,more than 100,100,,100,,,Flathead Patriot Guard,"against Black Lives Matter protesters, all lives matter",2,counter-protest,0,0,0,0,1,1,20200606-kalispell-blm,https://flatheadbeacon.com/2020/06/06/1000-people-turn-peaceful-protest-kalispell/,,,heavily armed militia; claimed to be on hand to keep peace,,,,,,,,,,,,,,,,,,
Lewiston,Brackenbury Square,,ID,US,2020-06-06,,,,,,,general protesters,against Black Lives Matter,2,counter-protest,0,0,0,0,1,1,20200606-lewiston-blm,https://lmtribune.com/northwest/prosecutor-armed-protesters-were-likely-within-bounds/article_edbe19bd-843d-5fb2-8e85-224a927164fe.html,,,"militia; tactical gear; openly carried firearms; based on attire, some probably Boogaloo Bois",,,,,,,,,,,,,,,,,,
Midland,,Klamath,OR,US,2020-06-06,hundreds,200,,200,,,general protesters,opposing irrigation shutoffs,0,rally,0,0,0,0,1,1,,https://kearneyhub.com/news/agriculture/latest/southern-oregon-farmers-rally-against-irrigation-shutoffs/article_f07b7e85-c9fe-51bb-a8dc-2e57f413fb81.html,,,,,,,,,,,,,,,,,,,,,
Newton,Newton Green,Sussex,NJ,US,2020-06-06,,,,,,,general protesters,against Black Lives Matter,2,protest,,,,,0,1,,https://www.northjersey.com/story/news/local/2020/06/06/sussex-county-nj-black-lives-matter-protests-george-floyd/3166880001/,,,,,,,,,,,,,,,,,,,,,
Oakdale,,Stanislaus,CA,US,2020-06-06,,,,,,,Echo Company; Central Valley Militia,"against Black Lives Matter, for protection of property",2,demonstration,0,0,0,0,1,1,,https://twitter.com/Borwin10/status/1428365468390203406,https://sacramento.cbslocal.com/2020/06/08/police-condemn-armed-militia-oakdale/,https://twitter.com/RNeck161/status/1454869609073364992,armed militia openly patrolling downtown in fatigues response to rumored BLM protest that did not happen,,,,,,,,,,,,,,,,,,
Odessa,Big Daddy Zanes,Ector,TX,US,2020-06-06,around 150,150,,150,,,general protesters,for Second Amendment rights,2,rally,0,0,0,0,1,1,,https://www.oaoa.com/news/local/article_29f3417a-a84c-11ea-b1f3-233b6c16823a.html,https://www.mrt.com/news/slideshow/Scenes-from-the-Open-Carry-Texas-protest-in-Odessa-203379.php,,,,,,,,,,,,,,,,,,,,
Pasadena,,Anne Arundel,MD,US,2020-06-06,,,,,,,general protesters,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,1,1,20200606-pasadena-blm,https://baltimore.cbslocal.com/2020/06/06/george-floyd-death-thousands-of-demonstrators-protest-peacefully-in-washington-d-c/,,,,,,,,,,,,,,,,,,,,,
Pekin,Tazewell County Courthouse,Tazewell,IL,US,2020-06-06,,4,,4,,,general protesters,"against Black Lives Matter protesters, for President Trump",2,counter-protest,0,0,0,0,1,1,20200606-pekin-blm,https://www.pjstar.com/news/20200606/bearing-trump-and-confederate-flags-four-cited-after-trying-to-stir-up-trouble-at-peaceful-pekin-protest,,,Conferate flag; circled protest in pick-up truck,,,,,,,,,,,,,,,,,,
Raleigh,,Wake,NC,US,2020-06-06,man,1,,1,,,general protesters,against Black Lives Matter protesters,2,counter-protest,,,,,0,1,20200606-raleigh-blm,https://www.heraldsun.com/news/local/article243334836.html,,,openly carried rifle,,,,,,,,,,,,,,,,,,
Redding,Caldwell Park,Shasta,CA,US,2020-06-06,scores,40,,40,,,1st California State Militia Regiment,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,1,1,20200606-redding-blm,https://www.washingtonpost.com/nation/2022/03/07/california-far-right-militia/,https://krcrtv.com/news/local/over-1000-people-join-march-for-justice-in-redding-over-george-floyds-death,,openly carried firearms; observed marchers,,,,,,,,,,,,,,,,,,
Ridgecrest,,Kern,CA,US,2020-06-06,,,,,,,general protesters,"against Black Lives Matter protesters, for President Trump",2,counter-protest,0,0,0,0,0,1,20200606-ridgecrest-blm,https://www.ridgecrestca.com/news/20200606/hundreds-take-part-in-march-for-george-floyd-in-ridgecrest-saturday----now-with-photo-gallery,,,,,,,,,,,,,,,,,,,,,
Shelby,,Macomb,MI,US,2020-06-06,500-700,500,,700,,,general protesters,for President Trump,2,rally; caravan,0,0,0,0,0,1,,https://www.freep.com/story/news/local/michigan/2020/06/06/shelby-township-road-rally-support-donald-trump-draws-hundreds/3165421001/,,,,,,,,,,,,,,,,,,,,,
Shorewood,4000 N Oakland Ave,,WI,US,2020-06-06,woman,1,,1,,,general protesters,against Black Lives Matter protesters,2,counter-protest,1,0,0,0,1,1,20200606-shorewood-blm,https://www.fox5dc.com/news/woman-arrested-for-spitting-on-juvenile-protester-during-anti-racism-demonstration-in-milwaukee,,,spat on protester,,,,,,,,,,,,,,,,,,
Sturgis,Oaklawn Park,St. Joseph,MI,US,2020-06-06,about 100,100,,100,,,general protesters,against government overreach during COVID-19 outbreak; for adding an amendment to the Michigan state Consititution ,2,protest,0,0,0,0,1,1,,https://www.sturgisjournal.com/news/20200606/rally-attracts-about-100-to-protest-government-overreach,,,,,,,,,,,,,,,,,,,,,
University Park,Burleson Park,,TX,US,2020-06-06,man,1,,1,,,Black man,"All Lives Matter, Black babies' lives matter, against abortion",2,counter-protest,0,0,0,0,1,1,20200606-universitypark-blm,https://www.peoplenewspapers.com/2020/06/07/protesters-take-a-peace-walk-from-snider-plaza-to-burleson-park/,,,,,,,,,,,,,,,,,,,,,
Wenatchee,Memorial Park,,WA,US,2020-06-06,,,,,,,general protesters,"against Black Lives Matter protesters, for freedom, for protection of property",2,counter-protest,0,0,0,0,1,1,20200606-wenatchee-blm,https://www.ncwlife.com/black-lives-matter-marchers-flood-the-wenatchee-streets-policed-by-armed-bystanders/,,,tactical gear; some openly carried firearms; appear to be organized militia,,,,,,,,,,,,,,,,,,
Westminster,,Carroll,MD,US,2020-06-06,,,,,,,ReOpen Maryland,against business shutdown due to coronavirus,2,rally,,,,,0,1,,https://www.capitalgazette.com/maryland/cc-carroll-freedom-rally-20200606-bjeo2pinxrhwvfaqmgpjo27tvq-story.html,,,,,,,,,,,,,,,,,,,,,
Adelanto,Adelanto Detention Center,San Bernardino,CA,US,2020-06-07,approximately 300,300,,300,,,general protesters,for more humane conditions in ICE detention facility during coronavirus pandemic,0,protest,1,0,0,1,1,1,,https://laist.com/2020/06/22/adelanto-detention-facility-immigrant-detainee-protest.php,http://nixle.us/BXZB4,,,,,,,,,,,,,,,,,,,,
Bedford,,,IN,US,2020-06-07,a few,3,,3,,,general protestors,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,1,1,20200607-beford-blm,BLM protests Sunday in Martinsville and Bedford – The Bloomingtonian,,,,,,,,,,,,,,,,,,,,,
Billings,City Courthouse,Yellowstone,MT,US,2020-06-07,dozens,24,,24,,,general protesters,"against Black Lives Matter protesters, for protecting property",2,counter-protest,0,0,0,0,1,1,20200607-billings-blm,https://helenair.com/news/state-and-regional/hundreds-gather-for-peaceful-george-floyd-rally-in-downtown-billings/article_064f3709-fa6d-56c9-969c-f7838fe8898b.html,,,openly carrying firearms,,,,,,,,,,,,,,,,,,
Charleston,West Virginia State Capitol,,WV,US,2020-06-07,man,1,,1,,,general protesters,against removal of Confederate statue,2,counter-protest,0,0,0,0,1,1,20200607-charleston-confederate,https://www.wsaz.com/content/news/Charleston-protest-at-Stonewall-Jackson-statue-sparks-conversation-571091481.html,,,Confederate flag; conversed with protesters,,,,,,,,,,,,,,,,,,
Cheshire,in front of the South Main Street municipal building,New Haven,CT,US,2020-06-07,man,1,,1,,,general protesters,"against Black Lives Matter protests, against looting and rioting",2,demonstration,0,0,0,0,1,1,,https://www.ctinsider.com/metro/nhregister/article/Cheshire-man-takes-solitary-stand-against-15315059.php,,,,,,,,,,,,,,,,,,,,,
Cody,,,WY,US,2020-06-07,,,,,,,general protestors,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,1,1,20200607-cody-blm,Hundreds gather in Cody for Black Lives Matter rally | News | kulr8.com,,,armed counter-protesters surrounded protest venue; light police presence,,,,,,,,,,,,,,,,,,
Coos Bay,Downtown,Coos,OR,US,2020-06-07,man,1,,1,,,general protesters,against Black Lives Matter protesters,2,counter-protest,1,0,0,0,1,1,20200607-coosbay-blm,https://www.kezi.com/content/news/DA-addresses-arrest-of-man-accused-of-threatening-protesters-571109031.html,,,armed; pointed gun at protesters,,,,,,,,,,,,,,,,,,
Denver,Colorado State Capitol,Denver,CO,US,2020-06-07,hundreds,200,,200,,,general protesters,"against state legislation requiring vaccinations for school children, against SB 163, for President Trump",2,protest,0,0,0,0,1,1,,https://gazette.com/premium/colorado-immunization-bill-advances-amid-anti-vaccination-protest/article_c7fe783a-b514-5f2d-93aa-6d58bc797496.html,https://www.coloradopolitics.com/legislature/in-rare-sunday-session-immunization-bill-advances-amid-anti-vaccination-protest/article_ce3f78da-a927-11ea-addc-c34bb9265c90.html,,,,,,,,,,,,,,,,,,,,
Gadsden,Emma Sansom Monument,Etowah,AL,US,2020-06-07,count pic,12,,20,,,general protesters,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,1,1,20200607-gadsden-blm,https://www.gadsdentimes.com/photogallery/DA/20200607/PHOTOGALLERY/608009999/PH/1,,,,,,,,,,,,,,,,,,,,,
Imperial Beach,Imperial Beach Pier Plaza,San Diego ,CA,US,2020-06-07,,,,,,,general protesters,against anti-racism protesters,2,counter-protest,0,0,0,0,1,1,20200607-imperialbeach-blm,https://www.kpbs.org/news/2020/jun/08/imperial-beach-assault-called-disturbing/,,,punched protester; threw eggs at protesters,,,,,,,,,,,,,,,,,,
Indiana,800 Philadelphia St,,PA,US,2020-06-07,count pic,10,,15,,,general protestors,"Blue Lives Matter, police save lives",2,counter-protest,0,0,0,0,1,1,20200607-indiana-blm,Hundreds rally in Indiana against social injustice | News | indianagazette.com,,,,,,,,,,,,,,,,,,,,,
Laconia,,,NH,US,2020-06-07,,,,,,,Combat Warriors of New England; Patriot Syndicate Riding Club,"against Black Lives Matter protesters, for protection of veterans' monuments",2,counter-protest,0,0,0,0,1,1,20200607-laconia-blm,"Laconia protest was spirited, peaceful | Local News | laconiadailysun.com",,,,,,,,,,,,,,,,,,,,,
Laconia,653 Main St,,NH,US,2020-06-07,about a dozen,12,,12,,,general protestors,"against Black Lives Matter protesters, for protection of property, against antifa, All Lives Matter",2,counter-protest,0,0,0,0,1,1,20200607-laconia-blm,"Laconia protest was spirited, peaceful | Local News | laconiadailysun.com",,,openly carried assault rifles,,,,,,,,,,,,,,,,,,
Perryville,North Jackson St,Perry,MO,US,2020-06-07,more than a dozen; a few dozen,12,,36,,,general protesters,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,0,1,20200607-perryville-blm,https://www.semissourian.com/gallery/37064,https://www.semissourian.com/story/2815284.html,,,,,,,,,,,,,,,,,,,,
Richmond,Lakeside Avenue near Vale Street,Richmond,VA,US,2020-06-07,,1,,1,,,general protesters,"against Black Lives Matter protesters, for white supremacy",2,counter-protest,1,0,0,0,1,1,20200607-richmond-blm,https://www.wric.com/news/breaking-news/man-arrested-after-driving-vehicle-through-protesters-on-lakeside-avenue/,https://www.middletownpress.com/news/article/Self-identified-Ku-Klux-Klan-leader-arrested-15325051.php,https://www.washingtonpost.com/local/kkk-member-pleads-guilty-to-driving-into-crowd-of-protesters/2021/02/05/05d385dc-67bb-11eb-bab8-707f8769d785_story.html,drove car through crowd of protesters,,,,,,,,,,,,,,,,,,
Reno,Plaza near Mill and Second Streets,Washoe,NV,US,2020-06-07,dozens,24,,24,,,general protesters,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,1,1,20200607-reno-blm,https://www.rgj.com/story/news/2020/06/07/reno-george-floyd-black-lives-matter-vigil-peace-downtown-city-hall/3171482001/,,,,,,,,,,,,,,,,,,,,,
Santee,Target,San Diego ,CA,US,2020-06-07,,,,,,,general protesters,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,1,1,20200607-santee-blm,https://www.kpbs.org/news/2020/jun/28/la-mesa-protest-riots-fires-police-george-floyd/,https://www.kpbs.org/news/2020/jun/07/ninth-day-of-protests-san-diego-county/,,,,,,,,,,,,,,,,,,,,
Seattle,Seattle Police Department - East Precinct,King,WA,US,2020-06-07,count pic,1,,1,,,man,against Black Lives Matter protesters,2,counter-protest,1,0,0,0,1,1,20200607-seattle-blm,https://www.washingtonpost.com/nation/2020/06/08/seattle-shooting-protest/?,,,attempted vehicle ramming; exited car carrying firearm; shot and wounded one protester,,,,,,,,,,,,,,,,,,
Elk River,Sherburne County Jail,Sherburne,MN,US,2020-06-07,,,,,,,Interfaith Coalition on Immigration,"in solidarity with migrant detainees, against inhumane detention practices, for freeing Gregorio Montejo",1,vigil,,,,,1,1,,https://mnicom.org/programs/vigils/,https://mnicom.org/2020/06/03/vigil-to-free-gregorio/,,,,,,,,,,,,,,,,,,,,
Spokane,downtown,Spokane,WA,US,2020-06-07,,,,,,,general protesters,"against Black Lives Matter protesters, for protection of property",2,counter-protest,0,0,0,0,1,1,20200607-spokane-blm,https://www.khq.com/news/armed-citizens-arriving-in-downtown-spokane-following-protest/video_0f2495c2-a925-11ea-8b83-57562f2091a2.html,,,openly carried firearms,,,,,,,,,,,,,,,,,,
Troy,Troy Police Department Headquarters,Rensselear,NY,US,2020-06-07,eight,8,,8,,,general protesters,"against Black Lives Matter protesters, in support of police",2,counter-protest,1,0,0,0,1,1,20200607-troy-blm,https://www.nny360.com/news/jeffersoncounty/more-details-surface-after-fort-drum-soldier-arrested-at-blm-rally/article_737a928b-5c79-5993-82f1-6a9e3e954a65.html,https://www.timesunion.com/news/article/Soldier-arrested-after-police-say-they-caught-him-15324705.php,,carried handguns,https://www.timesunion.com/news/article/Churchill-A-proud-day-for-Troy-but-what-about-15325107.php#photo-19517586,,,,,,,,,,,,,,,,,
Bath,Bath Iron Works,,MA,US,2020-06-08,,,,,,,Machinists Union Local S,"against shipyard's proposed contract, for higher wages for metal workers",0,demonstration,0,0,0,0,1,1,,https://www.pressherald.com/2020/06/09/hammering-their-point-home-bath-shipyard-reaches-protest-agreement-with-its-largest-union/,,,,,,,,,,,,,,,,,,,,,
Burlington,parking garage in Burlington; Burlington City Hall,,VT,US,2020-06-08,nearly 100,100,,100,,,union workers from across Vermont,against potential layoffs of city employees,0,car rally; picket,0,0,0,0,1,1,,https://vtdigger.org/2020/06/09/at-rooftop-rally-unions-call-on-burlington-mayor-to-not-cut-jobs/,,,,,,,,,,,,,,,,,,,,,
Elko,intersection of Idaho St and 6th St; outside County Courthouse,Elko,NV,US,2020-06-08,NA,1,,1,,,general protesters,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,0,1,20200608-elko-blm,https://elkodaily.com/news/local/police-seek-witnesses-in-firearm-incident-at-rally/article_94649bfe-3bfc-5e0e-a503-f4bfc01f94ca.html,,,pointed gun at protesters,,,,,,,,,,,,,,,,,,
Franklinville,,Gloucester,NJ,US,2020-06-08,count video,4,,4,,,general protesters,"against Black Lives Matter protesters, for President Trump, All Lives Matter",2,counter-protest,0,0,0,0,1,1,20200608-franklinville-blm,https://www.albanyherald.com/news/world_nation/all-lives-matter-protesters-re-enacted-george-floyds-death-as-a-black-lives-matter-march/article_bced2534-de82-5d01-b443-1fd3bcc38bec.html,https://philadelphia.cbslocal.com/2020/06/10/fedex-driver-fired-nj-corrections-officer-suspended-after-video-surfaces-of-pair-mocking-george-floyds-death-during-protest-in-gloucester-county/,,reenacted George Floyd's death as marchers passed,,,,,,,,,,,,,,,,,,
Harrisburg,Pennsylvania State Capitol,,PA,US,2020-06-08,roughly 100,100,,100,,,general protesters,for Second Amendment rights,2,rally,0,0,0,0,1,1,,https://www.pennlive.com/news/2020/06/despite-2nd-amendment-rallys-postponement-100-plus-supporters-show-up.html,,,,,,,,,,,,,,,,,,,,,
Hazlet,,,NJ,US,2020-06-08,count pic,3,,3,,,general protesters,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,1,1,20200608-hazlet-blm,NJ protests: Hundreds gather in Brick to protest police brutality (app.com),Protest for George Floyd hits the streets of Hazlet (app.com),,,,,,,,,,,,,,,,,,,,
Jersey City,The Beacon,,NJ,US,2020-06-08,around a dozen,12,,12,,,SEIU 32BJ,"for collective bargaining rights, against layoffs of janitorial and maintenance workers during coronavirus pandemic",0,protest,0,0,0,0,1,1,,https://www.nj.com/hudson/2020/06/union-workers-protest-over-what-they-say-is-wrongful-termination-by-contractor.html,,,,,,,,,,,,,,,,,,,,,
